,Keys,Values,Z,S,K
2909,"('289a64c5-4d3d-4007-a0fd-980b9de4cd42', 'W2', 1)",0.0,289a64c5-4d3d-4007-a0fd-980b9de4cd42,W2,1
2910,"('289a64c5-4d3d-4007-a0fd-980b9de4cd42', 'W2', 2)",0.0,289a64c5-4d3d-4007-a0fd-980b9de4cd42,W2,2
2911,"('289a64c5-4d3d-4007-a0fd-980b9de4cd42', 'W2', 3)",0.0,289a64c5-4d3d-4007-a0fd-980b9de4cd42,W2,3
2912,"('28a7d13e-4597-48ff-8ae8-cdf577237c4c', 'W1', 0)",0.0,28a7d13e-4597-48ff-8ae8-cdf577237c4c,W1,0
2913,"('28a7d13e-4597-48ff-8ae8-cdf577237c4c', 'W1', 1)",0.0,28a7d13e-4597-48ff-8ae8-cdf577237c4c,W1,1
2914,"('28a7d13e-4597-48ff-8ae8-cdf577237c4c', 'W1', 2)",1.0,28a7d13e-4597-48ff-8ae8-cdf577237c4c,W1,2
2915,"('28a7d13e-4597-48ff-8ae8-cdf577237c4c', 'W1', 3)",0.0,28a7d13e-4597-48ff-8ae8-cdf577237c4c,W1,3
2916,"('28bad649-b759-4fab-b733-77743bbde8ed', 'W2', 0)",0.0,28bad649-b759-4fab-b733-77743bbde8ed,W2,0
2917,"('28bad649-b759-4fab-b733-77743bbde8ed', 'W2', 1)",0.0,28bad649-b759-4fab-b733-77743bbde8ed,W2,1
2918,"('28bad649-b759-4fab-b733-77743bbde8ed', 'W2', 2)",1.0,28bad649-b759-4fab-b733-77743bbde8ed,W2,2
2919,"('28bad649-b759-4fab-b733-77743bbde8ed', 'W2', 3)",0.0,28bad649-b759-4fab-b733-77743bbde8ed,W2,3
2920,"('28bd2958-fdba-4a7d-bc40-04efd9044f95', 'W2', 0)",0.0,28bd2958-fdba-4a7d-bc40-04efd9044f95,W2,0
2921,"('28bd2958-fdba-4a7d-bc40-04efd9044f95', 'W2', 1)",0.0,28bd2958-fdba-4a7d-bc40-04efd9044f95,W2,1
2922,"('28bd2958-fdba-4a7d-bc40-04efd9044f95', 'W2', 2)",1.0,28bd2958-fdba-4a7d-bc40-04efd9044f95,W2,2
2923,"('28bd2958-fdba-4a7d-bc40-04efd9044f95', 'W2', 3)",0.0,28bd2958-fdba-4a7d-bc40-04efd9044f95,W2,3
2924,"('28c5979a-95a5-4eee-8739-af5b77039cab', 'RC', 0)",1.0,28c5979a-95a5-4eee-8739-af5b77039cab,RC,0
2925,"('28c5979a-95a5-4eee-8739-af5b77039cab', 'RC', 1)",0.0,28c5979a-95a5-4eee-8739-af5b77039cab,RC,1
2926,"('28c5979a-95a5-4eee-8739-af5b77039cab', 'RC', 2)",0.0,28c5979a-95a5-4eee-8739-af5b77039cab,RC,2
2927,"('28c5979a-95a5-4eee-8739-af5b77039cab', 'RC', 3)",0.0,28c5979a-95a5-4eee-8739-af5b77039cab,RC,3
2928,"('28c8a1b5-ca9e-4922-8f12-86f5b20d136b', 'RC', 0)",0.0,28c8a1b5-ca9e-4922-8f12-86f5b20d136b,RC,0
2929,"('28c8a1b5-ca9e-4922-8f12-86f5b20d136b', 'RC', 1)",1.0,28c8a1b5-ca9e-4922-8f12-86f5b20d136b,RC,1
2930,"('28c8a1b5-ca9e-4922-8f12-86f5b20d136b', 'RC', 2)",0.0,28c8a1b5-ca9e-4922-8f12-86f5b20d136b,RC,2
2931,"('28c8a1b5-ca9e-4922-8f12-86f5b20d136b', 'RC', 3)",0.0,28c8a1b5-ca9e-4922-8f12-86f5b20d136b,RC,3
2932,"('28d9c967-506f-4a1a-b117-a0893b951ca0', 'RC', 0)",0.0,28d9c967-506f-4a1a-b117-a0893b951ca0,RC,0
2933,"('28d9c967-506f-4a1a-b117-a0893b951ca0', 'RC', 1)",1.0,28d9c967-506f-4a1a-b117-a0893b951ca0,RC,1
2934,"('28d9c967-506f-4a1a-b117-a0893b951ca0', 'RC', 2)",0.0,28d9c967-506f-4a1a-b117-a0893b951ca0,RC,2
2935,"('28d9c967-506f-4a1a-b117-a0893b951ca0', 'RC', 3)",0.0,28d9c967-506f-4a1a-b117-a0893b951ca0,RC,3
2936,"('28dfcd35-5e74-4bca-8456-fc7a8f80332a', 'RC', 0)",1.0,28dfcd35-5e74-4bca-8456-fc7a8f80332a,RC,0
2937,"('28dfcd35-5e74-4bca-8456-fc7a8f80332a', 'RC', 1)",0.0,28dfcd35-5e74-4bca-8456-fc7a8f80332a,RC,1
2938,"('28dfcd35-5e74-4bca-8456-fc7a8f80332a', 'RC', 2)",0.0,28dfcd35-5e74-4bca-8456-fc7a8f80332a,RC,2
2939,"('28dfcd35-5e74-4bca-8456-fc7a8f80332a', 'RC', 3)",0.0,28dfcd35-5e74-4bca-8456-fc7a8f80332a,RC,3
2940,"('28f375d6-b7e5-402b-b708-a08cbc92209f', 'W1', 0)",0.0,28f375d6-b7e5-402b-b708-a08cbc92209f,W1,0
2941,"('28f375d6-b7e5-402b-b708-a08cbc92209f', 'W1', 1)",0.0,28f375d6-b7e5-402b-b708-a08cbc92209f,W1,1
2942,"('28f375d6-b7e5-402b-b708-a08cbc92209f', 'W1', 2)",0.0,28f375d6-b7e5-402b-b708-a08cbc92209f,W1,2
2943,"('28f375d6-b7e5-402b-b708-a08cbc92209f', 'W1', 3)",1.0,28f375d6-b7e5-402b-b708-a08cbc92209f,W1,3
2944,"('28fb156d-5e1a-4cea-9b38-b039b5845d7e', 'W2', 0)",0.0,28fb156d-5e1a-4cea-9b38-b039b5845d7e,W2,0
2945,"('28fb156d-5e1a-4cea-9b38-b039b5845d7e', 'W2', 1)",1.0,28fb156d-5e1a-4cea-9b38-b039b5845d7e,W2,1
2946,"('28fb156d-5e1a-4cea-9b38-b039b5845d7e', 'W2', 2)",0.0,28fb156d-5e1a-4cea-9b38-b039b5845d7e,W2,2
2947,"('28fb156d-5e1a-4cea-9b38-b039b5845d7e', 'W2', 3)",0.0,28fb156d-5e1a-4cea-9b38-b039b5845d7e,W2,3
2948,"('28fdffbb-b6e2-4165-ba26-ded8722c3519', 'W1', 0)",0.0,28fdffbb-b6e2-4165-ba26-ded8722c3519,W1,0
2949,"('28fdffbb-b6e2-4165-ba26-ded8722c3519', 'W1', 1)",0.0,28fdffbb-b6e2-4165-ba26-ded8722c3519,W1,1
2950,"('28fdffbb-b6e2-4165-ba26-ded8722c3519', 'W1', 2)",0.0,28fdffbb-b6e2-4165-ba26-ded8722c3519,W1,2
2951,"('28fdffbb-b6e2-4165-ba26-ded8722c3519', 'W1', 3)",1.0,28fdffbb-b6e2-4165-ba26-ded8722c3519,W1,3
2952,"('290694e4-7c79-45aa-8c44-e36bda78e5f5', 'W1', 0)",0.0,290694e4-7c79-45aa-8c44-e36bda78e5f5,W1,0
2953,"('290694e4-7c79-45aa-8c44-e36bda78e5f5', 'W1', 1)",1.0,290694e4-7c79-45aa-8c44-e36bda78e5f5,W1,1
2954,"('290694e4-7c79-45aa-8c44-e36bda78e5f5', 'W1', 2)",0.0,290694e4-7c79-45aa-8c44-e36bda78e5f5,W1,2
2955,"('290694e4-7c79-45aa-8c44-e36bda78e5f5', 'W1', 3)",0.0,290694e4-7c79-45aa-8c44-e36bda78e5f5,W1,3
2956,"('291b0fe8-edd5-41f0-af5d-39c501c01a8a', 'W2', 0)",1.0,291b0fe8-edd5-41f0-af5d-39c501c01a8a,W2,0
2957,"('291b0fe8-edd5-41f0-af5d-39c501c01a8a', 'W2', 1)",0.0,291b0fe8-edd5-41f0-af5d-39c501c01a8a,W2,1
2958,"('291b0fe8-edd5-41f0-af5d-39c501c01a8a', 'W2', 2)",0.0,291b0fe8-edd5-41f0-af5d-39c501c01a8a,W2,2
2959,"('291b0fe8-edd5-41f0-af5d-39c501c01a8a', 'W2', 3)",0.0,291b0fe8-edd5-41f0-af5d-39c501c01a8a,W2,3
2960,"('293660ae-02af-49cd-9c50-d9d7a215b3d1', 'W1', 0)",1.0,293660ae-02af-49cd-9c50-d9d7a215b3d1,W1,0
2961,"('293660ae-02af-49cd-9c50-d9d7a215b3d1', 'W1', 1)",0.0,293660ae-02af-49cd-9c50-d9d7a215b3d1,W1,1
2962,"('293660ae-02af-49cd-9c50-d9d7a215b3d1', 'W1', 2)",0.0,293660ae-02af-49cd-9c50-d9d7a215b3d1,W1,2
2963,"('293660ae-02af-49cd-9c50-d9d7a215b3d1', 'W1', 3)",0.0,293660ae-02af-49cd-9c50-d9d7a215b3d1,W1,3
2964,"('293d3fba-5a9d-453c-a500-4f3b99bee348', 'W1', 0)",0.0,293d3fba-5a9d-453c-a500-4f3b99bee348,W1,0
2965,"('293d3fba-5a9d-453c-a500-4f3b99bee348', 'W1', 1)",1.0,293d3fba-5a9d-453c-a500-4f3b99bee348,W1,1
2966,"('293d3fba-5a9d-453c-a500-4f3b99bee348', 'W1', 2)",0.0,293d3fba-5a9d-453c-a500-4f3b99bee348,W1,2
2967,"('293d3fba-5a9d-453c-a500-4f3b99bee348', 'W1', 3)",0.0,293d3fba-5a9d-453c-a500-4f3b99bee348,W1,3
2968,"('29458e00-5548-4434-9eb0-b1ed21df10b8', 'W1', 0)",1.0,29458e00-5548-4434-9eb0-b1ed21df10b8,W1,0
2969,"('29458e00-5548-4434-9eb0-b1ed21df10b8', 'W1', 1)",0.0,29458e00-5548-4434-9eb0-b1ed21df10b8,W1,1
2970,"('29458e00-5548-4434-9eb0-b1ed21df10b8', 'W1', 2)",0.0,29458e00-5548-4434-9eb0-b1ed21df10b8,W1,2
2971,"('29458e00-5548-4434-9eb0-b1ed21df10b8', 'W1', 3)",0.0,29458e00-5548-4434-9eb0-b1ed21df10b8,W1,3
2972,"('29592b06-7372-47da-9c73-8a77f576870d', 'W1', 0)",1.0,29592b06-7372-47da-9c73-8a77f576870d,W1,0
2973,"('29592b06-7372-47da-9c73-8a77f576870d', 'W1', 1)",0.0,29592b06-7372-47da-9c73-8a77f576870d,W1,1
2974,"('29592b06-7372-47da-9c73-8a77f576870d', 'W1', 2)",0.0,29592b06-7372-47da-9c73-8a77f576870d,W1,2
2975,"('29592b06-7372-47da-9c73-8a77f576870d', 'W1', 3)",0.0,29592b06-7372-47da-9c73-8a77f576870d,W1,3
2976,"('29660453-f7e0-493a-b343-572ef883d6f8', 'W1', 0)",1.0,29660453-f7e0-493a-b343-572ef883d6f8,W1,0
2977,"('29660453-f7e0-493a-b343-572ef883d6f8', 'W1', 1)",0.0,29660453-f7e0-493a-b343-572ef883d6f8,W1,1
2978,"('29660453-f7e0-493a-b343-572ef883d6f8', 'W1', 2)",0.0,29660453-f7e0-493a-b343-572ef883d6f8,W1,2
2979,"('29660453-f7e0-493a-b343-572ef883d6f8', 'W1', 3)",0.0,29660453-f7e0-493a-b343-572ef883d6f8,W1,3
2980,"('29711c13-c192-449d-b4f7-1ccfa7e658cf', 'RC', 0)",1.0,29711c13-c192-449d-b4f7-1ccfa7e658cf,RC,0
2981,"('29711c13-c192-449d-b4f7-1ccfa7e658cf', 'RC', 1)",0.0,29711c13-c192-449d-b4f7-1ccfa7e658cf,RC,1
2982,"('29711c13-c192-449d-b4f7-1ccfa7e658cf', 'RC', 2)",0.0,29711c13-c192-449d-b4f7-1ccfa7e658cf,RC,2
2983,"('29711c13-c192-449d-b4f7-1ccfa7e658cf', 'RC', 3)",0.0,29711c13-c192-449d-b4f7-1ccfa7e658cf,RC,3
2984,"('2982bae0-f572-459d-82c4-59bc7703078e', 'W1', 0)",0.0,2982bae0-f572-459d-82c4-59bc7703078e,W1,0
2985,"('2982bae0-f572-459d-82c4-59bc7703078e', 'W1', 1)",0.0,2982bae0-f572-459d-82c4-59bc7703078e,W1,1
2986,"('2982bae0-f572-459d-82c4-59bc7703078e', 'W1', 2)",0.0,2982bae0-f572-459d-82c4-59bc7703078e,W1,2
2987,"('2982bae0-f572-459d-82c4-59bc7703078e', 'W1', 3)",1.0,2982bae0-f572-459d-82c4-59bc7703078e,W1,3
2988,"('298a68e1-e3ee-41d9-8b21-6158886feb68', 'W1', 0)",0.0,298a68e1-e3ee-41d9-8b21-6158886feb68,W1,0
2989,"('298a68e1-e3ee-41d9-8b21-6158886feb68', 'W1', 1)",1.0,298a68e1-e3ee-41d9-8b21-6158886feb68,W1,1
2990,"('298a68e1-e3ee-41d9-8b21-6158886feb68', 'W1', 2)",0.0,298a68e1-e3ee-41d9-8b21-6158886feb68,W1,2
2991,"('298a68e1-e3ee-41d9-8b21-6158886feb68', 'W1', 3)",0.0,298a68e1-e3ee-41d9-8b21-6158886feb68,W1,3
2992,"('29ac47b3-1f89-4468-b912-9674ba68a12d', 'W1', 0)",1.0,29ac47b3-1f89-4468-b912-9674ba68a12d,W1,0
2993,"('29ac47b3-1f89-4468-b912-9674ba68a12d', 'W1', 1)",0.0,29ac47b3-1f89-4468-b912-9674ba68a12d,W1,1
2994,"('29ac47b3-1f89-4468-b912-9674ba68a12d', 'W1', 2)",0.0,29ac47b3-1f89-4468-b912-9674ba68a12d,W1,2
2995,"('29ac47b3-1f89-4468-b912-9674ba68a12d', 'W1', 3)",0.0,29ac47b3-1f89-4468-b912-9674ba68a12d,W1,3
2996,"('29ac760f-6263-400d-88b0-fa74a0fe277c', 'W1', 0)",1.0,29ac760f-6263-400d-88b0-fa74a0fe277c,W1,0
2997,"('29ac760f-6263-400d-88b0-fa74a0fe277c', 'W1', 1)",0.0,29ac760f-6263-400d-88b0-fa74a0fe277c,W1,1
2998,"('29ac760f-6263-400d-88b0-fa74a0fe277c', 'W1', 2)",0.0,29ac760f-6263-400d-88b0-fa74a0fe277c,W1,2
2999,"('29ac760f-6263-400d-88b0-fa74a0fe277c', 'W1', 3)",0.0,29ac760f-6263-400d-88b0-fa74a0fe277c,W1,3
3000,"('29bf0c4d-8d57-4067-9fe1-792f9d57c8a5', 'RC', 0)",1.0,29bf0c4d-8d57-4067-9fe1-792f9d57c8a5,RC,0
3001,"('29bf0c4d-8d57-4067-9fe1-792f9d57c8a5', 'RC', 1)",0.0,29bf0c4d-8d57-4067-9fe1-792f9d57c8a5,RC,1
3002,"('29bf0c4d-8d57-4067-9fe1-792f9d57c8a5', 'RC', 2)",0.0,29bf0c4d-8d57-4067-9fe1-792f9d57c8a5,RC,2
3003,"('29bf0c4d-8d57-4067-9fe1-792f9d57c8a5', 'RC', 3)",0.0,29bf0c4d-8d57-4067-9fe1-792f9d57c8a5,RC,3
3004,"('29bf2c0d-da37-43b2-8c4c-aea0ec7c8e51', 'W1', 0)",0.0,29bf2c0d-da37-43b2-8c4c-aea0ec7c8e51,W1,0
3005,"('29bf2c0d-da37-43b2-8c4c-aea0ec7c8e51', 'W1', 1)",0.0,29bf2c0d-da37-43b2-8c4c-aea0ec7c8e51,W1,1
3006,"('29bf2c0d-da37-43b2-8c4c-aea0ec7c8e51', 'W1', 2)",0.0,29bf2c0d-da37-43b2-8c4c-aea0ec7c8e51,W1,2
3007,"('29bf2c0d-da37-43b2-8c4c-aea0ec7c8e51', 'W1', 3)",1.0,29bf2c0d-da37-43b2-8c4c-aea0ec7c8e51,W1,3
3008,"('29c5c566-0b1c-40ab-b69f-b996ad9b5da0', 'RC', 0)",1.0,29c5c566-0b1c-40ab-b69f-b996ad9b5da0,RC,0
3009,"('29c5c566-0b1c-40ab-b69f-b996ad9b5da0', 'RC', 1)",0.0,29c5c566-0b1c-40ab-b69f-b996ad9b5da0,RC,1
3010,"('29c5c566-0b1c-40ab-b69f-b996ad9b5da0', 'RC', 2)",0.0,29c5c566-0b1c-40ab-b69f-b996ad9b5da0,RC,2
3011,"('29c5c566-0b1c-40ab-b69f-b996ad9b5da0', 'RC', 3)",0.0,29c5c566-0b1c-40ab-b69f-b996ad9b5da0,RC,3
3012,"('29ea2b59-4caf-4a0a-860e-fa916cf50af6', 'RC', 0)",1.0,29ea2b59-4caf-4a0a-860e-fa916cf50af6,RC,0
3013,"('29ea2b59-4caf-4a0a-860e-fa916cf50af6', 'RC', 1)",0.0,29ea2b59-4caf-4a0a-860e-fa916cf50af6,RC,1
3014,"('29ea2b59-4caf-4a0a-860e-fa916cf50af6', 'RC', 2)",0.0,29ea2b59-4caf-4a0a-860e-fa916cf50af6,RC,2
3015,"('29ea2b59-4caf-4a0a-860e-fa916cf50af6', 'RC', 3)",0.0,29ea2b59-4caf-4a0a-860e-fa916cf50af6,RC,3
3016,"('29ebd412-badc-4bc9-ba69-87e341b3426e', 'W1', 0)",1.0,29ebd412-badc-4bc9-ba69-87e341b3426e,W1,0
3017,"('29ebd412-badc-4bc9-ba69-87e341b3426e', 'W1', 1)",0.0,29ebd412-badc-4bc9-ba69-87e341b3426e,W1,1
3018,"('29ebd412-badc-4bc9-ba69-87e341b3426e', 'W1', 2)",0.0,29ebd412-badc-4bc9-ba69-87e341b3426e,W1,2
3019,"('29ebd412-badc-4bc9-ba69-87e341b3426e', 'W1', 3)",0.0,29ebd412-badc-4bc9-ba69-87e341b3426e,W1,3
3020,"('29f545f3-7361-4f08-b5d4-78f1437cc37b', 'W1', 0)",1.0,29f545f3-7361-4f08-b5d4-78f1437cc37b,W1,0
3021,"('29f545f3-7361-4f08-b5d4-78f1437cc37b', 'W1', 1)",0.0,29f545f3-7361-4f08-b5d4-78f1437cc37b,W1,1
3022,"('29f545f3-7361-4f08-b5d4-78f1437cc37b', 'W1', 2)",0.0,29f545f3-7361-4f08-b5d4-78f1437cc37b,W1,2
3023,"('29f545f3-7361-4f08-b5d4-78f1437cc37b', 'W1', 3)",0.0,29f545f3-7361-4f08-b5d4-78f1437cc37b,W1,3
3024,"('29fdf943-2640-4a9b-8cf4-028c7264ac0b', 'W1', 0)",0.0,29fdf943-2640-4a9b-8cf4-028c7264ac0b,W1,0
3025,"('29fdf943-2640-4a9b-8cf4-028c7264ac0b', 'W1', 1)",0.0,29fdf943-2640-4a9b-8cf4-028c7264ac0b,W1,1
3026,"('29fdf943-2640-4a9b-8cf4-028c7264ac0b', 'W1', 2)",1.0,29fdf943-2640-4a9b-8cf4-028c7264ac0b,W1,2
3027,"('29fdf943-2640-4a9b-8cf4-028c7264ac0b', 'W1', 3)",0.0,29fdf943-2640-4a9b-8cf4-028c7264ac0b,W1,3
3028,"('29fecf4c-76c2-4692-973d-362689f1b966', 'W2', 0)",1.0,29fecf4c-76c2-4692-973d-362689f1b966,W2,0
3029,"('29fecf4c-76c2-4692-973d-362689f1b966', 'W2', 1)",0.0,29fecf4c-76c2-4692-973d-362689f1b966,W2,1
3030,"('29fecf4c-76c2-4692-973d-362689f1b966', 'W2', 2)",0.0,29fecf4c-76c2-4692-973d-362689f1b966,W2,2
3031,"('29fecf4c-76c2-4692-973d-362689f1b966', 'W2', 3)",0.0,29fecf4c-76c2-4692-973d-362689f1b966,W2,3
3032,"('2a1064d0-4efc-4c3f-947e-a99ead1a0ba3', 'RC', 0)",0.0,2a1064d0-4efc-4c3f-947e-a99ead1a0ba3,RC,0
3033,"('2a1064d0-4efc-4c3f-947e-a99ead1a0ba3', 'RC', 1)",1.0,2a1064d0-4efc-4c3f-947e-a99ead1a0ba3,RC,1
3034,"('2a1064d0-4efc-4c3f-947e-a99ead1a0ba3', 'RC', 2)",0.0,2a1064d0-4efc-4c3f-947e-a99ead1a0ba3,RC,2
3035,"('2a1064d0-4efc-4c3f-947e-a99ead1a0ba3', 'RC', 3)",0.0,2a1064d0-4efc-4c3f-947e-a99ead1a0ba3,RC,3
3036,"('2a18bae3-bd63-4eba-b42d-30af320e184b', 'RC', 0)",1.0,2a18bae3-bd63-4eba-b42d-30af320e184b,RC,0
3037,"('2a18bae3-bd63-4eba-b42d-30af320e184b', 'RC', 1)",0.0,2a18bae3-bd63-4eba-b42d-30af320e184b,RC,1
3038,"('2a18bae3-bd63-4eba-b42d-30af320e184b', 'RC', 2)",0.0,2a18bae3-bd63-4eba-b42d-30af320e184b,RC,2
3039,"('2a18bae3-bd63-4eba-b42d-30af320e184b', 'RC', 3)",0.0,2a18bae3-bd63-4eba-b42d-30af320e184b,RC,3
3040,"('2a1ec0a6-2692-4d21-810f-4f0eac22c60d', 'W1', 0)",1.0,2a1ec0a6-2692-4d21-810f-4f0eac22c60d,W1,0
3041,"('2a1ec0a6-2692-4d21-810f-4f0eac22c60d', 'W1', 1)",0.0,2a1ec0a6-2692-4d21-810f-4f0eac22c60d,W1,1
3042,"('2a1ec0a6-2692-4d21-810f-4f0eac22c60d', 'W1', 2)",0.0,2a1ec0a6-2692-4d21-810f-4f0eac22c60d,W1,2
3043,"('2a1ec0a6-2692-4d21-810f-4f0eac22c60d', 'W1', 3)",0.0,2a1ec0a6-2692-4d21-810f-4f0eac22c60d,W1,3
3044,"('2a2b7228-a565-4639-a2e0-24daaa87e792', 'W1', 0)",0.0,2a2b7228-a565-4639-a2e0-24daaa87e792,W1,0
3045,"('2a2b7228-a565-4639-a2e0-24daaa87e792', 'W1', 1)",0.0,2a2b7228-a565-4639-a2e0-24daaa87e792,W1,1
3046,"('2a2b7228-a565-4639-a2e0-24daaa87e792', 'W1', 2)",0.0,2a2b7228-a565-4639-a2e0-24daaa87e792,W1,2
3047,"('2a2b7228-a565-4639-a2e0-24daaa87e792', 'W1', 3)",1.0,2a2b7228-a565-4639-a2e0-24daaa87e792,W1,3
3048,"('2a2c430b-d413-4b8f-89fc-ab7cef56e179', 'W2', 0)",0.0,2a2c430b-d413-4b8f-89fc-ab7cef56e179,W2,0
3049,"('2a2c430b-d413-4b8f-89fc-ab7cef56e179', 'W2', 1)",1.0,2a2c430b-d413-4b8f-89fc-ab7cef56e179,W2,1
3050,"('2a2c430b-d413-4b8f-89fc-ab7cef56e179', 'W2', 2)",0.0,2a2c430b-d413-4b8f-89fc-ab7cef56e179,W2,2
3051,"('2a2c430b-d413-4b8f-89fc-ab7cef56e179', 'W2', 3)",0.0,2a2c430b-d413-4b8f-89fc-ab7cef56e179,W2,3
3052,"('2a5b77b6-9c50-4d30-9070-264915d27ba7', 'W1', 0)",0.0,2a5b77b6-9c50-4d30-9070-264915d27ba7,W1,0
3053,"('2a5b77b6-9c50-4d30-9070-264915d27ba7', 'W1', 1)",1.0,2a5b77b6-9c50-4d30-9070-264915d27ba7,W1,1
3054,"('2a5b77b6-9c50-4d30-9070-264915d27ba7', 'W1', 2)",0.0,2a5b77b6-9c50-4d30-9070-264915d27ba7,W1,2
3055,"('2a5b77b6-9c50-4d30-9070-264915d27ba7', 'W1', 3)",0.0,2a5b77b6-9c50-4d30-9070-264915d27ba7,W1,3
3056,"('2a94383d-0338-4f64-9c7c-820cf1995e1f', 'W1', 0)",0.0,2a94383d-0338-4f64-9c7c-820cf1995e1f,W1,0
3057,"('2a94383d-0338-4f64-9c7c-820cf1995e1f', 'W1', 1)",0.0,2a94383d-0338-4f64-9c7c-820cf1995e1f,W1,1
3058,"('2a94383d-0338-4f64-9c7c-820cf1995e1f', 'W1', 2)",0.0,2a94383d-0338-4f64-9c7c-820cf1995e1f,W1,2
3059,"('2a94383d-0338-4f64-9c7c-820cf1995e1f', 'W1', 3)",1.0,2a94383d-0338-4f64-9c7c-820cf1995e1f,W1,3
3060,"('2a9c26b7-b2f6-40b0-a782-ffcf5e0fe47a', 'W1', 0)",0.0,2a9c26b7-b2f6-40b0-a782-ffcf5e0fe47a,W1,0
3061,"('2a9c26b7-b2f6-40b0-a782-ffcf5e0fe47a', 'W1', 1)",1.0,2a9c26b7-b2f6-40b0-a782-ffcf5e0fe47a,W1,1
3062,"('2a9c26b7-b2f6-40b0-a782-ffcf5e0fe47a', 'W1', 2)",0.0,2a9c26b7-b2f6-40b0-a782-ffcf5e0fe47a,W1,2
3063,"('2a9c26b7-b2f6-40b0-a782-ffcf5e0fe47a', 'W1', 3)",0.0,2a9c26b7-b2f6-40b0-a782-ffcf5e0fe47a,W1,3
3064,"('2ab2404b-b5b8-4180-8530-daca3a9d2fdd', 'W1', 0)",0.0,2ab2404b-b5b8-4180-8530-daca3a9d2fdd,W1,0
3065,"('2ab2404b-b5b8-4180-8530-daca3a9d2fdd', 'W1', 1)",0.0,2ab2404b-b5b8-4180-8530-daca3a9d2fdd,W1,1
3066,"('2ab2404b-b5b8-4180-8530-daca3a9d2fdd', 'W1', 2)",0.0,2ab2404b-b5b8-4180-8530-daca3a9d2fdd,W1,2
3067,"('2ab2404b-b5b8-4180-8530-daca3a9d2fdd', 'W1', 3)",1.0,2ab2404b-b5b8-4180-8530-daca3a9d2fdd,W1,3
3068,"('2ac84a9a-ed60-41c6-8510-e2c56eca5a0b', 'RC', 0)",1.0,2ac84a9a-ed60-41c6-8510-e2c56eca5a0b,RC,0
3069,"('2ac84a9a-ed60-41c6-8510-e2c56eca5a0b', 'RC', 1)",0.0,2ac84a9a-ed60-41c6-8510-e2c56eca5a0b,RC,1
3070,"('2ac84a9a-ed60-41c6-8510-e2c56eca5a0b', 'RC', 2)",0.0,2ac84a9a-ed60-41c6-8510-e2c56eca5a0b,RC,2
3071,"('2ac84a9a-ed60-41c6-8510-e2c56eca5a0b', 'RC', 3)",0.0,2ac84a9a-ed60-41c6-8510-e2c56eca5a0b,RC,3
3072,"('2aea4c22-56b4-4f28-82ba-96c3fd6d13d0', 'W1', 0)",0.0,2aea4c22-56b4-4f28-82ba-96c3fd6d13d0,W1,0
3073,"('2aea4c22-56b4-4f28-82ba-96c3fd6d13d0', 'W1', 1)",0.0,2aea4c22-56b4-4f28-82ba-96c3fd6d13d0,W1,1
3074,"('2aea4c22-56b4-4f28-82ba-96c3fd6d13d0', 'W1', 2)",0.0,2aea4c22-56b4-4f28-82ba-96c3fd6d13d0,W1,2
3075,"('2aea4c22-56b4-4f28-82ba-96c3fd6d13d0', 'W1', 3)",1.0,2aea4c22-56b4-4f28-82ba-96c3fd6d13d0,W1,3
3076,"('2b002112-5b6d-4d4e-85a6-552bcfe1fc33', 'RC', 0)",1.0,2b002112-5b6d-4d4e-85a6-552bcfe1fc33,RC,0
3077,"('2b002112-5b6d-4d4e-85a6-552bcfe1fc33', 'RC', 1)",0.0,2b002112-5b6d-4d4e-85a6-552bcfe1fc33,RC,1
3078,"('2b002112-5b6d-4d4e-85a6-552bcfe1fc33', 'RC', 2)",0.0,2b002112-5b6d-4d4e-85a6-552bcfe1fc33,RC,2
3079,"('2b002112-5b6d-4d4e-85a6-552bcfe1fc33', 'RC', 3)",0.0,2b002112-5b6d-4d4e-85a6-552bcfe1fc33,RC,3
3080,"('2b0f9640-ea11-4b23-abb1-e16ef23e745c', 'W1', 0)",0.0,2b0f9640-ea11-4b23-abb1-e16ef23e745c,W1,0
3081,"('2b0f9640-ea11-4b23-abb1-e16ef23e745c', 'W1', 1)",0.0,2b0f9640-ea11-4b23-abb1-e16ef23e745c,W1,1
3082,"('2b0f9640-ea11-4b23-abb1-e16ef23e745c', 'W1', 2)",0.0,2b0f9640-ea11-4b23-abb1-e16ef23e745c,W1,2
3083,"('2b0f9640-ea11-4b23-abb1-e16ef23e745c', 'W1', 3)",1.0,2b0f9640-ea11-4b23-abb1-e16ef23e745c,W1,3
3084,"('2b2813d2-6209-419e-8bcb-acc921d698cf', 'RC', 0)",1.0,2b2813d2-6209-419e-8bcb-acc921d698cf,RC,0
3085,"('2b2813d2-6209-419e-8bcb-acc921d698cf', 'RC', 1)",0.0,2b2813d2-6209-419e-8bcb-acc921d698cf,RC,1
3086,"('2b2813d2-6209-419e-8bcb-acc921d698cf', 'RC', 2)",0.0,2b2813d2-6209-419e-8bcb-acc921d698cf,RC,2
3087,"('2b2813d2-6209-419e-8bcb-acc921d698cf', 'RC', 3)",0.0,2b2813d2-6209-419e-8bcb-acc921d698cf,RC,3
3088,"('2b42a0bc-9c99-434c-a88f-fe8322efd5c5', 'RC', 0)",1.0,2b42a0bc-9c99-434c-a88f-fe8322efd5c5,RC,0
