Economic_loss,Dislocation,Functionality,S
354645723.4,3083.111089,397.9674945,0
355802629,2948.167607,387.2976997,1
356959534.5,2895.678571,384.189173,2
358116440.1,2855.52907,381.1732217,3
359273345.7,2820.639544,377.7936099,4
360430251.2,2790.086,375.2988288,5
361587156.8,2765.349351,373.8134847,6
362744062.4,2744.809712,371.8915265,7
363900967.9,2728.009406,370.555089,8
365057873.5,2713.454065,369.6991205,9
366214779.1,2700.649401,368.8580494,10
367371684.7,2688.803921,366.8030907,11
368528590.2,2677.449073,364.4860843,12
369685495.8,2666.640286,363.615208,13
370842401.4,2656.473907,362.9122777,14
371999306.9,2647.027519,362.5486153,15
373156212.5,2638.358154,362.3548207,16
374313118.1,2630.229935,362.1730647,17
375470023.6,2622.901092,362.0900343,18
376626929.2,2618.048543,362.5074826,19
354645723.4,3083.111089,397.9674945,20
355802629,2948.167673,387.3081352,21
356959534.5,2895.678598,384.2098982,22
358116440.1,2855.52844,381.2004219,23
359273345.7,2820.639544,377.7936099,24
360430251.2,2790.086,375.2988288,25
361587156.8,2765.349351,373.8134847,26
362744062.4,2744.809712,371.8915265,27
363900967.9,2728.009406,370.555089,28
365057873.5,2713.454065,369.6991205,29
366214779.1,2700.649401,368.8580494,30
367371684.7,2688.803921,366.8030907,31
368528590.2,2677.449073,364.4860843,32
369685495.8,2666.640286,363.615208,33
370842401.4,2656.473907,362.9122777,34
371999306.9,2647.027519,362.5486153,35
373156212.5,2638.358154,362.3548207,36
374313118.1,2630.229935,362.1730647,37
375470023.6,2622.901092,362.0900343,38
376626929.2,2618.048543,362.5074826,39
354645723.4,3083.111089,397.9674945,40
355802629,2948.167673,387.3081352,41
356959534.5,2895.678598,384.2098982,42
358116440.1,2855.529475,381.1413976,43
359273345.7,2820.639544,377.7936099,44
360430251.2,2790.084534,375.1114866,45
361587156.8,2765.349021,373.8255101,46
362744062.4,2744.809621,371.9453638,47
363900967.9,2728.009406,370.555089,48
365057873.5,2713.454071,369.7093009,49
366214779.1,2700.649347,369.0262565,50
367371684.7,2688.805525,366.8381141,51
368528590.2,2677.449073,364.4860843,52
369685495.8,2666.640286,363.615208,53
370842401.4,2656.473907,362.9122777,54
371999306.9,2647.027519,362.5486153,55
373156212.5,2638.358154,362.3548207,56
374313118.1,2630.229935,362.1730647,57
375470023.6,2622.901092,362.0900343,58
376626929.2,2618.048543,362.5074826,59
354645723.4,3083.111089,397.9674945,60
355802629,2948.167673,387.3081352,61
356959534.5,2895.678571,384.2985382,62
