,Z,S,K,rmv,l,repair,dislocated,numprec,prdis,d_ijk,truedislocationcount,b,Q_t_hat
78,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,2,107645.0,24012.22106797224,154.92961144896898,0.0,0.0,0.4982646036259865,0.0,0.0,0,0.03311169297904872
79,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,3,107645.0,12336.026147297063,32.90281109152853,0.0,0.0,0.4394181813464173,0.0,0.0,0,0.007032017758394641
80,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,0,122300.0,35379.552819098855,202.19858216608165,0.0,0.0,0.0,0.0,0.0,1,0.043214059022458146
81,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,1,122300.0,26275.79480855228,135.50873127759948,0.0,0.0,0.0,0.0,0.0,0,0.028961045368155476
82,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,2,122300.0,35319.475710059654,201.79757104442515,0.0,0.0,0.0,0.0,0.0,0,0.043128354572435385
83,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,3,122300.0,26272.6827255427,67.74404162627546,0.0,0.0,0.0,0.0,0.0,0,0.014478316227030446
84,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,0,110462.0,17092.051324075375,98.35605300963596,0.0,4.0,0.3695841696982724,1.4783366787930896,0.0,1,0.021020742254677486
85,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,1,110462.0,11978.852752103665,61.59313721289747,0.0,4.0,0.3408894208206814,1.3635576832827256,0.0,0,0.013163739519747268
86,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,2,110462.0,17092.051324075375,98.35605300963596,0.0,4.0,0.3695841696982724,1.4783366787930896,0.0,0,0.021020742254677486
87,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,3,110462.0,11978.852752103665,30.796568606448734,0.0,4.0,0.3408894208206814,1.3635576832827256,0.0,0,0.006581869759873634
88,012722f6-6103-46cf-9f85-589399695d8e,W1,0,183423.0,91897.79729822896,427.1158482247261,1.0,1.0,0.5387515399768648,0.5387515399768648,1.0,1,0.09128357517091817
89,012722f6-6103-46cf-9f85-589399695d8e,W1,1,183423.0,38233.50813694247,156.88424597210158,1.0,1.0,0.3813256711297526,0.3813256711297526,1.0,0,0.033529439190447013
90,012722f6-6103-46cf-9f85-589399695d8e,W1,2,183423.0,39352.96107054705,147.99519476526467,1.0,1.0,0.3771205255586164,0.3771205255586164,1.0,0,0.03162966333944532
91,012722f6-6103-46cf-9f85-589399695d8e,W1,3,183423.0,19890.97706314489,30.796568606448734,1.0,1.0,0.3260089843945824,0.3260089843945824,1.0,0,0.006581869759873634
92,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,0,82781.0,14276.483911958232,111.507053456561,0.0,2.0,0.5002751747686722,1.0005503495373445,0.0,1,0.023831385650045094
93,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,1,82781.0,7852.180904728769,52.02605449524378,0.0,2.0,0.4588481449441571,0.9176962898883142,0.0,0,0.01111905417722671
94,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,2,82781.0,14276.483911958232,111.507053456561,0.0,2.0,0.5002751747686722,1.0005503495373445,0.0,0,0.023831385650045094
95,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,3,82781.0,7852.180904728769,26.01302724762189,0.0,2.0,0.4588481449441571,0.9176962898883142,0.0,0,0.005559527088613355
96,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,0,221176.0,35172.29609444724,101.2551370568428,0.0,1.0,0.3630950709933145,0.3630950709933145,0.0,1,0.021640337049977088
97,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,1,221176.0,18997.83454649973,46.25568432100423,0.0,1.0,0.3199133528267512,0.3199133528267512,0.0,0,0.009885805582604025
98,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,2,221176.0,35021.06357812139,100.59570022574673,0.0,1.0,0.3627044189817509,0.3627044189817509,0.0,0,0.021499401629781305
99,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,3,221176.0,18997.786128200685,23.12773868624825,0.0,1.0,0.3199132273796273,0.3199132273796273,0.0,0,0.004942880676693364
100,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,0,34082.0,6092.054137111761,116.84061420546443,0.0,2.0,0.4545569715352646,0.9091139430705292,0.0,1,0.02497127894966113
101,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,1,34082.0,4328.188103037283,74.48189343910275,0.0,2.0,0.426337880936518,0.852675761873036,0.0,0,0.01591833584934874
102,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,2,34082.0,6073.59872170997,116.315801187767,0.0,2.0,0.4542667370563944,0.9085334741127888,0.0,0,0.024859115449405212
103,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,3,34082.0,4323.397607787501,37.17354268088242,0.0,2.0,0.4262624571134917,0.8525249142269834,0.0,0,0.00794476227417876
104,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,0,31293.0,17581.460700912416,485.6905277170611,1.0,2.0,0.6865782995295251,1.3731565990590502,2.0,1,0.10380220724878417
105,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,1,31293.0,7880.968296734552,196.8754798729593,1.0,2.0,0.5211913334051239,1.0423826668102478,2.0,0,0.042076400913220624
106,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,2,31293.0,6980.486171025641,154.92961144896898,1.0,2.0,0.5116811595743964,1.0233623191487928,2.0,0,0.03311169297904872
107,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,3,31293.0,3586.1513886141206,32.90281109152853,1.0,2.0,0.4492024891455984,0.8984049782911968,2.0,0,0.007032017758394641
108,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,0,100007.0,30116.52336602437,232.3707070660086,1.0,1.0,0.5525958997992466,0.5525958997992466,1.0,1,0.04966247212353251
109,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,1,100007.0,12328.279947802395,75.72555525431198,1.0,1.0,0.4713972815351753,0.4713972815351753,1.0,0,0.01618413234757683
110,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,2,100007.0,21456.25999892161,147.99519476526467,1.0,1.0,0.5124010823604552,0.5124010823604552,1.0,0,0.03162966333944532
111,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,3,100007.0,10845.0790966996,30.796568606448734,1.0,1.0,0.4645393152138113,0.4645393152138113,1.0,0,0.006581869759873634
112,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,0,125161.0,25980.624849158416,138.90512557861274,0.0,2.0,0.4925583275849722,0.9851166551699444,0.0,1,0.0296869257487952
113,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,1,125161.0,19460.1205936016,94.6081022753466,0.0,2.0,0.4598744088553138,0.9197488177106276,0.0,0,0.020219726923561998
114,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,2,125161.0,25980.624849158416,138.90512557861274,0.0,2.0,0.4925583275849722,0.9851166551699444,0.0,0,0.0296869257487952
115,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,3,125161.0,19460.1205936016,47.3040511376733,0.0,2.0,0.4598744088553138,0.9197488177106276,0.0,0,0.010109863461780999
116,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,0,83731.0,20065.819864519268,168.56400775031645,1.0,2.0,0.5334699440097,1.0669398880194,2.0,1,0.03602564816206806
117,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,1,83731.0,10621.512971587796,74.34708536176484,0.0,2.0,0.4734524667129837,0.9469049334259674,0.0,0,0.01588952454835752
118,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,2,83731.0,20065.819864519268,168.56400775031645,1.0,2.0,0.5334699440097,1.0669398880194,2.0,0,0.03602564816206806
119,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,3,83731.0,10621.512971587796,37.17354268088242,0.0,2.0,0.4734524667129837,0.9469049334259674,0.0,0,0.00794476227417876
120,0180337c-52a7-450f-bc36-c2db307944eb,W1,0,149803.0,26829.42404961698,117.74778555139356,1.0,2.0,0.464573333670442,0.929146667340884,2.0,1,0.025165160408504715
121,0180337c-52a7-450f-bc36-c2db307944eb,W1,1,149803.0,18086.81802244873,70.05875186618385,0.0,2.0,0.4250386577536048,0.8500773155072096,0.0,0,0.01497301813767554
122,0180337c-52a7-450f-bc36-c2db307944eb,W1,2,149803.0,26829.42404961698,117.74778555139356,1.0,2.0,0.464573333670442,0.929146667340884,2.0,0,0.025165160408504715
123,0180337c-52a7-450f-bc36-c2db307944eb,W1,3,149803.0,18086.81802244873,35.02937593309193,0.0,2.0,0.4250386577536048,0.8500773155072096,0.0,0,0.00748650906883777
124,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,0,50111.0,21916.72963775289,365.0963930851014,0.0,3.0,0.6433855828762002,1.9301567486286006,0.0,1,0.07802872260848502
125,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,1,50111.0,8695.653550132003,123.61223028436706,0.0,3.0,0.5076428421953074,1.5229285265859223,0.0,0,0.026418514700655496
126,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,2,50111.0,10751.193864489094,147.99519476526467,0.0,3.0,0.5394185373640626,1.618255612092188,0.0,0,0.03162966333944532
127,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,3,50111.0,5434.197192343672,30.796568606448734,0.0,3.0,0.4761420058197946,1.4284260174593837,0.0,0,0.006581869759873634
128,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,0,316800.0,136962.74900672183,333.1862569579581,1.0,0.0,0.4923827843042239,0.0,0.0,1,0.0712088602175589
129,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,1,316800.0,68122.36730452617,135.65944207620075,1.0,0.0,0.3823940454940162,0.0,0.0,0,0.028993255412737923
130,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,2,316800.0,132643.4313356064,321.80370599179173,1.0,0.0,0.4861973363343826,0.0,0.0,0,0.06877617140239191
131,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,3,316800.0,68055.48558832321,67.74404162627546,1.0,0.0,0.382299973181966,0.0,0.0,0,0.014478316227030446
132,0199389e-f518-4658-9013-84efc2963dac,RC,0,70480.0,24561.23765873456,258.49090019030723,1.0,1.0,0.5870292815080393,0.5870292815080393,1.0,1,0.05524490279767199
133,0199389e-f518-4658-9013-84efc2963dac,RC,1,70480.0,15043.315153340556,134.39639393751938,1.0,1.0,0.5278699527026443,0.5278699527026443,1.0,0,0.02872331565238713
134,0199389e-f518-4658-9013-84efc2963dac,RC,2,70480.0,24561.23765873456,258.49090019030723,1.0,1.0,0.5870292815080393,0.5870292815080393,1.0,0,0.05524490279767199
135,0199389e-f518-4658-9013-84efc2963dac,RC,3,70480.0,15043.315153340556,67.19819696875969,1.0,1.0,0.5278699527026443,0.5278699527026443,1.0,0,0.014361657826193565
136,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,0,68682.0,38587.85938900286,485.6905277170611,0.0,0.0,0.6775920296087636,0.0,0.0,1,0.10380220724878417
137,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,1,68682.0,17297.180345646713,196.8754798729593,0.0,0.0,0.5104222933504591,0.0,0.0,0,0.042076400913220624
138,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,2,68682.0,15320.798619447898,154.92961144896898,0.0,0.0,0.5005330307296435,0.0,0.0,0,0.03311169297904872
139,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,3,68682.0,7870.899232185953,32.90281109152853,0.0,0.0,0.4375989929287721,0.0,0.0,0,0.007032017758394641
140,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,0,62805.0,8475.56560945168,82.54637626765509,1.0,5.0,0.491010905673834,2.45505452836917,5.0,1,0.017641884220486233
141,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,1,62805.0,5957.373640526967,52.02625989204331,1.0,5.0,0.4636454540010432,2.318227270005216,5.0,0,0.011119098074811566
142,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,2,62805.0,8474.405709005556,82.52867392321352,1.0,5.0,0.4910015327251878,2.4550076636259393,5.0,0,0.017638100859844734
143,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,3,62805.0,5957.36004302304,26.01302724762189,1.0,5.0,0.4636453422353308,2.318226711176654,5.0,0,0.005559527088613355
144,01c207eb-b528-481e-a131-7fea792606b2,W1,0,159250.0,39116.01366806776,178.27695047301324,0.0,2.0,0.5259041455465291,1.0518082910930582,0.0,1,0.03810150683330055
145,01c207eb-b528-481e-a131-7fea792606b2,W1,1,159250.0,17810.12034768176,64.82755348601138,0.0,2.0,0.4400937932006453,0.8801875864012906,0.0,0,0.013855001813637824
146,01c207eb-b528-481e-a131-7fea792606b2,W1,2,159250.0,34166.70237911613,147.99519476526467,0.0,2.0,0.5093981070476983,1.0187962140953966,0.0,0,0.03162966333944532
147,01c207eb-b528-481e-a131-7fea792606b2,W1,3,159250.0,17269.57959092275,30.796568606448734,0.0,2.0,0.4382275374922922,0.8764550749845844,0.0,0,0.006581869759873634
148,01caa447-5f93-4d40-8828-65362e526b9a,W2,0,215572.0,27840.853384974194,78.34174871998789,0.0,0.0,0.3076373987532642,0.0,0.0,1,0.01674326751869799
149,01caa447-5f93-4d40-8828-65362e526b9a,W2,1,215572.0,19482.66294661574,49.12703715506134,0.0,0.0,0.2913523224530802,0.0,0.0,0,0.0104994736386111
150,01caa447-5f93-4d40-8828-65362e526b9a,W2,2,215572.0,27840.853384974194,78.34174871998789,0.0,0.0,0.3076373987532642,0.0,0.0,0,0.01674326751869799
151,01caa447-5f93-4d40-8828-65362e526b9a,W2,3,215572.0,19482.66294661574,24.56351857753067,0.0,0.0,0.2913523224530802,0.0,0.0,0,0.00524973681930555
152,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,0,149780.0,82509.13910886254,440.0315118245021,0.0,0.0,0.0,0.0,0.0,1,0.09404392216809192
153,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,1,149780.0,34202.42519428919,146.70489379991568,0.0,0.0,0.0,0.0,0.0,0,0.03135389908098219
154,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,2,149780.0,61144.726101941415,312.3049406961294,0.0,0.0,0.0,0.0,0.0,0,0.06674608691945488
155,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,3,149780.0,30930.787799021306,64.47174870293212,0.0,0.0,0.0,0.0,0.0,0,0.013778958902101329
156,02053cf7-3983-4902-bafd-2087e758414b,RC,0,24893.0,7188.943135728103,201.7975808599271,0.0,0.0,0.0,0.0,0.0,1,0.0431283566702131
157,02053cf7-3983-4902-bafd-2087e758414b,RC,1,24893.0,5347.554303568785,135.4880833163767,0.0,0.0,0.0,0.0,0.0,0,0.028956632467701797
158,02053cf7-3983-4902-bafd-2087e758414b,RC,2,24893.0,7188.942836063082,201.79757104442515,0.0,0.0,0.0,0.0,0.0,0,0.043128354572435385
