,Z,S,K,rmv,l,repair,dislocated,numprec,prdis,d_ijk,truedislocationcount,K',Sc
12881,2cf0036e-f2e2-43ad-abcd-eaa368d1a15f,W1,0,46930.0,14392.431140214489,229.08531346883743,1.0,1.0,0.5265891754740226,0.5265891754740226,1.0,1,14079.0
12882,2cf0036e-f2e2-43ad-abcd-eaa368d1a15f,W1,0,46930.0,14392.431140214489,229.08531346883743,1.0,1.0,0.5265891754740226,0.5265891754740226,1.0,2,46930.0
12883,2cf0036e-f2e2-43ad-abcd-eaa368d1a15f,W1,0,46930.0,14392.431140214489,229.08531346883743,1.0,1.0,0.5265891754740226,0.5265891754740226,1.0,3,61009.0
12896,2cf92ace-b3b2-4149-b79d-5482f933d17a,W2,0,217040.0,107077.80146216076,424.5495137118595,0.0,2.0,0.6462613757337516,1.2925227514675033,0.0,0,0.0
12897,2cf92ace-b3b2-4149-b79d-5482f933d17a,W2,0,217040.0,107077.80146216076,424.5495137118595,0.0,2.0,0.6462613757337516,1.2925227514675033,0.0,1,65112.0
12898,2cf92ace-b3b2-4149-b79d-5482f933d17a,W2,0,217040.0,107077.80146216076,424.5495137118595,0.0,2.0,0.6462613757337516,1.2925227514675033,0.0,2,217040.0
12899,2cf92ace-b3b2-4149-b79d-5482f933d17a,W2,0,217040.0,107077.80146216076,424.5495137118595,0.0,2.0,0.6462613757337516,1.2925227514675033,0.0,3,282152.0
12912,2d02e73c-ac19-4bc5-8112-fc4ace79c9d0,RC,0,70613.0,23903.79681763376,253.2364348749002,0.0,0.0,0.0,0.0,0.0,0,0.0
12913,2d02e73c-ac19-4bc5-8112-fc4ace79c9d0,RC,0,70613.0,23903.79681763376,253.2364348749002,0.0,0.0,0.0,0.0,0.0,1,21183.899999999998
12914,2d02e73c-ac19-4bc5-8112-fc4ace79c9d0,RC,0,70613.0,23903.79681763376,253.2364348749002,0.0,0.0,0.0,0.0,0.0,2,70613.0
12915,2d02e73c-ac19-4bc5-8112-fc4ace79c9d0,RC,0,70613.0,23903.79681763376,253.2364348749002,0.0,0.0,0.0,0.0,0.0,3,91796.90000000001
12928,2d2ff2f2-e420-4b73-84cd-a4ca9b4982e6,RC,0,142192.0,90257.20744386045,523.5721871699603,1.0,0.0,0.7355664422799529,0.0,0.0,0,0.0
12929,2d2ff2f2-e420-4b73-84cd-a4ca9b4982e6,RC,0,142192.0,90257.20744386045,523.5721871699603,1.0,0.0,0.7355664422799529,0.0,0.0,1,42657.6
12930,2d2ff2f2-e420-4b73-84cd-a4ca9b4982e6,RC,0,142192.0,90257.20744386045,523.5721871699603,1.0,0.0,0.7355664422799529,0.0,0.0,2,142192.0
12931,2d2ff2f2-e420-4b73-84cd-a4ca9b4982e6,RC,0,142192.0,90257.20744386045,523.5721871699603,1.0,0.0,0.7355664422799529,0.0,0.0,3,184849.6
12944,2d437a99-edeb-4445-8ed9-7acbf82cede4,W1,0,180160.0,39873.57059698016,151.21423310515016,0.0,1.0,0.4597631175185586,0.4597631175185586,0.0,0,0.0
12945,2d437a99-edeb-4445-8ed9-7acbf82cede4,W1,0,180160.0,39873.57059698016,151.21423310515016,0.0,1.0,0.4597631175185586,0.4597631175185586,0.0,1,54048.0
12946,2d437a99-edeb-4445-8ed9-7acbf82cede4,W1,0,180160.0,39873.57059698016,151.21423310515016,0.0,1.0,0.4597631175185586,0.4597631175185586,0.0,2,180160.0
12947,2d437a99-edeb-4445-8ed9-7acbf82cede4,W1,0,180160.0,39873.57059698016,151.21423310515016,0.0,1.0,0.4597631175185586,0.4597631175185586,0.0,3,234208.0
12960,2d5122bf-4b55-47a5-94d4-c508aa389fa5,W1,0,88337.0,35393.219941121475,324.57710484425183,1.0,0.0,0.5616513983688565,0.0,0.0,0,0.0
12961,2d5122bf-4b55-47a5-94d4-c508aa389fa5,W1,0,88337.0,35393.219941121475,324.57710484425183,1.0,0.0,0.5616513983688565,0.0,0.0,1,26501.1
12962,2d5122bf-4b55-47a5-94d4-c508aa389fa5,W1,0,88337.0,35393.219941121475,324.57710484425183,1.0,0.0,0.5616513983688565,0.0,0.0,2,88337.0
12963,2d5122bf-4b55-47a5-94d4-c508aa389fa5,W1,0,88337.0,35393.219941121475,324.57710484425183,1.0,0.0,0.5616513983688565,0.0,0.0,3,114838.1
12976,2d5308f0-12b6-4104-addd-173aa0916fa0,RC,0,74131.0,50601.74598058951,573.2173976804306,0.0,0.0,0.0,0.0,0.0,0,0.0
12977,2d5308f0-12b6-4104-addd-173aa0916fa0,RC,0,74131.0,50601.74598058951,573.2173976804306,0.0,0.0,0.0,0.0,0.0,1,22239.3
12978,2d5308f0-12b6-4104-addd-173aa0916fa0,RC,0,74131.0,50601.74598058951,573.2173976804306,0.0,0.0,0.0,0.0,0.0,2,74131.0
12979,2d5308f0-12b6-4104-addd-173aa0916fa0,RC,0,74131.0,50601.74598058951,573.2173976804306,0.0,0.0,0.0,0.0,0.0,3,96370.3
12992,2d6bfd18-bfb7-4128-8006-5d1b8fcf4493,RC,0,121253.0,46695.6754183965,286.0229434848027,0.0,0.0,0.0,0.0,0.0,0,0.0
12993,2d6bfd18-bfb7-4128-8006-5d1b8fcf4493,RC,0,121253.0,46695.6754183965,286.0229434848027,0.0,0.0,0.0,0.0,0.0,1,36375.9
12994,2d6bfd18-bfb7-4128-8006-5d1b8fcf4493,RC,0,121253.0,46695.6754183965,286.0229434848027,0.0,0.0,0.0,0.0,0.0,2,121253.0
12995,2d6bfd18-bfb7-4128-8006-5d1b8fcf4493,RC,0,121253.0,46695.6754183965,286.0229434848027,0.0,0.0,0.0,0.0,0.0,3,157628.9
13008,2d711b7d-6e09-4cb7-9b37-b05b928014a5,W1,0,81557.0,29201.890939616424,287.9743369776294,0.0,1.0,0.570990725425647,0.570990725425647,0.0,0,0.0
13009,2d711b7d-6e09-4cb7-9b37-b05b928014a5,W1,0,81557.0,29201.890939616424,287.9743369776294,0.0,1.0,0.570990725425647,0.570990725425647,0.0,1,24467.1
13010,2d711b7d-6e09-4cb7-9b37-b05b928014a5,W1,0,81557.0,29201.890939616424,287.9743369776294,0.0,1.0,0.570990725425647,0.570990725425647,0.0,2,81557.0
13011,2d711b7d-6e09-4cb7-9b37-b05b928014a5,W1,0,81557.0,29201.890939616424,287.9743369776294,0.0,1.0,0.570990725425647,0.570990725425647,0.0,3,106024.1
13024,2d7a6556-f593-49e9-bfb9-4c747a19fc9b,W1,0,96025.0,38473.50424902577,324.57710484425183,1.0,1.0,0.6097106988409162,0.6097106988409162,1.0,0,0.0
13025,2d7a6556-f593-49e9-bfb9-4c747a19fc9b,W1,0,96025.0,38473.50424902577,324.57710484425183,1.0,1.0,0.6097106988409162,0.6097106988409162,1.0,1,28807.5
13026,2d7a6556-f593-49e9-bfb9-4c747a19fc9b,W1,0,96025.0,38473.50424902577,324.57710484425183,1.0,1.0,0.6097106988409162,0.6097106988409162,1.0,2,96025.0
13027,2d7a6556-f593-49e9-bfb9-4c747a19fc9b,W1,0,96025.0,38473.50424902577,324.57710484425183,1.0,1.0,0.6097106988409162,0.6097106988409162,1.0,3,124832.5
13040,2d8d1665-2537-444e-93cf-9f109d3facb8,W2,0,97312.0,87053.10802720641,810.5883022724944,1.0,0.0,0.7556126954872022,0.0,0.0,0,0.0
13041,2d8d1665-2537-444e-93cf-9f109d3facb8,W2,0,97312.0,87053.10802720641,810.5883022724944,1.0,0.0,0.7556126954872022,0.0,0.0,1,29193.6
13042,2d8d1665-2537-444e-93cf-9f109d3facb8,W2,0,97312.0,87053.10802720641,810.5883022724944,1.0,0.0,0.7556126954872022,0.0,0.0,2,97312.0
13043,2d8d1665-2537-444e-93cf-9f109d3facb8,W2,0,97312.0,87053.10802720641,810.5883022724944,1.0,0.0,0.7556126954872022,0.0,0.0,3,126505.6
13056,2db2955a-8cc0-41c1-8a50-9c9f48d020db,RC,0,94192.0,48024.94895257962,422.34668405652906,0.0,0.0,0.0,0.0,0.0,0,0.0
13057,2db2955a-8cc0-41c1-8a50-9c9f48d020db,RC,0,94192.0,48024.94895257962,422.34668405652906,0.0,0.0,0.0,0.0,0.0,1,28257.6
13058,2db2955a-8cc0-41c1-8a50-9c9f48d020db,RC,0,94192.0,48024.94895257962,422.34668405652906,0.0,0.0,0.0,0.0,0.0,2,94192.0
13059,2db2955a-8cc0-41c1-8a50-9c9f48d020db,RC,0,94192.0,48024.94895257962,422.34668405652906,0.0,0.0,0.0,0.0,0.0,3,122449.6
13072,2db43495-ec1b-424f-b697-354da2e1ffea,W1,0,116967.0,41880.61818769835,287.9743369776294,0.0,6.0,0.554702171717002,3.328213030302012,0.0,0,0.0
13073,2db43495-ec1b-424f-b697-354da2e1ffea,W1,0,116967.0,41880.61818769835,287.9743369776294,0.0,6.0,0.554702171717002,3.328213030302012,0.0,1,35090.1
13074,2db43495-ec1b-424f-b697-354da2e1ffea,W1,0,116967.0,41880.61818769835,287.9743369776294,0.0,6.0,0.554702171717002,3.328213030302012,0.0,2,116967.0
13075,2db43495-ec1b-424f-b697-354da2e1ffea,W1,0,116967.0,41880.61818769835,287.9743369776294,0.0,6.0,0.554702171717002,3.328213030302012,0.0,3,152057.1
13088,2db762c9-2598-4d69-8a25-95ceb4bde65f,W1,0,171318.0,36951.4623665482,145.98066479213583,1.0,1.0,0.5324686456693105,0.5324686456693105,1.0,0,0.0
13089,2db762c9-2598-4d69-8a25-95ceb4bde65f,W1,0,171318.0,36951.4623665482,145.98066479213583,1.0,1.0,0.5324686456693105,0.5324686456693105,1.0,1,51395.4
13090,2db762c9-2598-4d69-8a25-95ceb4bde65f,W1,0,171318.0,36951.4623665482,145.98066479213583,1.0,1.0,0.5324686456693105,0.5324686456693105,1.0,2,171318.0
13091,2db762c9-2598-4d69-8a25-95ceb4bde65f,W1,0,171318.0,36951.4623665482,145.98066479213583,1.0,1.0,0.5324686456693105,0.5324686456693105,1.0,3,222713.4
13104,2dbed343-aa6a-47c3-a22d-2df3f4a59b65,W2,0,175763.0,38193.17900544504,149.02479446791946,1.0,1.0,0.5085131750286976,0.5085131750286976,1.0,0,0.0
13105,2dbed343-aa6a-47c3-a22d-2df3f4a59b65,W2,0,175763.0,38193.17900544504,149.02479446791946,1.0,1.0,0.5085131750286976,0.5085131750286976,1.0,1,52728.9
13106,2dbed343-aa6a-47c3-a22d-2df3f4a59b65,W2,0,175763.0,38193.17900544504,149.02479446791946,1.0,1.0,0.5085131750286976,0.5085131750286976,1.0,2,175763.0
13107,2dbed343-aa6a-47c3-a22d-2df3f4a59b65,W2,0,175763.0,38193.17900544504,149.02479446791946,1.0,1.0,0.5085131750286976,0.5085131750286976,1.0,3,228491.9
13120,2dc15360-67c9-48f3-a17e-28ddc9957c0d,W1,0,82881.0,20457.98987669098,176.47052169034174,0.0,3.0,0.5558629075243007,1.667588722572902,0.0,0,0.0
13121,2dc15360-67c9-48f3-a17e-28ddc9957c0d,W1,0,82881.0,20457.98987669098,176.47052169034174,0.0,3.0,0.5558629075243007,1.667588722572902,0.0,1,24864.3
13122,2dc15360-67c9-48f3-a17e-28ddc9957c0d,W1,0,82881.0,20457.98987669098,176.47052169034174,0.0,3.0,0.5558629075243007,1.667588722572902,0.0,2,82881.0
13123,2dc15360-67c9-48f3-a17e-28ddc9957c0d,W1,0,82881.0,20457.98987669098,176.47052169034174,0.0,3.0,0.5558629075243007,1.667588722572902,0.0,3,107745.3
13136,2dce83f9-5bab-43f8-9a49-7adeadd460b1,W1,0,50925.0,15617.612525365925,229.08531346883743,1.0,2.0,0.5632335849780239,1.1264671699560478,2.0,0,0.0
13137,2dce83f9-5bab-43f8-9a49-7adeadd460b1,W1,0,50925.0,15617.612525365925,229.08531346883743,1.0,2.0,0.5632335849780239,1.1264671699560478,2.0,1,15277.5
13138,2dce83f9-5bab-43f8-9a49-7adeadd460b1,W1,0,50925.0,15617.612525365925,229.08531346883743,1.0,2.0,0.5632335849780239,1.1264671699560478,2.0,2,50925.0
13139,2dce83f9-5bab-43f8-9a49-7adeadd460b1,W1,0,50925.0,15617.612525365925,229.08531346883743,1.0,2.0,0.5632335849780239,1.1264671699560478,2.0,3,66202.5
13152,2dcf9847-56c5-41ac-880c-51fee4925c38,W1,0,78455.0,70333.54317575734,812.4061934603133,1.0,4.0,0.8347094623247642,3.3388378492990567,4.0,0,0.0
13153,2dcf9847-56c5-41ac-880c-51fee4925c38,W1,0,78455.0,70333.54317575734,812.4061934603133,1.0,4.0,0.8347094623247642,3.3388378492990567,4.0,1,23536.5
13154,2dcf9847-56c5-41ac-880c-51fee4925c38,W1,0,78455.0,70333.54317575734,812.4061934603133,1.0,4.0,0.8347094623247642,3.3388378492990567,4.0,2,78455.0
13155,2dcf9847-56c5-41ac-880c-51fee4925c38,W1,0,78455.0,70333.54317575734,812.4061934603133,1.0,4.0,0.8347094623247642,3.3388378492990567,4.0,3,101991.5
13168,2dd88b53-114b-47e6-b352-a884f3114e35,W2,0,211499.0,185740.2672543508,794.6546735689802,1.0,0.0,0.7541316939413579,0.0,0.0,0,0.0
13169,2dd88b53-114b-47e6-b352-a884f3114e35,W2,0,211499.0,185740.2672543508,794.6546735689802,1.0,0.0,0.7541316939413579,0.0,0.0,1,63449.7
13170,2dd88b53-114b-47e6-b352-a884f3114e35,W2,0,211499.0,185740.2672543508,794.6546735689802,1.0,0.0,0.7541316939413579,0.0,0.0,2,211499.0
13171,2dd88b53-114b-47e6-b352-a884f3114e35,W2,0,211499.0,185740.2672543508,794.6546735689802,1.0,0.0,0.7541316939413579,0.0,0.0,3,274948.7
13184,2dd9772d-fc66-485a-97cc-d19ee2f5ff8f,W1,0,55886.0,17139.045529555227,229.08531346883743,1.0,1.0,0.5197564098192274,0.5197564098192274,1.0,0,0.0
13185,2dd9772d-fc66-485a-97cc-d19ee2f5ff8f,W1,0,55886.0,17139.045529555227,229.08531346883743,1.0,1.0,0.5197564098192274,0.5197564098192274,1.0,1,16765.8
13186,2dd9772d-fc66-485a-97cc-d19ee2f5ff8f,W1,0,55886.0,17139.045529555227,229.08531346883743,1.0,1.0,0.5197564098192274,0.5197564098192274,1.0,2,55886.0
13187,2dd9772d-fc66-485a-97cc-d19ee2f5ff8f,W1,0,55886.0,17139.045529555227,229.08531346883743,1.0,1.0,0.5197564098192274,0.5197564098192274,1.0,3,72651.8
13200,2de066ba-0551-4177-8d9b-6bcf6d8ee0ae,W1,0,85220.0,44733.96336892685,446.836080808677,1.0,3.0,0.6883219697392513,2.064965909217754,3.0,0,0.0
13201,2de066ba-0551-4177-8d9b-6bcf6d8ee0ae,W1,0,85220.0,44733.96336892685,446.836080808677,1.0,3.0,0.6883219697392513,2.064965909217754,3.0,1,25566.0
13202,2de066ba-0551-4177-8d9b-6bcf6d8ee0ae,W1,0,85220.0,44733.96336892685,446.836080808677,1.0,3.0,0.6883219697392513,2.064965909217754,3.0,2,85220.0
13203,2de066ba-0551-4177-8d9b-6bcf6d8ee0ae,W1,0,85220.0,44733.96336892685,446.836080808677,1.0,3.0,0.6883219697392513,2.064965909217754,3.0,3,110786.0
13216,2de8a220-4f70-4b4d-aa10-544e623ef9a9,W1,0,50801.0,45357.758726039785,808.8338009405558,1.0,0.0,0.8396193340761933,0.0,0.0,0,0.0
13217,2de8a220-4f70-4b4d-aa10-544e623ef9a9,W1,0,50801.0,45357.758726039785,808.8338009405558,1.0,0.0,0.8396193340761933,0.0,0.0,1,15240.3
13218,2de8a220-4f70-4b4d-aa10-544e623ef9a9,W1,0,50801.0,45357.758726039785,808.8338009405558,1.0,0.0,0.8396193340761933,0.0,0.0,2,50801.0
13219,2de8a220-4f70-4b4d-aa10-544e623ef9a9,W1,0,50801.0,45357.758726039785,808.8338009405558,1.0,0.0,0.8396193340761933,0.0,0.0,3,66041.3
13232,2df7d023-9f10-401c-8be4-32beab20cfd7,W1,0,61631.0,55161.743727274166,810.9793894908156,1.0,2.0,0.8726369290328673,1.7452738580657345,2.0,0,0.0
13233,2df7d023-9f10-401c-8be4-32beab20cfd7,W1,0,61631.0,55161.743727274166,810.9793894908156,1.0,2.0,0.8726369290328673,1.7452738580657345,2.0,1,18489.3
13234,2df7d023-9f10-401c-8be4-32beab20cfd7,W1,0,61631.0,55161.743727274166,810.9793894908156,1.0,2.0,0.8726369290328673,1.7452738580657345,2.0,2,61631.0
13235,2df7d023-9f10-401c-8be4-32beab20cfd7,W1,0,61631.0,55161.743727274166,810.9793894908156,1.0,2.0,0.8726369290328673,1.7452738580657345,2.0,3,80120.3
13248,2e00ed65-ac11-49ff-994a-beafc01d2003,RC,0,174608.0,100394.01448990204,483.370558855423,0.0,0.0,0.0,0.0,0.0,0,0.0
13249,2e00ed65-ac11-49ff-994a-beafc01d2003,RC,0,174608.0,100394.01448990204,483.370558855423,0.0,0.0,0.0,0.0,0.0,1,52382.4
13250,2e00ed65-ac11-49ff-994a-beafc01d2003,RC,0,174608.0,100394.01448990204,483.370558855423,0.0,0.0,0.0,0.0,0.0,2,174608.0
13251,2e00ed65-ac11-49ff-994a-beafc01d2003,RC,0,174608.0,100394.01448990204,483.370558855423,0.0,0.0,0.0,0.0,0.0,3,226990.4
13264,2e1a4f49-1473-4f3a-87d4-7c93dbacffe4,W1,0,6624.0,5819.760336347167,795.0274013768053,0.0,0.0,0.0,0.0,0.0,0,0.0
13265,2e1a4f49-1473-4f3a-87d4-7c93dbacffe4,W1,0,6624.0,5819.760336347167,795.0274013768053,0.0,0.0,0.0,0.0,0.0,1,1987.1999999999998
13266,2e1a4f49-1473-4f3a-87d4-7c93dbacffe4,W1,0,6624.0,5819.760336347167,795.0274013768053,0.0,0.0,0.0,0.0,0.0,2,6624.0
13267,2e1a4f49-1473-4f3a-87d4-7c93dbacffe4,W1,0,6624.0,5819.760336347167,795.0274013768053,0.0,0.0,0.0,0.0,0.0,3,8611.2
13280,2e2a8a87-3614-4d6f-9ec8-a190657c7329,W2,0,161629.0,141943.9981089909,794.6546735689802,1.0,0.0,0.7792118757075793,0.0,0.0,0,0.0
13281,2e2a8a87-3614-4d6f-9ec8-a190657c7329,W2,0,161629.0,141943.9981089909,794.6546735689802,1.0,0.0,0.7792118757075793,0.0,0.0,1,48488.7
13282,2e2a8a87-3614-4d6f-9ec8-a190657c7329,W2,0,161629.0,141943.9981089909,794.6546735689802,1.0,0.0,0.7792118757075793,0.0,0.0,2,161629.0
13283,2e2a8a87-3614-4d6f-9ec8-a190657c7329,W2,0,161629.0,141943.9981089909,794.6546735689802,1.0,0.0,0.7792118757075793,0.0,0.0,3,210117.7
13296,2e32b9fd-904c-4edf-96f0-e85a900d30fd,RC,0,121253.0,46717.1968474095,286.1709400762565,0.0,0.0,0.0,0.0,0.0,0,0.0
13297,2e32b9fd-904c-4edf-96f0-e85a900d30fd,RC,0,121253.0,46717.1968474095,286.1709400762565,0.0,0.0,0.0,0.0,0.0,1,36375.9
13298,2e32b9fd-904c-4edf-96f0-e85a900d30fd,RC,0,121253.0,46717.1968474095,286.1709400762565,0.0,0.0,0.0,0.0,0.0,2,121253.0
13299,2e32b9fd-904c-4edf-96f0-e85a900d30fd,RC,0,121253.0,46717.1968474095,286.1709400762565,0.0,0.0,0.0,0.0,0.0,3,157628.9
13312,2e38e4c9-b8b4-4a55-9cbe-727302ebee06,RC,0,231291.0,76591.5909237255,250.8031058517149,0.0,2.0,0.5668525218959265,1.133705043791853,0.0,0,0.0
13313,2e38e4c9-b8b4-4a55-9cbe-727302ebee06,RC,0,231291.0,76591.5909237255,250.8031058517149,0.0,2.0,0.5668525218959265,1.133705043791853,0.0,1,69387.3
13314,2e38e4c9-b8b4-4a55-9cbe-727302ebee06,RC,0,231291.0,76591.5909237255,250.8031058517149,0.0,2.0,0.5668525218959265,1.133705043791853,0.0,2,231291.0
13315,2e38e4c9-b8b4-4a55-9cbe-727302ebee06,RC,0,231291.0,76591.5909237255,250.8031058517149,0.0,2.0,0.5668525218959265,1.133705043791853,0.0,3,300678.3
13328,2e3dfca2-1b5e-465b-84db-ff54ff92dc60,W1,0,46043.0,21413.926101763183,387.9626959314693,1.0,2.0,0.6401045538002508,1.2802091076005016,2.0,0,0.0
13329,2e3dfca2-1b5e-465b-84db-ff54ff92dc60,W1,0,46043.0,21413.926101763183,387.9626959314693,1.0,2.0,0.6401045538002508,1.2802091076005016,2.0,1,13812.9
13330,2e3dfca2-1b5e-465b-84db-ff54ff92dc60,W1,0,46043.0,21413.926101763183,387.9626959314693,1.0,2.0,0.6401045538002508,1.2802091076005016,2.0,2,46043.0
13331,2e3dfca2-1b5e-465b-84db-ff54ff92dc60,W1,0,46043.0,21413.926101763183,387.9626959314693,1.0,2.0,0.6401045538002508,1.2802091076005016,2.0,3,59855.9
13344,2e4df5d4-b0ce-4641-9b67-79630b227c08,W1,0,187786.0,168685.35131025992,814.1795529894902,0.0,0.0,0.7600591266078653,0.0,0.0,0,0.0
13345,2e4df5d4-b0ce-4641-9b67-79630b227c08,W1,0,187786.0,168685.35131025992,814.1795529894902,0.0,0.0,0.7600591266078653,0.0,0.0,1,56335.799999999996
13346,2e4df5d4-b0ce-4641-9b67-79630b227c08,W1,0,187786.0,168685.35131025992,814.1795529894902,0.0,0.0,0.7600591266078653,0.0,0.0,2,187786.0
13347,2e4df5d4-b0ce-4641-9b67-79630b227c08,W1,0,187786.0,168685.35131025992,814.1795529894902,0.0,0.0,0.7600591266078653,0.0,0.0,3,244121.80000000002
13360,2e5cb4dc-bf0b-49cc-af39-ad9f3d3795d1,W1,0,43895.0,25375.494030195583,499.15101792501554,1.0,1.0,0.6901927353336436,0.6901927353336436,1.0,0,0.0
13361,2e5cb4dc-bf0b-49cc-af39-ad9f3d3795d1,W1,0,43895.0,25375.494030195583,499.15101792501554,1.0,1.0,0.6901927353336436,0.6901927353336436,1.0,1,13168.5
13362,2e5cb4dc-bf0b-49cc-af39-ad9f3d3795d1,W1,0,43895.0,25375.494030195583,499.15101792501554,1.0,1.0,0.6901927353336436,0.6901927353336436,1.0,2,43895.0
13363,2e5cb4dc-bf0b-49cc-af39-ad9f3d3795d1,W1,0,43895.0,25375.494030195583,499.15101792501554,1.0,1.0,0.6901927353336436,0.6901927353336436,1.0,3,57063.5
13376,2e5d2269-9860-4f7f-86c5-0427027199e8,RC,0,192619.0,95582.97312805016,383.7964191253367,0.0,0.0,0.0,0.0,0.0,0,0.0
13377,2e5d2269-9860-4f7f-86c5-0427027199e8,RC,0,192619.0,95582.97312805016,383.7964191253367,0.0,0.0,0.0,0.0,0.0,1,57785.7
13378,2e5d2269-9860-4f7f-86c5-0427027199e8,RC,0,192619.0,95582.97312805016,383.7964191253367,0.0,0.0,0.0,0.0,0.0,2,192619.0
13379,2e5d2269-9860-4f7f-86c5-0427027199e8,RC,0,192619.0,95582.97312805016,383.7964191253367,0.0,0.0,0.0,0.0,0.0,3,250404.7
13392,2e609a39-7708-49cb-a166-27b0d7a6452d,RC,0,261514.0,180692.31259703697,582.084664553008,1.0,0.0,0.6734146279459154,0.0,0.0,0,0.0
13393,2e609a39-7708-49cb-a166-27b0d7a6452d,RC,0,261514.0,180692.31259703697,582.084664553008,1.0,0.0,0.6734146279459154,0.0,0.0,1,78454.2
13394,2e609a39-7708-49cb-a166-27b0d7a6452d,RC,0,261514.0,180692.31259703697,582.084664553008,1.0,0.0,0.6734146279459154,0.0,0.0,2,261514.0
13395,2e609a39-7708-49cb-a166-27b0d7a6452d,RC,0,261514.0,180692.31259703697,582.084664553008,1.0,0.0,0.6734146279459154,0.0,0.0,3,339968.2
13408,2eb578c2-d5df-4b36-827c-3420e9384fd7,W1,0,167371.0,47058.78458859975,203.8523487672188,0.0,0.0,0.5419276253480696,0.0,0.0,0,0.0
13409,2eb578c2-d5df-4b36-827c-3420e9384fd7,W1,0,167371.0,47058.78458859975,203.8523487672188,0.0,0.0,0.5419276253480696,0.0,0.0,1,50211.299999999996
13410,2eb578c2-d5df-4b36-827c-3420e9384fd7,W1,0,167371.0,47058.78458859975,203.8523487672188,0.0,0.0,0.5419276253480696,0.0,0.0,2,167371.0
13411,2eb578c2-d5df-4b36-827c-3420e9384fd7,W1,0,167371.0,47058.78458859975,203.8523487672188,0.0,0.0,0.5419276253480696,0.0,0.0,3,217582.30000000002
13424,2ec4bcc4-ce4c-4810-b3a2-00639e9b8f5a,W1,0,87426.0,77559.89966509286,803.2231586619358,1.0,1.0,0.8533162176431162,0.8533162176431162,1.0,0,0.0
13425,2ec4bcc4-ce4c-4810-b3a2-00639e9b8f5a,W1,0,87426.0,77559.89966509286,803.2231586619358,1.0,1.0,0.8533162176431162,0.8533162176431162,1.0,1,26227.8
13426,2ec4bcc4-ce4c-4810-b3a2-00639e9b8f5a,W1,0,87426.0,77559.89966509286,803.2231586619358,1.0,1.0,0.8533162176431162,0.8533162176431162,1.0,2,87426.0
13427,2ec4bcc4-ce4c-4810-b3a2-00639e9b8f5a,W1,0,87426.0,77559.89966509286,803.2231586619358,1.0,1.0,0.8533162176431162,0.8533162176431162,1.0,3,113653.8
13440,2ec54135-838d-4994-bc30-920855d4135b,W1,0,49692.0,15239.477694854852,229.08531346883743,0.0,0.0,0.0,0.0,0.0,0,0.0
13441,2ec54135-838d-4994-bc30-920855d4135b,W1,0,49692.0,15239.477694854852,229.08531346883743,0.0,0.0,0.0,0.0,0.0,1,14907.599999999999
13442,2ec54135-838d-4994-bc30-920855d4135b,W1,0,49692.0,15239.477694854852,229.08531346883743,0.0,0.0,0.0,0.0,0.0,2,49692.0
13443,2ec54135-838d-4994-bc30-920855d4135b,W1,0,49692.0,15239.477694854852,229.08531346883743,0.0,0.0,0.0,0.0,0.0,3,64599.600000000006
13456,2f22631c-6cb5-4fee-9974-288c51608ac0,W1,0,86551.0,25012.58689616133,220.7025801951821,1.0,0.0,0.53426108080736,0.0,0.0,0,0.0
13457,2f22631c-6cb5-4fee-9974-288c51608ac0,W1,0,86551.0,25012.58689616133,220.7025801951821,1.0,0.0,0.53426108080736,0.0,0.0,1,25965.3
13458,2f22631c-6cb5-4fee-9974-288c51608ac0,W1,0,86551.0,25012.58689616133,220.7025801951821,1.0,0.0,0.53426108080736,0.0,0.0,2,86551.0
13459,2f22631c-6cb5-4fee-9974-288c51608ac0,W1,0,86551.0,25012.58689616133,220.7025801951821,1.0,0.0,0.53426108080736,0.0,0.0,3,112516.3
13472,2f5e12d0-fa2b-4842-b035-a85d2cda3a5c,W1,0,25974.0,22807.95111590332,794.3267777231265,1.0,1.0,0.8118919639856225,0.8118919639856225,1.0,0,0.0
13473,2f5e12d0-fa2b-4842-b035-a85d2cda3a5c,W1,0,25974.0,22807.95111590332,794.3267777231265,1.0,1.0,0.8118919639856225,0.8118919639856225,1.0,1,7792.2
13474,2f5e12d0-fa2b-4842-b035-a85d2cda3a5c,W1,0,25974.0,22807.95111590332,794.3267777231265,1.0,1.0,0.8118919639856225,0.8118919639856225,1.0,2,25974.0
13475,2f5e12d0-fa2b-4842-b035-a85d2cda3a5c,W1,0,25974.0,22807.95111590332,794.3267777231265,1.0,1.0,0.8118919639856225,0.8118919639856225,1.0,3,33766.200000000004
13488,2f868e9e-de6c-499a-8b04-172aa7a52a8c,RC,0,511005.0,172335.1145056488,252.0471164831789,0.0,0.0,0.0,0.0,0.0,0,0.0
13489,2f868e9e-de6c-499a-8b04-172aa7a52a8c,RC,0,511005.0,172335.1145056488,252.0471164831789,0.0,0.0,0.0,0.0,0.0,1,153301.5
13490,2f868e9e-de6c-499a-8b04-172aa7a52a8c,RC,0,511005.0,172335.1145056488,252.0471164831789,0.0,0.0,0.0,0.0,0.0,2,511005.0
13491,2f868e9e-de6c-499a-8b04-172aa7a52a8c,RC,0,511005.0,172335.1145056488,252.0471164831789,0.0,0.0,0.0,0.0,0.0,3,664306.5
