,Z,S,K,rmv,l,repair,dislocated,numprec,prdis,d_ijk,truedislocationcount,K',Sc
9011,1f814ff7-f3bd-4a36-adac-7f9bf43c46cf,W1,0,238418.0,40639.924357691765,110.3310052508275,0.0,1.0,0.4749255210221375,0.4749255210221375,0.0,3,309943.4
9024,1f8fe0db-e288-4915-bfe7-22ce2a4a716a,W1,0,210935.0,48817.547759720735,161.78656532974466,0.0,2.0,0.5040425214394368,1.0080850428788737,0.0,0,0.0
9025,1f8fe0db-e288-4915-bfe7-22ce2a4a716a,W1,0,210935.0,48817.547759720735,161.78656532974466,0.0,2.0,0.5040425214394368,1.0080850428788737,0.0,1,63280.5
9026,1f8fe0db-e288-4915-bfe7-22ce2a4a716a,W1,0,210935.0,48817.547759720735,161.78656532974466,0.0,2.0,0.5040425214394368,1.0080850428788737,0.0,2,210935.0
9027,1f8fe0db-e288-4915-bfe7-22ce2a4a716a,W1,0,210935.0,48817.547759720735,161.78656532974466,0.0,2.0,0.5040425214394368,1.0080850428788737,0.0,3,274215.5
9040,1fa1b372-096f-4e1c-a7fa-877526b58712,W1,0,266785.0,50538.04240041033,126.3788118941288,1.0,0.0,0.4736827176867009,0.0,0.0,0,0.0
9041,1fa1b372-096f-4e1c-a7fa-877526b58712,W1,0,266785.0,50538.04240041033,126.3788118941288,1.0,0.0,0.4736827176867009,0.0,0.0,1,80035.5
9042,1fa1b372-096f-4e1c-a7fa-877526b58712,W1,0,266785.0,50538.04240041033,126.3788118941288,1.0,0.0,0.4736827176867009,0.0,0.0,2,266785.0
9043,1fa1b372-096f-4e1c-a7fa-877526b58712,W1,0,266785.0,50538.04240041033,126.3788118941288,1.0,0.0,0.4736827176867009,0.0,0.0,3,346820.5
9056,1fa2047e-845e-49c5-a08d-96ca0c1de32d,RC,0,311084.0,134491.5398106283,333.1862569579581,0.0,4.0,0.63343996667076,2.53375986668304,0.0,0,0.0
9057,1fa2047e-845e-49c5-a08d-96ca0c1de32d,RC,0,311084.0,134491.5398106283,333.1862569579581,0.0,4.0,0.63343996667076,2.53375986668304,0.0,1,93325.2
9058,1fa2047e-845e-49c5-a08d-96ca0c1de32d,RC,0,311084.0,134491.5398106283,333.1862569579581,0.0,4.0,0.63343996667076,2.53375986668304,0.0,2,311084.0
9059,1fa2047e-845e-49c5-a08d-96ca0c1de32d,RC,0,311084.0,134491.5398106283,333.1862569579581,0.0,4.0,0.63343996667076,2.53375986668304,0.0,3,404409.2
9072,1faf567c-018e-4d26-b251-f9ac23126243,W1,0,167144.0,20180.524499136664,70.05875186618385,0.0,2.0,0.3227372377179136,0.6454744754358273,0.0,0,0.0
9073,1faf567c-018e-4d26-b251-f9ac23126243,W1,0,167144.0,20180.524499136664,70.05875186618385,0.0,2.0,0.3227372377179136,0.6454744754358273,0.0,1,50143.2
9074,1faf567c-018e-4d26-b251-f9ac23126243,W1,0,167144.0,20180.524499136664,70.05875186618385,0.0,2.0,0.3227372377179136,0.6454744754358273,0.0,2,167144.0
9075,1faf567c-018e-4d26-b251-f9ac23126243,W1,0,167144.0,20180.524499136664,70.05875186618385,0.0,2.0,0.3227372377179136,0.6454744754358273,0.0,3,217287.2
9088,1fc09ed3-9030-4217-ba53-e89f62618d96,RC,0,206773.0,29371.342710311343,84.94237911726184,0.0,0.0,0.0,0.0,0.0,0,0.0
9089,1fc09ed3-9030-4217-ba53-e89f62618d96,RC,0,206773.0,29371.342710311343,84.94237911726184,0.0,0.0,0.0,0.0,0.0,1,62031.899999999994
9090,1fc09ed3-9030-4217-ba53-e89f62618d96,RC,0,206773.0,29371.342710311343,84.94237911726184,0.0,0.0,0.0,0.0,0.0,2,206773.0
9091,1fc09ed3-9030-4217-ba53-e89f62618d96,RC,0,206773.0,29371.342710311343,84.94237911726184,0.0,0.0,0.0,0.0,0.0,3,268804.9
9104,1fc6249f-5297-44ad-91e4-46a6a304dcff,W1,0,125183.0,46171.642375217605,298.3236088952425,1.0,1.0,0.6080910678838505,0.6080910678838505,1.0,0,0.0
9105,1fc6249f-5297-44ad-91e4-46a6a304dcff,W1,0,125183.0,46171.642375217605,298.3236088952425,1.0,1.0,0.6080910678838505,0.6080910678838505,1.0,1,37554.9
9106,1fc6249f-5297-44ad-91e4-46a6a304dcff,W1,0,125183.0,46171.642375217605,298.3236088952425,1.0,1.0,0.6080910678838505,0.6080910678838505,1.0,2,125183.0
9107,1fc6249f-5297-44ad-91e4-46a6a304dcff,W1,0,125183.0,46171.642375217605,298.3236088952425,1.0,1.0,0.6080910678838505,0.6080910678838505,1.0,3,162737.9
9120,1fd2209f-96fe-42e8-ae94-7f87f498febc,RC,0,192619.0,56121.71605562708,203.8964387324084,0.0,0.0,0.0,0.0,0.0,0,0.0
9121,1fd2209f-96fe-42e8-ae94-7f87f498febc,RC,0,192619.0,56121.71605562708,203.8964387324084,0.0,0.0,0.0,0.0,0.0,1,57785.7
9122,1fd2209f-96fe-42e8-ae94-7f87f498febc,RC,0,192619.0,56121.71605562708,203.8964387324084,0.0,0.0,0.0,0.0,0.0,2,192619.0
9123,1fd2209f-96fe-42e8-ae94-7f87f498febc,RC,0,192619.0,56121.71605562708,203.8964387324084,0.0,0.0,0.0,0.0,0.0,3,250404.7
9136,1fd36bb1-0ec2-48b4-b9eb-cbbcac294841,W2,0,198087.0,24848.78647402454,75.8552254333074,0.0,2.0,0.4321178370963024,0.8642356741926048,0.0,0,0.0
9137,1fd36bb1-0ec2-48b4-b9eb-cbbcac294841,W2,0,198087.0,24848.78647402454,75.8552254333074,0.0,2.0,0.4321178370963024,0.8642356741926048,0.0,1,59426.1
9138,1fd36bb1-0ec2-48b4-b9eb-cbbcac294841,W2,0,198087.0,24848.78647402454,75.8552254333074,0.0,2.0,0.4321178370963024,0.8642356741926048,0.0,2,198087.0
9139,1fd36bb1-0ec2-48b4-b9eb-cbbcac294841,W2,0,198087.0,24848.78647402454,75.8552254333074,0.0,2.0,0.4321178370963024,0.8642356741926048,0.0,3,257513.1
9152,1fd6aa80-1100-44b5-9c42-db80e27ecf94,RC,0,470775.0,114005.96797634788,172.1723683332251,0.0,0.0,0.0,0.0,0.0,0,0.0
9153,1fd6aa80-1100-44b5-9c42-db80e27ecf94,RC,0,470775.0,114005.96797634788,172.1723683332251,0.0,0.0,0.0,0.0,0.0,1,141232.5
9154,1fd6aa80-1100-44b5-9c42-db80e27ecf94,RC,0,470775.0,114005.96797634788,172.1723683332251,0.0,0.0,0.0,0.0,0.0,2,470775.0
9155,1fd6aa80-1100-44b5-9c42-db80e27ecf94,RC,0,470775.0,114005.96797634788,172.1723683332251,0.0,0.0,0.0,0.0,0.0,3,612007.5
9168,1fd8f6bc-a021-4b55-a3eb-34d7c83dd747,RC,0,695568.0,201057.267220116,202.010616416775,0.0,0.0,0.0,0.0,0.0,0,0.0
9169,1fd8f6bc-a021-4b55-a3eb-34d7c83dd747,RC,0,695568.0,201057.267220116,202.010616416775,0.0,0.0,0.0,0.0,0.0,1,208670.4
9170,1fd8f6bc-a021-4b55-a3eb-34d7c83dd747,RC,0,695568.0,201057.267220116,202.010616416775,0.0,0.0,0.0,0.0,0.0,2,695568.0
9171,1fd8f6bc-a021-4b55-a3eb-34d7c83dd747,RC,0,695568.0,201057.267220116,202.010616416775,0.0,0.0,0.0,0.0,0.0,3,904238.4
9184,1fd9c8dd-56b6-4418-9c1e-25197100a23b,W1,0,48715.0,11812.311997387782,171.33972010475853,0.0,1.0,0.4945465737601319,0.4945465737601319,0.0,0,0.0
9185,1fd9c8dd-56b6-4418-9c1e-25197100a23b,W1,0,48715.0,11812.311997387782,171.33972010475853,0.0,1.0,0.4945465737601319,0.4945465737601319,0.0,1,14614.5
9186,1fd9c8dd-56b6-4418-9c1e-25197100a23b,W1,0,48715.0,11812.311997387782,171.33972010475853,0.0,1.0,0.4945465737601319,0.4945465737601319,0.0,2,48715.0
9187,1fd9c8dd-56b6-4418-9c1e-25197100a23b,W1,0,48715.0,11812.311997387782,171.33972010475853,0.0,1.0,0.4945465737601319,0.4945465737601319,0.0,3,63329.5
9200,1fe1c844-2b50-4361-9bb7-485bff5279fe,RC,0,220529.0,63969.19090785989,202.8413676431296,0.0,0.0,0.0,0.0,0.0,0,0.0
9201,1fe1c844-2b50-4361-9bb7-485bff5279fe,RC,0,220529.0,63969.19090785989,202.8413676431296,0.0,0.0,0.0,0.0,0.0,1,66158.7
9202,1fe1c844-2b50-4361-9bb7-485bff5279fe,RC,0,220529.0,63969.19090785989,202.8413676431296,0.0,0.0,0.0,0.0,0.0,2,220529.0
9203,1fe1c844-2b50-4361-9bb7-485bff5279fe,RC,0,220529.0,63969.19090785989,202.8413676431296,0.0,0.0,0.0,0.0,0.0,3,286687.7
9216,1fe903c3-0d74-4318-b9b5-100332b917a5,W2,0,73073.0,11570.39723498058,100.59570022574673,1.0,1.0,0.4853916478097389,0.4853916478097389,1.0,0,0.0
9217,1fe903c3-0d74-4318-b9b5-100332b917a5,W2,0,73073.0,11570.39723498058,100.59570022574673,1.0,1.0,0.4853916478097389,0.4853916478097389,1.0,1,21921.899999999998
9218,1fe903c3-0d74-4318-b9b5-100332b917a5,W2,0,73073.0,11570.39723498058,100.59570022574673,1.0,1.0,0.4853916478097389,0.4853916478097389,1.0,2,73073.0
9219,1fe903c3-0d74-4318-b9b5-100332b917a5,W2,0,73073.0,11570.39723498058,100.59570022574673,1.0,1.0,0.4853916478097389,0.4853916478097389,1.0,3,94994.90000000001
9232,2000ffe0-1e84-4a42-b7a9-37f2b7e97892,W1,0,56821.0,25178.225805663908,369.7766789365362,0.0,1.0,0.6495383014514957,0.6495383014514957,0.0,0,0.0
9233,2000ffe0-1e84-4a42-b7a9-37f2b7e97892,W1,0,56821.0,25178.225805663908,369.7766789365362,0.0,1.0,0.6495383014514957,0.6495383014514957,0.0,1,17046.3
9234,2000ffe0-1e84-4a42-b7a9-37f2b7e97892,W1,0,56821.0,25178.225805663908,369.7766789365362,0.0,1.0,0.6495383014514957,0.6495383014514957,0.0,2,56821.0
9235,2000ffe0-1e84-4a42-b7a9-37f2b7e97892,W1,0,56821.0,25178.225805663908,369.7766789365362,0.0,1.0,0.6495383014514957,0.6495383014514957,0.0,3,73867.3
9248,20067444-446d-477d-9e83-a03ba99bc768,W1,0,72799.0,15832.827654782175,150.85910865598734,1.0,5.0,0.487308538114429,2.436542690572145,5.0,0,0.0
9249,20067444-446d-477d-9e83-a03ba99bc768,W1,0,72799.0,15832.827654782175,150.85910865598734,1.0,5.0,0.487308538114429,2.436542690572145,5.0,1,21839.7
9250,20067444-446d-477d-9e83-a03ba99bc768,W1,0,72799.0,15832.827654782175,150.85910865598734,1.0,5.0,0.487308538114429,2.436542690572145,5.0,2,72799.0
9251,20067444-446d-477d-9e83-a03ba99bc768,W1,0,72799.0,15832.827654782175,150.85910865598734,1.0,5.0,0.487308538114429,2.436542690572145,5.0,3,94638.7
9264,200adc09-997e-47f1-ab61-a88b2fb03b85,RC,0,296229.0,85549.0875408187,201.7975808599271,0.0,0.0,0.0,0.0,0.0,0,0.0
9265,200adc09-997e-47f1-ab61-a88b2fb03b85,RC,0,296229.0,85549.0875408187,201.7975808599271,0.0,0.0,0.0,0.0,0.0,1,88868.7
9266,200adc09-997e-47f1-ab61-a88b2fb03b85,RC,0,296229.0,85549.0875408187,201.7975808599271,0.0,0.0,0.0,0.0,0.0,2,296229.0
9267,200adc09-997e-47f1-ab61-a88b2fb03b85,RC,0,296229.0,85549.0875408187,201.7975808599271,0.0,0.0,0.0,0.0,0.0,3,385097.7
9280,201e79a1-6a77-4550-ae4f-5df390443fdb,RC,0,53834.0,15396.771958196852,207.78311791447035,0.0,6.0,0.5069935371240364,3.0419612227442183,0.0,0,0.0
9281,201e79a1-6a77-4550-ae4f-5df390443fdb,RC,0,53834.0,15396.771958196852,207.78311791447035,0.0,6.0,0.5069935371240364,3.0419612227442183,0.0,1,16150.199999999999
9282,201e79a1-6a77-4550-ae4f-5df390443fdb,RC,0,53834.0,15396.771958196852,207.78311791447035,0.0,6.0,0.5069935371240364,3.0419612227442183,0.0,2,53834.0
9283,201e79a1-6a77-4550-ae4f-5df390443fdb,RC,0,53834.0,15396.771958196852,207.78311791447035,0.0,6.0,0.5069935371240364,3.0419612227442183,0.0,3,69984.2
9296,202f3d0a-4cd9-4f28-abeb-f4bb30f0a159,W1,0,75272.0,12602.020418846603,109.39096188371164,0.0,0.0,0.4649057399598597,0.0,0.0,0,0.0
9297,202f3d0a-4cd9-4f28-abeb-f4bb30f0a159,W1,0,75272.0,12602.020418846603,109.39096188371164,0.0,0.0,0.4649057399598597,0.0,0.0,1,22581.6
9298,202f3d0a-4cd9-4f28-abeb-f4bb30f0a159,W1,0,75272.0,12602.020418846603,109.39096188371164,0.0,0.0,0.4649057399598597,0.0,0.0,2,75272.0
9299,202f3d0a-4cd9-4f28-abeb-f4bb30f0a159,W1,0,75272.0,12602.020418846603,109.39096188371164,0.0,0.0,0.4649057399598597,0.0,0.0,3,97853.6
9312,205c9b69-8ddd-452d-928d-be6ef3527ee4,RC,0,131949.0,70302.9350912728,422.760755791675,0.0,0.0,0.0,0.0,0.0,0,0.0
9313,205c9b69-8ddd-452d-928d-be6ef3527ee4,RC,0,131949.0,70302.9350912728,422.760755791675,0.0,0.0,0.0,0.0,0.0,1,39584.7
9314,205c9b69-8ddd-452d-928d-be6ef3527ee4,RC,0,131949.0,70302.9350912728,422.760755791675,0.0,0.0,0.0,0.0,0.0,2,131949.0
9315,205c9b69-8ddd-452d-928d-be6ef3527ee4,RC,0,131949.0,70302.9350912728,422.760755791675,0.0,0.0,0.0,0.0,0.0,3,171533.7
9328,20672f5b-77d9-4a3c-bcc0-422f1c77d644,RC,0,102832.0,36004.21491116291,259.9263820556354,0.0,0.0,0.0,0.0,0.0,0,0.0
9329,20672f5b-77d9-4a3c-bcc0-422f1c77d644,RC,0,102832.0,36004.21491116291,259.9263820556354,0.0,0.0,0.0,0.0,0.0,1,30849.6
9330,20672f5b-77d9-4a3c-bcc0-422f1c77d644,RC,0,102832.0,36004.21491116291,259.9263820556354,0.0,0.0,0.0,0.0,0.0,2,102832.0
9331,20672f5b-77d9-4a3c-bcc0-422f1c77d644,RC,0,102832.0,36004.21491116291,259.9263820556354,0.0,0.0,0.0,0.0,0.0,3,133681.6
9344,2073f5cc-f14d-4aa5-af71-98a2385a3857,W2,0,98441.0,53254.9229417831,469.6240115003191,1.0,0.0,0.5711625559007178,0.0,0.0,0,0.0
9345,2073f5cc-f14d-4aa5-af71-98a2385a3857,W2,0,98441.0,53254.9229417831,469.6240115003191,1.0,0.0,0.5711625559007178,0.0,0.0,1,29532.3
9346,2073f5cc-f14d-4aa5-af71-98a2385a3857,W2,0,98441.0,53254.9229417831,469.6240115003191,1.0,0.0,0.5711625559007178,0.0,0.0,2,98441.0
9347,2073f5cc-f14d-4aa5-af71-98a2385a3857,W2,0,98441.0,53254.9229417831,469.6240115003191,1.0,0.0,0.5711625559007178,0.0,0.0,3,127973.3
9360,20741d55-0b70-42da-8f38-91bf0cb6ea62,RC,0,44677.0,10832.10775081098,170.88163676872708,0.0,0.0,0.0,0.0,0.0,0,0.0
9361,20741d55-0b70-42da-8f38-91bf0cb6ea62,RC,0,44677.0,10832.10775081098,170.88163676872708,0.0,0.0,0.0,0.0,0.0,1,13403.1
9362,20741d55-0b70-42da-8f38-91bf0cb6ea62,RC,0,44677.0,10832.10775081098,170.88163676872708,0.0,0.0,0.0,0.0,0.0,2,44677.0
9363,20741d55-0b70-42da-8f38-91bf0cb6ea62,RC,0,44677.0,10832.10775081098,170.88163676872708,0.0,0.0,0.0,0.0,0.0,3,58080.1
9376,20877614-5625-4170-ab5e-8e648cbce33f,W1,0,46584.0,20374.14806020796,365.0963930851014,1.0,0.0,0.6007625875321119,0.0,0.0,0,0.0
9377,20877614-5625-4170-ab5e-8e648cbce33f,W1,0,46584.0,20374.14806020796,365.0963930851014,1.0,0.0,0.6007625875321119,0.0,0.0,1,13975.199999999999
9378,20877614-5625-4170-ab5e-8e648cbce33f,W1,0,46584.0,20374.14806020796,365.0963930851014,1.0,0.0,0.6007625875321119,0.0,0.0,2,46584.0
9379,20877614-5625-4170-ab5e-8e648cbce33f,W1,0,46584.0,20374.14806020796,365.0963930851014,1.0,0.0,0.6007625875321119,0.0,0.0,3,60559.200000000004
9392,2087e889-729a-45a4-8db7-0d49f20a8ec1,W1,0,106256.0,25463.85156661642,168.56400775031645,0.0,4.0,0.4008633471466481,1.6034533885865925,0.0,0,0.0
9393,2087e889-729a-45a4-8db7-0d49f20a8ec1,W1,0,106256.0,25463.85156661642,168.56400775031645,0.0,4.0,0.4008633471466481,1.6034533885865925,0.0,1,31876.8
9394,2087e889-729a-45a4-8db7-0d49f20a8ec1,W1,0,106256.0,25463.85156661642,168.56400775031645,0.0,4.0,0.4008633471466481,1.6034533885865925,0.0,2,106256.0
9395,2087e889-729a-45a4-8db7-0d49f20a8ec1,W1,0,106256.0,25463.85156661642,168.56400775031645,0.0,4.0,0.4008633471466481,1.6034533885865925,0.0,3,138132.80000000002
9408,20a43d23-7297-4a10-adf4-c9d660544bd3,RC,0,703761.0,203425.49317406217,202.010616416775,0.0,0.0,0.0,0.0,0.0,0,0.0
9409,20a43d23-7297-4a10-adf4-c9d660544bd3,RC,0,703761.0,203425.49317406217,202.010616416775,0.0,0.0,0.0,0.0,0.0,1,211128.3
9410,20a43d23-7297-4a10-adf4-c9d660544bd3,RC,0,703761.0,203425.49317406217,202.010616416775,0.0,0.0,0.0,0.0,0.0,2,703761.0
9411,20a43d23-7297-4a10-adf4-c9d660544bd3,RC,0,703761.0,203425.49317406217,202.010616416775,0.0,0.0,0.0,0.0,0.0,3,914889.3
9424,20b8f63f-16d8-4e88-88d4-b4ee10507393,W1,0,161425.0,16509.794488169537,57.42721031430693,0.0,2.0,0.4316547931286177,0.8633095862572354,0.0,0,0.0
9425,20b8f63f-16d8-4e88-88d4-b4ee10507393,W1,0,161425.0,16509.794488169537,57.42721031430693,0.0,2.0,0.4316547931286177,0.8633095862572354,0.0,1,48427.5
9426,20b8f63f-16d8-4e88-88d4-b4ee10507393,W1,0,161425.0,16509.794488169537,57.42721031430693,0.0,2.0,0.4316547931286177,0.8633095862572354,0.0,2,161425.0
9427,20b8f63f-16d8-4e88-88d4-b4ee10507393,W1,0,161425.0,16509.794488169537,57.42721031430693,0.0,2.0,0.4316547931286177,0.8633095862572354,0.0,3,209852.5
9440,20b95f13-f5c3-4b9f-a16f-a448d9b4e93f,RC,0,122258.0,34966.351117606544,207.78311791447035,0.0,0.0,0.0,0.0,0.0,0,0.0
9441,20b95f13-f5c3-4b9f-a16f-a448d9b4e93f,RC,0,122258.0,34966.351117606544,207.78311791447035,0.0,0.0,0.0,0.0,0.0,1,36677.4
9442,20b95f13-f5c3-4b9f-a16f-a448d9b4e93f,RC,0,122258.0,34966.351117606544,207.78311791447035,0.0,0.0,0.0,0.0,0.0,2,122258.0
9443,20b95f13-f5c3-4b9f-a16f-a448d9b4e93f,RC,0,122258.0,34966.351117606544,207.78311791447035,0.0,0.0,0.0,0.0,0.0,3,158935.4
9456,20c5bdec-f7a0-4995-928a-ab7f9026946d,W1,0,97764.0,23428.775641457305,168.56400775031645,0.0,1.0,0.5105244845700857,0.5105244845700857,0.0,0,0.0
9457,20c5bdec-f7a0-4995-928a-ab7f9026946d,W1,0,97764.0,23428.775641457305,168.56400775031645,0.0,1.0,0.5105244845700857,0.5105244845700857,0.0,1,29329.2
9458,20c5bdec-f7a0-4995-928a-ab7f9026946d,W1,0,97764.0,23428.775641457305,168.56400775031645,0.0,1.0,0.5105244845700857,0.5105244845700857,0.0,2,97764.0
9459,20c5bdec-f7a0-4995-928a-ab7f9026946d,W1,0,97764.0,23428.775641457305,168.56400775031645,0.0,1.0,0.5105244845700857,0.5105244845700857,0.0,3,127093.2
9472,20df6600-e68a-4383-8cf1-a07c8bfee1a1,W1,0,87657.0,59993.95305539641,605.8133698507725,0.0,0.0,0.717533880376493,0.0,0.0,0,0.0
9473,20df6600-e68a-4383-8cf1-a07c8bfee1a1,W1,0,87657.0,59993.95305539641,605.8133698507725,0.0,0.0,0.717533880376493,0.0,0.0,1,26297.1
9474,20df6600-e68a-4383-8cf1-a07c8bfee1a1,W1,0,87657.0,59993.95305539641,605.8133698507725,0.0,0.0,0.717533880376493,0.0,0.0,2,87657.0
9475,20df6600-e68a-4383-8cf1-a07c8bfee1a1,W1,0,87657.0,59993.95305539641,605.8133698507725,0.0,0.0,0.717533880376493,0.0,0.0,3,113954.1
9488,20e1555b-7944-4571-a582-a3f24d79e574,RC,0,192619.0,55873.29368691221,202.8413676431296,0.0,0.0,0.0,0.0,0.0,0,0.0
9489,20e1555b-7944-4571-a582-a3f24d79e574,RC,0,192619.0,55873.29368691221,202.8413676431296,0.0,0.0,0.0,0.0,0.0,1,57785.7
9490,20e1555b-7944-4571-a582-a3f24d79e574,RC,0,192619.0,55873.29368691221,202.8413676431296,0.0,0.0,0.0,0.0,0.0,2,192619.0
9491,20e1555b-7944-4571-a582-a3f24d79e574,RC,0,192619.0,55873.29368691221,202.8413676431296,0.0,0.0,0.0,0.0,0.0,3,250404.7
9504,20f69664-fc9e-4891-be76-b4727eb899da,W1,0,133269.0,86448.21599375943,570.9875745754196,1.0,0.0,0.7306702809784353,0.0,0.0,0,0.0
9505,20f69664-fc9e-4891-be76-b4727eb899da,W1,0,133269.0,86448.21599375943,570.9875745754196,1.0,0.0,0.7306702809784353,0.0,0.0,1,39980.7
9506,20f69664-fc9e-4891-be76-b4727eb899da,W1,0,133269.0,86448.21599375943,570.9875745754196,1.0,0.0,0.7306702809784353,0.0,0.0,2,133269.0
9507,20f69664-fc9e-4891-be76-b4727eb899da,W1,0,133269.0,86448.21599375943,570.9875745754196,1.0,0.0,0.7306702809784353,0.0,0.0,3,173249.7
9520,21072879-eec6-42dc-bb57-d5c24977ced0,W2,0,221841.0,35813.247700424945,111.57657741851594,0.0,0.0,0.0,0.0,0.0,0,0.0
9521,21072879-eec6-42dc-bb57-d5c24977ced0,W2,0,221841.0,35813.247700424945,111.57657741851594,0.0,0.0,0.0,0.0,0.0,1,66552.3
9522,21072879-eec6-42dc-bb57-d5c24977ced0,W2,0,221841.0,35813.247700424945,111.57657741851594,0.0,0.0,0.0,0.0,0.0,2,221841.0
9523,21072879-eec6-42dc-bb57-d5c24977ced0,W2,0,221841.0,35813.247700424945,111.57657741851594,0.0,0.0,0.0,0.0,0.0,3,288393.3
9536,210f8714-2374-4d52-b192-4752e05adcb8,W1,0,82365.0,17671.211563302353,147.99519476526467,0.0,0.0,0.5197332170600034,0.0,0.0,0,0.0
9537,210f8714-2374-4d52-b192-4752e05adcb8,W1,0,82365.0,17671.211563302353,147.99519476526467,0.0,0.0,0.5197332170600034,0.0,0.0,1,24709.5
9538,210f8714-2374-4d52-b192-4752e05adcb8,W1,0,82365.0,17671.211563302353,147.99519476526467,0.0,0.0,0.5197332170600034,0.0,0.0,2,82365.0
9539,210f8714-2374-4d52-b192-4752e05adcb8,W1,0,82365.0,17671.211563302353,147.99519476526467,0.0,0.0,0.5197332170600034,0.0,0.0,3,107074.5
9552,2113c2c6-7bae-412f-82c9-b03e55724f2c,W1,0,143727.0,43282.54576008265,232.3707070660086,1.0,0.0,0.4347462394457363,0.0,0.0,0,0.0
9553,2113c2c6-7bae-412f-82c9-b03e55724f2c,W1,0,143727.0,43282.54576008265,232.3707070660086,1.0,0.0,0.4347462394457363,0.0,0.0,1,43118.1
9554,2113c2c6-7bae-412f-82c9-b03e55724f2c,W1,0,143727.0,43282.54576008265,232.3707070660086,1.0,0.0,0.4347462394457363,0.0,0.0,2,143727.0
9555,2113c2c6-7bae-412f-82c9-b03e55724f2c,W1,0,143727.0,43282.54576008265,232.3707070660086,1.0,0.0,0.4347462394457363,0.0,0.0,3,186845.1
9568,213a9d02-2853-48ca-827c-595d7cdf8f6b,RC,0,245324.0,103701.39282827415,325.12935045944687,0.0,0.0,0.0,0.0,0.0,0,0.0
9569,213a9d02-2853-48ca-827c-595d7cdf8f6b,RC,0,245324.0,103701.39282827415,325.12935045944687,0.0,0.0,0.0,0.0,0.0,1,73597.2
9570,213a9d02-2853-48ca-827c-595d7cdf8f6b,RC,0,245324.0,103701.39282827415,325.12935045944687,0.0,0.0,0.0,0.0,0.0,2,245324.0
9571,213a9d02-2853-48ca-827c-595d7cdf8f6b,RC,0,245324.0,103701.39282827415,325.12935045944687,0.0,0.0,0.0,0.0,0.0,3,318921.2
9584,215b4138-b5c5-4ad2-8c93-e01f24558d93,RC,0,66569.0,33135.04775269996,390.1565456209988,0.0,0.0,0.0,0.0,0.0,0,0.0
9585,215b4138-b5c5-4ad2-8c93-e01f24558d93,RC,0,66569.0,33135.04775269996,390.1565456209988,0.0,0.0,0.0,0.0,0.0,1,19970.7
9586,215b4138-b5c5-4ad2-8c93-e01f24558d93,RC,0,66569.0,33135.04775269996,390.1565456209988,0.0,0.0,0.0,0.0,0.0,2,66569.0
9587,215b4138-b5c5-4ad2-8c93-e01f24558d93,RC,0,66569.0,33135.04775269996,390.1565456209988,0.0,0.0,0.0,0.0,0.0,3,86539.7
9600,215e18ea-30ba-4920-83c4-ee028141c696,W2,0,701274.0,84283.50921788115,72.24051731374882,0.0,0.0,0.0,0.0,0.0,0,0.0
9601,215e18ea-30ba-4920-83c4-ee028141c696,W2,0,701274.0,84283.50921788115,72.24051731374882,0.0,0.0,0.0,0.0,0.0,1,210382.19999999998
9602,215e18ea-30ba-4920-83c4-ee028141c696,W2,0,701274.0,84283.50921788115,72.24051731374882,0.0,0.0,0.0,0.0,0.0,2,701274.0
9603,215e18ea-30ba-4920-83c4-ee028141c696,W2,0,701274.0,84283.50921788115,72.24051731374882,0.0,0.0,0.0,0.0,0.0,3,911656.2000000001
9616,21720a3b-009a-4241-a03c-ae271b3a74df,W1,0,77705.0,13847.455802783676,116.315801187767,0.0,0.0,0.5076013783823551,0.0,0.0,0,0.0
9617,21720a3b-009a-4241-a03c-ae271b3a74df,W1,0,77705.0,13847.455802783676,116.315801187767,0.0,0.0,0.5076013783823551,0.0,0.0,1,23311.5
9618,21720a3b-009a-4241-a03c-ae271b3a74df,W1,0,77705.0,13847.455802783676,116.315801187767,0.0,0.0,0.5076013783823551,0.0,0.0,2,77705.0
9619,21720a3b-009a-4241-a03c-ae271b3a74df,W1,0,77705.0,13847.455802783676,116.315801187767,0.0,0.0,0.5076013783823551,0.0,0.0,3,101016.5
9632,217fa885-7703-43be-8128-eef5f0458307,RC,0,446421.0,99651.8252641022,155.10135514541264,0.0,0.0,0.0,0.0,0.0,0,0.0
9633,217fa885-7703-43be-8128-eef5f0458307,RC,0,446421.0,99651.8252641022,155.10135514541264,0.0,0.0,0.0,0.0,0.0,1,133926.3
9634,217fa885-7703-43be-8128-eef5f0458307,RC,0,446421.0,99651.8252641022,155.10135514541264,0.0,0.0,0.0,0.0,0.0,2,446421.0
9635,217fa885-7703-43be-8128-eef5f0458307,RC,0,446421.0,99651.8252641022,155.10135514541264,0.0,0.0,0.0,0.0,0.0,3,580347.3
9648,21883a26-8378-4c49-8249-b4a10140a12e,RC,0,110356.0,38638.56718469245,259.9263820556354,0.0,0.0,0.0,0.0,0.0,0,0.0
9649,21883a26-8378-4c49-8249-b4a10140a12e,RC,0,110356.0,38638.56718469245,259.9263820556354,0.0,0.0,0.0,0.0,0.0,1,33106.799999999996
9650,21883a26-8378-4c49-8249-b4a10140a12e,RC,0,110356.0,38638.56718469245,259.9263820556354,0.0,0.0,0.0,0.0,0.0,2,110356.0
