,Z,S,K,rmv,l,repair,dislocated,numprec,prdis,d_ijk,truedislocationcount,K',Sc
65,00430e85-d86b-4ee0-b6fc-ffe715ebf348,W1,0,87259.0,26927.13988578068,238.4290648184976,0.0,0.0,0.5438108411279323,0.0,0.0,1,26177.7
66,00430e85-d86b-4ee0-b6fc-ffe715ebf348,W1,0,87259.0,26927.13988578068,238.4290648184976,0.0,0.0,0.5438108411279323,0.0,0.0,2,87259.0
67,00430e85-d86b-4ee0-b6fc-ffe715ebf348,W1,0,87259.0,26927.13988578068,238.4290648184976,0.0,0.0,0.5438108411279323,0.0,0.0,3,113436.7
80,0044af29-0512-485e-87d8-1f23568f1641,RC,0,309880.0,90066.70693084155,203.31464189521225,0.0,0.0,0.0,0.0,0.0,0,0.0
81,0044af29-0512-485e-87d8-1f23568f1641,RC,0,309880.0,90066.70693084155,203.31464189521225,0.0,0.0,0.0,0.0,0.0,1,92964.0
82,0044af29-0512-485e-87d8-1f23568f1641,RC,0,309880.0,90066.70693084155,203.31464189521225,0.0,0.0,0.0,0.0,0.0,2,309880.0
83,0044af29-0512-485e-87d8-1f23568f1641,RC,0,309880.0,90066.70693084155,203.31464189521225,0.0,0.0,0.0,0.0,0.0,3,402844.0
96,00773410-b137-4179-b4aa-57c8513ae387,RC,0,790937.0,151124.55772146196,125.95288772715466,1.0,0.0,0.3863115588965017,0.0,0.0,0,0.0
97,00773410-b137-4179-b4aa-57c8513ae387,RC,0,790937.0,151124.55772146196,125.95288772715466,1.0,0.0,0.3863115588965017,0.0,0.0,1,237281.09999999998
98,00773410-b137-4179-b4aa-57c8513ae387,RC,0,790937.0,151124.55772146196,125.95288772715466,1.0,0.0,0.3863115588965017,0.0,0.0,2,790937.0
99,00773410-b137-4179-b4aa-57c8513ae387,RC,0,790937.0,151124.55772146196,125.95288772715466,1.0,0.0,0.3863115588965017,0.0,0.0,3,1028218.1000000001
112,00893cfa-e3e9-4a4d-8347-01510f3fe791,W1,0,338227.0,56625.88426247783,109.39096188371164,0.0,2.0,0.4752493682037882,0.9504987364075764,0.0,0,0.0
113,00893cfa-e3e9-4a4d-8347-01510f3fe791,W1,0,338227.0,56625.88426247783,109.39096188371164,0.0,2.0,0.4752493682037882,0.9504987364075764,0.0,1,101468.09999999999
114,00893cfa-e3e9-4a4d-8347-01510f3fe791,W1,0,338227.0,56625.88426247783,109.39096188371164,0.0,2.0,0.4752493682037882,0.9504987364075764,0.0,2,338227.0
115,00893cfa-e3e9-4a4d-8347-01510f3fe791,W1,0,338227.0,56625.88426247783,109.39096188371164,0.0,2.0,0.4752493682037882,0.9504987364075764,0.0,3,439695.10000000003
128,00a27a64-e1ec-4489-93aa-8560945aadad,W2,0,129243.0,16305.025000618803,76.53747148783737,0.0,0.0,0.0,0.0,0.0,0,0.0
129,00a27a64-e1ec-4489-93aa-8560945aadad,W2,0,129243.0,16305.025000618803,76.53747148783737,0.0,0.0,0.0,0.0,0.0,1,38772.9
130,00a27a64-e1ec-4489-93aa-8560945aadad,W2,0,129243.0,16305.025000618803,76.53747148783737,0.0,0.0,0.0,0.0,0.0,2,129243.0
131,00a27a64-e1ec-4489-93aa-8560945aadad,W2,0,129243.0,16305.025000618803,76.53747148783737,0.0,0.0,0.0,0.0,0.0,3,168015.9
144,00a3bf08-2c22-45ed-9bd9-53e0ae68b6bc,W2,0,93033.0,16044.55282952864,111.507053456561,1.0,2.0,0.471881321291884,0.943762642583768,2.0,0,0.0
145,00a3bf08-2c22-45ed-9bd9-53e0ae68b6bc,W2,0,93033.0,16044.55282952864,111.507053456561,1.0,2.0,0.471881321291884,0.943762642583768,2.0,1,27909.899999999998
146,00a3bf08-2c22-45ed-9bd9-53e0ae68b6bc,W2,0,93033.0,16044.55282952864,111.507053456561,1.0,2.0,0.471881321291884,0.943762642583768,2.0,2,93033.0
147,00a3bf08-2c22-45ed-9bd9-53e0ae68b6bc,W2,0,93033.0,16044.55282952864,111.507053456561,1.0,2.0,0.471881321291884,0.943762642583768,2.0,3,120942.90000000001
160,00c99a85-ddec-4338-a36f-8301605a54e5,RC,0,29976.0,8573.274068783832,207.78311791447035,0.0,0.0,0.0,0.0,0.0,0,0.0
161,00c99a85-ddec-4338-a36f-8301605a54e5,RC,0,29976.0,8573.274068783832,207.78311791447035,0.0,0.0,0.0,0.0,0.0,1,8992.8
162,00c99a85-ddec-4338-a36f-8301605a54e5,RC,0,29976.0,8573.274068783832,207.78311791447035,0.0,0.0,0.0,0.0,0.0,2,29976.0
163,00c99a85-ddec-4338-a36f-8301605a54e5,RC,0,29976.0,8573.274068783832,207.78311791447035,0.0,0.0,0.0,0.0,0.0,3,38968.8
176,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,RC,0,180017.0,52217.81189621417,202.8413676431296,0.0,0.0,0.0,0.0,0.0,0,0.0
177,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,RC,0,180017.0,52217.81189621417,202.8413676431296,0.0,0.0,0.0,0.0,0.0,1,54005.1
178,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,RC,0,180017.0,52217.81189621417,202.8413676431296,0.0,0.0,0.0,0.0,0.0,2,180017.0
179,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,RC,0,180017.0,52217.81189621417,202.8413676431296,0.0,0.0,0.0,0.0,0.0,3,234022.1
192,00cf7030-9e9f-4c7f-85b8-624d5c8a079b,W2,0,74563.0,12859.200419508605,111.507053456561,1.0,5.0,0.4700494886715438,2.350247443357719,5.0,0,0.0
193,00cf7030-9e9f-4c7f-85b8-624d5c8a079b,W2,0,74563.0,12859.200419508605,111.507053456561,1.0,5.0,0.4700494886715438,2.350247443357719,5.0,1,22368.899999999998
194,00cf7030-9e9f-4c7f-85b8-624d5c8a079b,W2,0,74563.0,12859.200419508605,111.507053456561,1.0,5.0,0.4700494886715438,2.350247443357719,5.0,2,74563.0
195,00cf7030-9e9f-4c7f-85b8-624d5c8a079b,W2,0,74563.0,12859.200419508605,111.507053456561,1.0,5.0,0.4700494886715438,2.350247443357719,5.0,3,96931.90000000001
208,00d27b6b-3768-457d-bbef-5c76a5265a3a,W1,0,54809.0,16913.43712396146,238.4290648184976,0.0,0.0,0.0,0.0,0.0,0,0.0
209,00d27b6b-3768-457d-bbef-5c76a5265a3a,W1,0,54809.0,16913.43712396146,238.4290648184976,0.0,0.0,0.0,0.0,0.0,1,16442.7
210,00d27b6b-3768-457d-bbef-5c76a5265a3a,W1,0,54809.0,16913.43712396146,238.4290648184976,0.0,0.0,0.0,0.0,0.0,2,54809.0
211,00d27b6b-3768-457d-bbef-5c76a5265a3a,W1,0,54809.0,16913.43712396146,238.4290648184976,0.0,0.0,0.0,0.0,0.0,3,71251.7
224,00d8556d-9ccf-43ee-a5e2-bb96730723a4,RC,0,73238.0,31453.379775545927,330.7769095034088,0.0,0.0,0.0,0.0,0.0,0,0.0
225,00d8556d-9ccf-43ee-a5e2-bb96730723a4,RC,0,73238.0,31453.379775545927,330.7769095034088,0.0,0.0,0.0,0.0,0.0,1,21971.399999999998
226,00d8556d-9ccf-43ee-a5e2-bb96730723a4,RC,0,73238.0,31453.379775545927,330.7769095034088,0.0,0.0,0.0,0.0,0.0,2,73238.0
227,00d8556d-9ccf-43ee-a5e2-bb96730723a4,RC,0,73238.0,31453.379775545927,330.7769095034088,0.0,0.0,0.0,0.0,0.0,3,95209.40000000001
240,00dab1f9-c5d6-466b-a23b-c5efbd388b86,RC,0,209403.0,89270.47176368588,328.2606951390207,0.0,0.0,0.0,0.0,0.0,0,0.0
241,00dab1f9-c5d6-466b-a23b-c5efbd388b86,RC,0,209403.0,89270.47176368588,328.2606951390207,0.0,0.0,0.0,0.0,0.0,1,62820.899999999994
242,00dab1f9-c5d6-466b-a23b-c5efbd388b86,RC,0,209403.0,89270.47176368588,328.2606951390207,0.0,0.0,0.0,0.0,0.0,2,209403.0
243,00dab1f9-c5d6-466b-a23b-c5efbd388b86,RC,0,209403.0,89270.47176368588,328.2606951390207,0.0,0.0,0.0,0.0,0.0,3,272223.9
256,00f96602-b295-48d7-bdf1-c2281c219ba7,W2,0,177881.0,22973.10801482843,78.34174871998789,0.0,2.0,0.4432025334314975,0.886405066862995,0.0,0,0.0
257,00f96602-b295-48d7-bdf1-c2281c219ba7,W2,0,177881.0,22973.10801482843,78.34174871998789,0.0,2.0,0.4432025334314975,0.886405066862995,0.0,1,53364.299999999996
258,00f96602-b295-48d7-bdf1-c2281c219ba7,W2,0,177881.0,22973.10801482843,78.34174871998789,0.0,2.0,0.4432025334314975,0.886405066862995,0.0,2,177881.0
259,00f96602-b295-48d7-bdf1-c2281c219ba7,W2,0,177881.0,22973.10801482843,78.34174871998789,0.0,2.0,0.4432025334314975,0.886405066862995,0.0,3,231245.30000000002
272,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,0,107645.0,40413.83376182296,303.6971870581141,0.0,0.0,0.5768555873300513,0.0,0.0,0,0.0
273,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,0,107645.0,40413.83376182296,303.6971870581141,0.0,0.0,0.5768555873300513,0.0,0.0,1,32293.5
274,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,0,107645.0,40413.83376182296,303.6971870581141,0.0,0.0,0.5768555873300513,0.0,0.0,2,107645.0
275,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,0,107645.0,40413.83376182296,303.6971870581141,0.0,0.0,0.5768555873300513,0.0,0.0,3,139938.5
288,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,0,122300.0,35379.552819098855,202.19858216608165,0.0,0.0,0.0,0.0,0.0,0,0.0
289,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,0,122300.0,35379.552819098855,202.19858216608165,0.0,0.0,0.0,0.0,0.0,1,36690.0
290,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,0,122300.0,35379.552819098855,202.19858216608165,0.0,0.0,0.0,0.0,0.0,2,122300.0
291,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,0,122300.0,35379.552819098855,202.19858216608165,0.0,0.0,0.0,0.0,0.0,3,158990.0
304,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,0,110462.0,17092.051324075375,98.35605300963596,0.0,4.0,0.3695841696982724,1.4783366787930896,0.0,0,0.0
305,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,0,110462.0,17092.051324075375,98.35605300963596,0.0,4.0,0.3695841696982724,1.4783366787930896,0.0,1,33138.6
306,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,0,110462.0,17092.051324075375,98.35605300963596,0.0,4.0,0.3695841696982724,1.4783366787930896,0.0,2,110462.0
307,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,0,110462.0,17092.051324075375,98.35605300963596,0.0,4.0,0.3695841696982724,1.4783366787930896,0.0,3,143600.6
320,012722f6-6103-46cf-9f85-589399695d8e,W1,0,183423.0,91897.79729822896,427.1158482247261,1.0,1.0,0.5387515399768648,0.5387515399768648,1.0,0,0.0
321,012722f6-6103-46cf-9f85-589399695d8e,W1,0,183423.0,91897.79729822896,427.1158482247261,1.0,1.0,0.5387515399768648,0.5387515399768648,1.0,1,55026.9
322,012722f6-6103-46cf-9f85-589399695d8e,W1,0,183423.0,91897.79729822896,427.1158482247261,1.0,1.0,0.5387515399768648,0.5387515399768648,1.0,2,183423.0
323,012722f6-6103-46cf-9f85-589399695d8e,W1,0,183423.0,91897.79729822896,427.1158482247261,1.0,1.0,0.5387515399768648,0.5387515399768648,1.0,3,238449.9
336,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,0,82781.0,14276.483911958232,111.507053456561,0.0,2.0,0.5002751747686722,1.0005503495373445,0.0,0,0.0
337,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,0,82781.0,14276.483911958232,111.507053456561,0.0,2.0,0.5002751747686722,1.0005503495373445,0.0,1,24834.3
338,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,0,82781.0,14276.483911958232,111.507053456561,0.0,2.0,0.5002751747686722,1.0005503495373445,0.0,2,82781.0
339,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,0,82781.0,14276.483911958232,111.507053456561,0.0,2.0,0.5002751747686722,1.0005503495373445,0.0,3,107615.3
352,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,0,221176.0,35172.29609444724,101.2551370568428,0.0,1.0,0.3630950709933145,0.3630950709933145,0.0,0,0.0
353,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,0,221176.0,35172.29609444724,101.2551370568428,0.0,1.0,0.3630950709933145,0.3630950709933145,0.0,1,66352.8
354,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,0,221176.0,35172.29609444724,101.2551370568428,0.0,1.0,0.3630950709933145,0.3630950709933145,0.0,2,221176.0
355,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,0,221176.0,35172.29609444724,101.2551370568428,0.0,1.0,0.3630950709933145,0.3630950709933145,0.0,3,287528.8
368,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,0,34082.0,6092.054137111761,116.84061420546443,0.0,2.0,0.4545569715352646,0.9091139430705292,0.0,0,0.0
369,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,0,34082.0,6092.054137111761,116.84061420546443,0.0,2.0,0.4545569715352646,0.9091139430705292,0.0,1,10224.6
370,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,0,34082.0,6092.054137111761,116.84061420546443,0.0,2.0,0.4545569715352646,0.9091139430705292,0.0,2,34082.0
371,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,0,34082.0,6092.054137111761,116.84061420546443,0.0,2.0,0.4545569715352646,0.9091139430705292,0.0,3,44306.6
384,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,0,31293.0,17581.460700912416,485.6905277170611,1.0,2.0,0.6865782995295251,1.3731565990590502,2.0,0,0.0
385,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,0,31293.0,17581.460700912416,485.6905277170611,1.0,2.0,0.6865782995295251,1.3731565990590502,2.0,1,9387.9
386,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,0,31293.0,17581.460700912416,485.6905277170611,1.0,2.0,0.6865782995295251,1.3731565990590502,2.0,2,31293.0
387,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,0,31293.0,17581.460700912416,485.6905277170611,1.0,2.0,0.6865782995295251,1.3731565990590502,2.0,3,40680.9
400,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,0,100007.0,30116.52336602437,232.3707070660086,1.0,1.0,0.5525958997992466,0.5525958997992466,1.0,0,0.0
401,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,0,100007.0,30116.52336602437,232.3707070660086,1.0,1.0,0.5525958997992466,0.5525958997992466,1.0,1,30002.1
402,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,0,100007.0,30116.52336602437,232.3707070660086,1.0,1.0,0.5525958997992466,0.5525958997992466,1.0,2,100007.0
403,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,0,100007.0,30116.52336602437,232.3707070660086,1.0,1.0,0.5525958997992466,0.5525958997992466,1.0,3,130009.1
416,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,0,125161.0,25980.624849158416,138.90512557861274,0.0,2.0,0.4925583275849722,0.9851166551699444,0.0,0,0.0
417,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,0,125161.0,25980.624849158416,138.90512557861274,0.0,2.0,0.4925583275849722,0.9851166551699444,0.0,1,37548.299999999996
418,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,0,125161.0,25980.624849158416,138.90512557861274,0.0,2.0,0.4925583275849722,0.9851166551699444,0.0,2,125161.0
419,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,0,125161.0,25980.624849158416,138.90512557861274,0.0,2.0,0.4925583275849722,0.9851166551699444,0.0,3,162709.30000000002
432,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,0,83731.0,20065.819864519268,168.56400775031645,1.0,2.0,0.5334699440097,1.0669398880194,2.0,0,0.0
433,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,0,83731.0,20065.819864519268,168.56400775031645,1.0,2.0,0.5334699440097,1.0669398880194,2.0,1,25119.3
434,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,0,83731.0,20065.819864519268,168.56400775031645,1.0,2.0,0.5334699440097,1.0669398880194,2.0,2,83731.0
435,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,0,83731.0,20065.819864519268,168.56400775031645,1.0,2.0,0.5334699440097,1.0669398880194,2.0,3,108850.3
448,0180337c-52a7-450f-bc36-c2db307944eb,W1,0,149803.0,26829.42404961698,117.74778555139356,1.0,2.0,0.464573333670442,0.929146667340884,2.0,0,0.0
449,0180337c-52a7-450f-bc36-c2db307944eb,W1,0,149803.0,26829.42404961698,117.74778555139356,1.0,2.0,0.464573333670442,0.929146667340884,2.0,1,44940.9
450,0180337c-52a7-450f-bc36-c2db307944eb,W1,0,149803.0,26829.42404961698,117.74778555139356,1.0,2.0,0.464573333670442,0.929146667340884,2.0,2,149803.0
451,0180337c-52a7-450f-bc36-c2db307944eb,W1,0,149803.0,26829.42404961698,117.74778555139356,1.0,2.0,0.464573333670442,0.929146667340884,2.0,3,194743.9
464,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,0,50111.0,21916.72963775289,365.0963930851014,0.0,3.0,0.6433855828762002,1.9301567486286006,0.0,0,0.0
465,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,0,50111.0,21916.72963775289,365.0963930851014,0.0,3.0,0.6433855828762002,1.9301567486286006,0.0,1,15033.3
466,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,0,50111.0,21916.72963775289,365.0963930851014,0.0,3.0,0.6433855828762002,1.9301567486286006,0.0,2,50111.0
467,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,0,50111.0,21916.72963775289,365.0963930851014,0.0,3.0,0.6433855828762002,1.9301567486286006,0.0,3,65144.3
480,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,0,316800.0,136962.74900672183,333.1862569579581,1.0,0.0,0.4923827843042239,0.0,0.0,0,0.0
481,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,0,316800.0,136962.74900672183,333.1862569579581,1.0,0.0,0.4923827843042239,0.0,0.0,1,95040.0
482,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,0,316800.0,136962.74900672183,333.1862569579581,1.0,0.0,0.4923827843042239,0.0,0.0,2,316800.0
483,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,0,316800.0,136962.74900672183,333.1862569579581,1.0,0.0,0.4923827843042239,0.0,0.0,3,411840.0
496,0199389e-f518-4658-9013-84efc2963dac,RC,0,70480.0,24561.23765873456,258.49090019030723,1.0,1.0,0.5870292815080393,0.5870292815080393,1.0,0,0.0
497,0199389e-f518-4658-9013-84efc2963dac,RC,0,70480.0,24561.23765873456,258.49090019030723,1.0,1.0,0.5870292815080393,0.5870292815080393,1.0,1,21144.0
498,0199389e-f518-4658-9013-84efc2963dac,RC,0,70480.0,24561.23765873456,258.49090019030723,1.0,1.0,0.5870292815080393,0.5870292815080393,1.0,2,70480.0
499,0199389e-f518-4658-9013-84efc2963dac,RC,0,70480.0,24561.23765873456,258.49090019030723,1.0,1.0,0.5870292815080393,0.5870292815080393,1.0,3,91624.0
512,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,0,68682.0,38587.85938900286,485.6905277170611,0.0,0.0,0.6775920296087636,0.0,0.0,0,0.0
513,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,0,68682.0,38587.85938900286,485.6905277170611,0.0,0.0,0.6775920296087636,0.0,0.0,1,20604.6
514,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,0,68682.0,38587.85938900286,485.6905277170611,0.0,0.0,0.6775920296087636,0.0,0.0,2,68682.0
515,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,0,68682.0,38587.85938900286,485.6905277170611,0.0,0.0,0.6775920296087636,0.0,0.0,3,89286.6
528,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,0,62805.0,8475.56560945168,82.54637626765509,1.0,5.0,0.491010905673834,2.45505452836917,5.0,0,0.0
529,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,0,62805.0,8475.56560945168,82.54637626765509,1.0,5.0,0.491010905673834,2.45505452836917,5.0,1,18841.5
530,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,0,62805.0,8475.56560945168,82.54637626765509,1.0,5.0,0.491010905673834,2.45505452836917,5.0,2,62805.0
531,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,0,62805.0,8475.56560945168,82.54637626765509,1.0,5.0,0.491010905673834,2.45505452836917,5.0,3,81646.5
544,01c207eb-b528-481e-a131-7fea792606b2,W1,0,159250.0,39116.01366806776,178.27695047301324,0.0,2.0,0.5259041455465291,1.0518082910930582,0.0,0,0.0
545,01c207eb-b528-481e-a131-7fea792606b2,W1,0,159250.0,39116.01366806776,178.27695047301324,0.0,2.0,0.5259041455465291,1.0518082910930582,0.0,1,47775.0
546,01c207eb-b528-481e-a131-7fea792606b2,W1,0,159250.0,39116.01366806776,178.27695047301324,0.0,2.0,0.5259041455465291,1.0518082910930582,0.0,2,159250.0
547,01c207eb-b528-481e-a131-7fea792606b2,W1,0,159250.0,39116.01366806776,178.27695047301324,0.0,2.0,0.5259041455465291,1.0518082910930582,0.0,3,207025.0
560,01caa447-5f93-4d40-8828-65362e526b9a,W2,0,215572.0,27840.853384974194,78.34174871998789,0.0,0.0,0.3076373987532642,0.0,0.0,0,0.0
561,01caa447-5f93-4d40-8828-65362e526b9a,W2,0,215572.0,27840.853384974194,78.34174871998789,0.0,0.0,0.3076373987532642,0.0,0.0,1,64671.6
562,01caa447-5f93-4d40-8828-65362e526b9a,W2,0,215572.0,27840.853384974194,78.34174871998789,0.0,0.0,0.3076373987532642,0.0,0.0,2,215572.0
563,01caa447-5f93-4d40-8828-65362e526b9a,W2,0,215572.0,27840.853384974194,78.34174871998789,0.0,0.0,0.3076373987532642,0.0,0.0,3,280243.60000000003
576,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,0,149780.0,82509.13910886254,440.0315118245021,0.0,0.0,0.0,0.0,0.0,0,0.0
577,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,0,149780.0,82509.13910886254,440.0315118245021,0.0,0.0,0.0,0.0,0.0,1,44934.0
578,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,0,149780.0,82509.13910886254,440.0315118245021,0.0,0.0,0.0,0.0,0.0,2,149780.0
579,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,0,149780.0,82509.13910886254,440.0315118245021,0.0,0.0,0.0,0.0,0.0,3,194714.0
592,02053cf7-3983-4902-bafd-2087e758414b,RC,0,24893.0,7188.943135728103,201.7975808599271,0.0,0.0,0.0,0.0,0.0,0,0.0
593,02053cf7-3983-4902-bafd-2087e758414b,RC,0,24893.0,7188.943135728103,201.7975808599271,0.0,0.0,0.0,0.0,0.0,1,7467.9
594,02053cf7-3983-4902-bafd-2087e758414b,RC,0,24893.0,7188.943135728103,201.7975808599271,0.0,0.0,0.0,0.0,0.0,2,24893.0
595,02053cf7-3983-4902-bafd-2087e758414b,RC,0,24893.0,7188.943135728103,201.7975808599271,0.0,0.0,0.0,0.0,0.0,3,32360.9
608,021f7139-ddc0-482a-95a0-1844cfc8b311,RC,0,455368.0,126857.05701961085,193.1707808549035,0.0,0.0,0.0,0.0,0.0,0,0.0
609,021f7139-ddc0-482a-95a0-1844cfc8b311,RC,0,455368.0,126857.05701961085,193.1707808549035,0.0,0.0,0.0,0.0,0.0,1,136610.4
610,021f7139-ddc0-482a-95a0-1844cfc8b311,RC,0,455368.0,126857.05701961085,193.1707808549035,0.0,0.0,0.0,0.0,0.0,2,455368.0
611,021f7139-ddc0-482a-95a0-1844cfc8b311,RC,0,455368.0,126857.05701961085,193.1707808549035,0.0,0.0,0.0,0.0,0.0,3,591978.4
624,02220913-4951-4265-8690-21e2f48baf88,W1,0,118895.0,72561.2310463898,533.0085543126418,1.0,2.0,0.7155553633241741,1.4311107266483483,2.0,0,0.0
625,02220913-4951-4265-8690-21e2f48baf88,W1,0,118895.0,72561.2310463898,533.0085543126418,1.0,2.0,0.7155553633241741,1.4311107266483483,2.0,1,35668.5
626,02220913-4951-4265-8690-21e2f48baf88,W1,0,118895.0,72561.2310463898,533.0085543126418,1.0,2.0,0.7155553633241741,1.4311107266483483,2.0,2,118895.0
