guid,LS_0,LS_1,LS_2,DS_0,DS_1,DS_2,DS_3,hazard,rmv,year_built,struct_typ,econ_loss,repair
fba4c73f-9b1b-4942-b7fb-bc276a4e0a4e,0.7444154505620073,0.3581954208729926,0.1386548166487027,0.2555845494379927,0.3862200296890147,0.2195406042242899,0.1386548166487027,Earthquake+Tsunami,0.0,1968,W1,0.0,114.54265673441873
65d6e370-c05b-4b2f-bd17-d914d1d056c7,0.668683548,0.2462798058,0.0535429986,0.331316452,0.4224037422,0.1927368072,0.0535429986,Earthquake+Tsunami,0.0,1992,W1,0.0,75.60711655257508
dad76485-9694-409e-ac7f-c64c7bd5c32c,0.7444154505620073,0.3581954208729926,0.1386548166487027,0.2555845494379927,0.3862200296890147,0.2195406042242899,0.1386548166487027,Earthquake+Tsunami,0.0,1974,W1,0.0,114.54265673441873
6f57cfb6-d244-40d5-96f5-03aeddd5e30a,0.6837056607650243,0.2804539908795517,0.0964560013091971,0.3162943392349757,0.4032516698854725,0.1839979895703546,0.0964560013091971,Earthquake+Tsunami,0.0,1984,W1,0.0,90.67501771506446
929f1040-6224-409d-b4e3-58946daf3b91,0.7334247238352948,0.330596339642736,0.1016149816962344,0.2665752761647052,0.4028283841925588,0.2289813579465016,0.1016149816962344,Earthquake+Tsunami,0.0,1964,W1,0.0,101.92617438360938
9020fc6c-4b0e-4e5b-b8be-fa58141b57b5,0.6904609554,0.2157928025,0.062520047,0.3095390446,0.4746681529,0.1532727555,0.062520047,Earthquake+Tsunami,11578.0,2007,W1,2497.250909302554,72.99033239606793
3dcc3d59-dddf-4bc7-88cf-eacfe0b76ef0,0.9996121262412936,0.999087114378162,0.998811817656199,0.0003878737587065,0.0005250118631315,0.0002752967219629,0.998811817656199,Earthquake+Tsunami,67088.0,1941,W1,60323.2060269269,407.52285253040196
050589e0-041f-4ac6-83f8-420ac509cdde,0.7217077863415413,0.3332102474367122,0.0951023326017793,0.2782922136584587,0.3884975389048291,0.2381079148349328,0.0951023326017793,Earthquake+Tsunami,8211.0,1990,RC,2283.972023567806,100.64711090470219
09c131b1-089b-4f1a-a14b-b705be8f5520,0.9058170164394456,0.7783343431095646,0.7114871639517015,0.0941829835605544,0.1274826733298809,0.066847179157863,0.7114871639517015,Earthquake+Tsunami,0.0,1970,W1,0.0,308.2343931408181
44656106-10fc-423d-bc34-f37a947493e3,0.7444154505620073,0.3581954208729926,0.1386548166487027,0.2555845494379927,0.3862200296890147,0.2195406042242899,0.1386548166487027,Earthquake+Tsunami,0.0,1975,W1,0.0,114.54265673441873
0b4073d3-7d7e-439d-b9ef-1373291f37cc,0.668683548,0.2462798058,0.0535429986,0.331316452,0.4224037422,0.1927368072,0.0535429986,Earthquake+Tsunami,11820.0,1992,W1,2616.0391011118204,75.60711655257508
bef20397-d546-475e-8dfd-b58a422019d8,0.6337825074,0.1745036479,0.0482209923,0.3662174926,0.4592788594999999,0.1262826556,0.0482209923,Earthquake+Tsunami,0.0,2006,W1,0.0,61.14509324181724
f5e2c264-da77-4971-99d8-0c3d7562b986,0.7763826759520815,0.4912872817197697,0.3612023166918225,0.2236173240479184,0.2850953942323118,0.1300849650279472,0.3612023166918225,Earthquake+Tsunami,0.0,1988,W1,0.0,183.63451859994862
d8ffb229-86e0-4907-97a5-84eb9ac248e6,0.9995545878646772,0.9989516941401646,0.9986355590626445,0.0004454121353226,0.0006028937245127,0.0003161350775202,0.9986355590626445,Earthquake+Tsunami,109813.0,1959,W1,98726.45006365124,407.4619442721562
0bf34a44-f8fe-41b4-a241-7c71ed06aa20,0.786825364357208,0.4255472450469797,0.1318069914123232,0.213174635642792,0.3612781193102282,0.2937402536346565,0.1318069914123232,Earthquake+Tsunami,25411.0,1,RC,8569.794022960717,126.02355824158946
340d43a0-35ff-4738-b11b-849434a662a4,0.6904609554,0.2157928025,0.062520047,0.3095390446,0.4746681529,0.1532727555,0.062520047,Earthquake+Tsunami,0.0,1998,W1,0.0,72.99033239606793
defedc4a-ea47-45c6-87d5-4c374f6920e5,0.7444154505620073,0.3581954208729926,0.1386548166487027,0.2555845494379927,0.3862200296890147,0.2195406042242899,0.1386548166487027,Earthquake+Tsunami,0.0,1974,W1,0.0,114.54265673441873
837b8691-a385-4519-a7bc-6eed26afc2a7,0.9058170164394456,0.7783343431095646,0.7114871639517015,0.0941829835605544,0.1274826733298809,0.066847179157863,0.7114871639517015,Earthquake+Tsunami,0.0,1970,W1,0.0,308.2343931408181
3ae2a39b-f04a-4654-8d64-672205c5007d,0.9058170164394456,0.7783343431095646,0.7114871639517015,0.0941829835605544,0.1274826733298809,0.066847179157863,0.7114871639517015,Earthquake+Tsunami,0.0,1968,W1,0.0,308.2343931408181
ed2894f9-e44b-4ff0-acfb-b05b1367702c,0.8841027815838445,0.7537014197243608,0.6991861674010325,0.1158972184161555,0.1304013618594837,0.0545152523233283,0.6991861674010325,Earthquake+Tsunami,0.0,1981,W1,0.0,300.80647316211116
b2873126-ea18-4a3b-99d8-ad908f80ef8d,0.9058170164394456,0.7783343431095646,0.7114871639517015,0.0941829835605544,0.1274826733298809,0.066847179157863,0.7114871639517015,Earthquake+Tsunami,0.0,1975,W1,0.0,308.2343931408181
afa1ef2f-7bbe-41ae-95b4-3c5873a58f99,0.7763826759520815,0.4912872817197697,0.3612023166918225,0.2236173240479184,0.2850953942323118,0.1300849650279472,0.3612023166918225,Earthquake+Tsunami,0.0,1990,W1,0.0,183.63451859994862
113a852a-6876-4931-81f0-5158f0c70d14,0.7444154505620073,0.3581954208729926,0.1386548166487027,0.2555845494379927,0.3862200296890147,0.2195406042242899,0.1386548166487027,Earthquake+Tsunami,0.0,1971,W1,0.0,114.54265673441873
9d304a7c-e3f2-491d-ab32-0a8ec91a8e30,0.9190559085982531,0.8094929199133774,0.7520421578420726,0.0809440914017467,0.1095629886848759,0.0574507620713047,0.7520421578420726,Earthquake+Tsunami,0.0,1968,W1,0.0,322.24865475050996
4ac0a784-57a8-4437-a8ec-c0fefb85012e,0.7444154505620073,0.3581954208729926,0.1386548166487027,0.2555845494379927,0.3862200296890147,0.2195406042242899,0.1386548166487027,Earthquake+Tsunami,0.0,1972,W1,0.0,114.54265673441873
25bc3a48-29df-4335-ac04-3e186976490c,0.8483302074911918,0.591287538092322,0.2937293763169203,0.1516697925088082,0.2570426693988697,0.2975581617754017,0.2937293763169203,Earthquake+Tsunami,716337.0,1945,RC,335685.1102254032,189.29498974388005
3982d6c7-d2a6-48cf-ac99-de1dd8b42864,0.6904609554,0.2157928025,0.062520047,0.3095390446,0.4746681529,0.1532727555,0.062520047,Earthquake+Tsunami,0.0,1995,W1,0.0,72.99033239606793
da7413ba-bc45-46a7-9516-9bc314d5604b,0.7444154505620073,0.3581954208729926,0.1386548166487027,0.2555845494379927,0.3862200296890147,0.2195406042242899,0.1386548166487027,Earthquake+Tsunami,0.0,1977,W1,0.0,114.54265673441873
a436c038-22b1-4339-920b-cf430b4cf2e4,0.6904609554,0.2157928025,0.062520047,0.3095390446,0.4746681529,0.1532727555,0.062520047,Earthquake+Tsunami,0.0,1995,W1,0.0,72.99033239606793
22aa85a2-af0c-436c-9f60-e4ff7254ec6f,0.668683548,0.2462798058,0.0535429986,0.331316452,0.4224037422,0.1927368072,0.0535429986,Earthquake+Tsunami,0.0,1993,W1,0.0,75.60711655257508
919c4386-34ce-431d-ad36-ebad80c126d2,0.7763826759520815,0.4912872817197697,0.3612023166918225,0.2236173240479184,0.2850953942323118,0.1300849650279472,0.3612023166918225,Earthquake+Tsunami,0.0,1993,W1,0.0,183.63451859994862
c9bb8034-b154-4950-8361-252628a6dcc9,0.6904609554,0.2157928025,0.062520047,0.3095390446,0.4746681529,0.1532727555,0.062520047,Earthquake+Tsunami,0.0,1995,W1,0.0,72.99033239606793
1d96de99-2ee5-4756-bdba-322a6f705154,0.668683548,0.2462798058,0.0535429986,0.331316452,0.4224037422,0.1927368072,0.0535429986,Earthquake+Tsunami,0.0,1992,W1,0.0,75.60711655257508
7c6bc4b6-d2ae-4eee-966c-da7692f14c22,0.7763826759520815,0.4912872817197697,0.3612023166918225,0.2236173240479184,0.2850953942323118,0.1300849650279472,0.3612023166918225,Earthquake+Tsunami,0.0,1992,W1,0.0,183.63451859994862
6a6c5517-5860-44f7-8b7b-c62c1fe7c2a3,0.668683548,0.2462798058,0.0535429986,0.331316452,0.4224037422,0.1927368072,0.0535429986,Earthquake+Tsunami,0.0,1992,W1,0.0,75.60711655257508
a0821314-04d0-4c93-aee7-de7b199cfafa,0.7334247238352948,0.330596339642736,0.1016149816962344,0.2665752761647052,0.4028283841925588,0.2289813579465016,0.1016149816962344,Earthquake+Tsunami,1339.0,1975,W1,376.47927397300055,101.92617438360938
