guid,LS_0,LS_1,LS_2,DS_0,DS_1,DS_2,DS_3,hazard,rmv,year_built,struct_typ,econ_loss,repair,dislocated,numprec,prdis
fba4c73f-9b1b-4942-b7fb-bc276a4e0a4e,0.6764895142,0.2725829018,0.0728644947,0.3235104857999999,0.4039066124,0.1997184071,0.0728644947,Earthquake+Tsunami,0.0,1968,W1,0.0,168.56400775031645,,,
65d6e370-c05b-4b2f-bd17-d914d1d056c7,0.5887785174,0.1867835577,0.0342907415,0.4112214826,0.4019949597,0.1524928162,0.0342907415,Earthquake+Tsunami,0.0,1992,W1,0.0,117.74778555139356,,,
dad76485-9694-409e-ac7f-c64c7bd5c32c,0.6764895142,0.2725829018,0.0728644947,0.3235104857999999,0.4039066124,0.1997184071,0.0728644947,Earthquake+Tsunami,0.0,1974,W1,0.0,168.56400775031645,0.0,2.0,0.4596439649544327
6f57cfb6-d244-40d5-96f5-03aeddd5e30a,0.603691793,0.1968820293,0.0372894607,0.396308207,0.4068097637,0.1595925686,0.0372894607,Earthquake+Tsunami,0.0,1984,W1,0.0,123.4094714741054,1.0,2.0,0.4546227965937968
929f1040-6224-409d-b4e3-58946daf3b91,0.6764895142,0.2725829018,0.0728644947,0.3235104857999999,0.4039066124,0.1997184071,0.0728644947,Earthquake+Tsunami,0.0,1964,W1,0.0,168.56400775031645,0.0,4.0,0.4791505009788198
9020fc6c-4b0e-4e5b-b8be-fa58141b57b5,0.6009149982,0.153915467,0.0414935775,0.3990850017999999,0.4469995312,0.1124218895,0.0414935775,Earthquake+Tsunami,11578.0,2007,W1,1973.54664586296,110.3310052508275,0.0,1.0,0.4910956190290543
3dcc3d59-dddf-4bc7-88cf-eacfe0b76ef0,0.6352273005,0.2372744183,0.0586859753,0.3647726995,0.3979528821999999,0.178588443,0.0586859753,Earthquake+Tsunami,67088.0,1941,W1,14393.56815830545,147.99519476526467,,,
050589e0-041f-4ac6-83f8-420ac509cdde,0.647896415,0.2509373203,0.062626202,0.352103585,0.3969590946999999,0.1883111182999999,0.062626202,Earthquake+Tsunami,8211.0,1990,RC,1832.8912332608527,155.10135514541264,,,
09c131b1-089b-4f1a-a14b-b705be8f5520,0.6198920526,0.225162643,0.0541313551,0.3801079474,0.3947294096,0.1710312879,0.0541313551,Earthquake+Tsunami,0.0,1970,W1,0.0,140.98594284162175,1.0,3.0,0.3823484890278237
44656106-10fc-423d-bc34-f37a947493e3,0.6764895142,0.2725829018,0.0728644947,0.3235104857999999,0.4039066124,0.1997184071,0.0728644947,Earthquake+Tsunami,0.0,1975,W1,0.0,168.56400775031645,0.0,1.0,0.4777860481681564
0b4073d3-7d7e-439d-b9ef-1373291f37cc,0.5887785174,0.1867835577,0.0342907415,0.4112214826,0.4019949597,0.1524928162,0.0342907415,Earthquake+Tsunami,11820.0,1992,W1,2116.93886148123,117.74778555139356,0.0,4.0,0.455835800881965
bef20397-d546-475e-8dfd-b58a422019d8,0.5450463051,0.1235260348,0.0320489943,0.4549536949,0.4215202702999999,0.0914770405,0.0320489943,Earthquake+Tsunami,0.0,2006,W1,0.0,92.38072485317876,0.0,2.0,0.4391135245373833
f5e2c264-da77-4971-99d8-0c3d7562b986,0.603691793,0.1968820293,0.0372894607,0.396308207,0.4068097637,0.1595925686,0.0372894607,Earthquake+Tsunami,0.0,1988,W1,0.0,123.4094714741054,0.0,4.0,0.4761417109147267
