guid,LS_0,LS_1,LS_2,DS_0,DS_1,DS_2,DS_3,hazard,rmv,year_built,struct_typ,econ_loss,repair,dislocated,numprec,prdis
fba4c73f-9b1b-4942-b7fb-bc276a4e0a4e,0.5337908801,0.0905813229,0.0171558842,0.4662091199,0.4432095572,0.0734254387,0.0171558842,Earthquake+Tsunami,0.0,1968,W1,0.0,37.17354268088242,,,
65d6e370-c05b-4b2f-bd17-d914d1d056c7,0.5152397343,0.0835496951,0.01556933,0.4847602656999999,0.4316900392,0.0679803651,0.01556933,Earthquake+Tsunami,0.0,1992,W1,0.0,35.02937593309193,,,
dad76485-9694-409e-ac7f-c64c7bd5c32c,0.5337908801,0.0905813229,0.0171558842,0.4662091199,0.4432095572,0.0734254387,0.0171558842,Earthquake+Tsunami,0.0,1974,W1,0.0,37.17354268088242,0.0,2.0,0.4017576579336651
6f57cfb6-d244-40d5-96f5-03aeddd5e30a,0.5337908801,0.0905813229,0.0171558842,0.4662091199,0.4432095572,0.0734254387,0.0171558842,Earthquake+Tsunami,0.0,1984,W1,0.0,37.17354268088242,1.0,2.0,0.4320912799557538
929f1040-6224-409d-b4e3-58946daf3b91,0.5337908801,0.0905813229,0.0171558842,0.4662091199,0.4432095572,0.0734254387,0.0171558842,Earthquake+Tsunami,0.0,1964,W1,0.0,37.17354268088242,0.0,4.0,0.4213784632523709
9020fc6c-4b0e-4e5b-b8be-fa58141b57b5,0.5152397343,0.0835496951,0.01556933,0.4847602656999999,0.4316900392,0.0679803651,0.01556933,Earthquake+Tsunami,11578.0,2007,W1,1397.8970986155907,35.02937593309193,0.0,1.0,0.4624513819933146
3dcc3d59-dddf-4bc7-88cf-eacfe0b76ef0,0.4758355343,0.0700052324,0.01261658,0.5241644657,0.4058303018999999,0.0573886524,0.01261658,Earthquake+Tsunami,67088.0,1941,W1,7275.237397775983,30.796568606448734,,,
050589e0-041f-4ac6-83f8-420ac509cdde,0.5578962577,0.1281446188,0.0078421486,0.4421037423,0.4297516388999999,0.1203024702,0.0078421486,Earthquake+Tsunami,8211.0,1990,RC,1166.342293212201,42.47118955863092,,,
09c131b1-089b-4f1a-a14b-b705be8f5520,0.4549553311,0.0635270671,0.0112538136,0.5450446688999999,0.391428264,0.0522732535,0.0112538136,Earthquake+Tsunami,0.0,1970,W1,0.0,28.713605157153467,1.0,3.0,0.3134174173753669
44656106-10fc-423d-bc34-f37a947493e3,0.5337908801,0.0905813229,0.0171558842,0.4662091199,0.4432095572,0.0734254387,0.0171558842,Earthquake+Tsunami,0.0,1975,W1,0.0,37.17354268088242,0.0,1.0,0.4022627781110228
0b4073d3-7d7e-439d-b9ef-1373291f37cc,0.5152397343,0.0835496951,0.01556933,0.4847602656999999,0.4316900392,0.0679803651,0.01556933,Earthquake+Tsunami,11820.0,1992,W1,1427.1155385762895,35.02937593309193,0.0,4.0,0.4294889215495495
bef20397-d546-475e-8dfd-b58a422019d8,0.4549553311,0.0635270671,0.0112538136,0.5450446688999999,0.391428264,0.0522732535,0.0112538136,Earthquake+Tsunami,0.0,2006,W1,0.0,28.713605157153467,0.0,2.0,0.4142355846184853
f5e2c264-da77-4971-99d8-0c3d7562b986,0.5337908801,0.0905813229,0.0171558842,0.4662091199,0.4432095572,0.0734254387,0.0171558842,Earthquake+Tsunami,0.0,1988,W1,0.0,37.17354268088242,0.0,4.0,0.448671027359034
d8ffb229-86e0-4907-97a5-84eb9ac248e6,0.4758355343,0.0700052324,0.01261658,0.5241644657,0.4058303018999999,0.0573886524,0.01261658,Earthquake+Tsunami,109813.0,1959,W1,11908.473115340656,30.796568606448734,,,
0bf34a44-f8fe-41b4-a241-7c71ed06aa20,0.5578962577,0.1281446188,0.0078421486,0.4421037423,0.4297516388999999,0.1203024702,0.0078421486,Earthquake+Tsunami,25411.0,1,RC,3609.5389127774006,42.47118955863092,0.0,3.0,0.4705189386165037
340d43a0-35ff-4738-b11b-849434a662a4,0.5152397343,0.0835496951,0.01556933,0.4847602656999999,0.4316900392,0.0679803651,0.01556933,Earthquake+Tsunami,0.0,1998,W1,0.0,35.02937593309193,,,
