guid,LS_0,LS_1,LS_2,DS_0,DS_1,DS_2,DS_3,hazard,rmv,year_built,struct_typ,econ_loss,repair,dislocated,numprec,prdis
fba4c73f-9b1b-4942-b7fb-bc276a4e0a4e,0.6174802815702273,0.1314464075635626,0.0302910269170741,0.3825197184297727,0.4860338740066646,0.1011553806464884,0.0302910269170741,Earthquake+Tsunami,0.0,1968,W1,0.0,99.23974628822984,,,
65d6e370-c05b-4b2f-bd17-d914d1d056c7,0.6158329271,0.1277059059,0.0261148908,0.3841670728999999,0.4881270212,0.1015910151,0.0261148908,Earthquake+Tsunami,0.0,1992,W1,0.0,96.15352911940204,,,
dad76485-9694-409e-ac7f-c64c7bd5c32c,0.6174802815702273,0.1314464075635626,0.0302910269170741,0.3825197184297727,0.4860338740066646,0.1011553806464884,0.0302910269170741,Earthquake+Tsunami,0.0,1974,W1,0.0,99.23974628822984,0.0,2.0,0.4196658214474545
6f57cfb6-d244-40d5-96f5-03aeddd5e30a,0.6174802815702273,0.1314464075635626,0.0302910269170741,0.3825197184297727,0.4860338740066646,0.1011553806464884,0.0302910269170741,Earthquake+Tsunami,0.0,1984,W1,0.0,99.23974628822984,1.0,2.0,0.4518027947778605
929f1040-6224-409d-b4e3-58946daf3b91,0.6159027685586032,0.1278644887046191,0.026291942820687,0.3840972314413968,0.4880382798539839,0.1015725458839321,0.026291942820687,Earthquake+Tsunami,0.0,1964,W1,0.0,96.28437279180672,0.0,4.0,0.4358994114348304
9020fc6c-4b0e-4e5b-b8be-fa58141b57b5,0.6158329271,0.1277059059,0.0261148908,0.3841670728999999,0.4881270212,0.1015910151,0.0261148908,Earthquake+Tsunami,11578.0,2007,W1,1817.2711129949391,96.15352911940204,0.0,1.0,0.4866904737326025
3dcc3d59-dddf-4bc7-88cf-eacfe0b76ef0,0.9918254381585488,0.983038989307716,0.9814367009892552,0.0081745618414511,0.0087864488508329,0.0016022883184606,0.9814367009892552,Earthquake+Tsunami,67088.0,1941,W1,59411.59392516264,801.9773447885123,,,
050589e0-041f-4ac6-83f8-420ac509cdde,0.6387294282216187,0.1760377334664959,0.0139459414866977,0.3612705717783813,0.4626916947551227,0.1620917919797981,0.0139459414866977,Earthquake+Tsunami,8211.0,1990,RC,1438.7757468605942,109.16328394151104,,,
09c131b1-089b-4f1a-a14b-b705be8f5520,0.7088891270069287,0.3959878553442892,0.3389274819297185,0.2911108729930712,0.3129012716626395,0.0570603734145707,0.3389274819297185,Earthquake+Tsunami,0.0,1970,W1,0.0,321.2352953586969,1.0,3.0,0.4772120162911894
44656106-10fc-423d-bc34-f37a947493e3,0.6174802815702273,0.1314464075635626,0.0302910269170741,0.3825197184297727,0.4860338740066646,0.1011553806464884,0.0302910269170741,Earthquake+Tsunami,0.0,1975,W1,0.0,99.23974628822984,0.0,1.0,0.4227183156965588
0b4073d3-7d7e-439d-b9ef-1373291f37cc,0.6158329271,0.1277059059,0.0261148908,0.3841670728999999,0.4881270212,0.1015910151,0.0261148908,Earthquake+Tsunami,11820.0,1992,W1,1855.25518704441,96.15352911940204,0.0,4.0,0.4471671288602848
bef20397-d546-475e-8dfd-b58a422019d8,0.5515985013,0.0977639241,0.0188134439,0.4484014987,0.4538345772,0.0789504801999999,0.0188134439,Earthquake+Tsunami,0.0,2006,W1,0.0,78.66557679469614,0.0,2.0,0.4303295289048969
f5e2c264-da77-4971-99d8-0c3d7562b986,0.6474205217642951,0.1994290550613587,0.1061912176095336,0.3525794782357049,0.4479914667029364,0.093237837451825,0.1061912176095336,Earthquake+Tsunami,0.0,1988,W1,0.0,155.33094280710517,0.0,4.0,0.493075118006381
d8ffb229-86e0-4907-97a5-84eb9ac248e6,0.9909450833222028,0.9812123828079578,0.9794375369509112,0.0090549166777972,0.009732700514245,0.0017748458570465,0.9794375369509112,Earthquake+Tsunami,109813.0,1959,W1,97077.30463139544,800.4815184432551,,,
0bf34a44-f8fe-41b4-a241-7c71ed06aa20,0.6387173081856224,0.1760100908819343,0.0139380814197633,0.3612826918143775,0.4627072173036881,0.1620720094621709,0.0139380814197633,Earthquake+Tsunami,25411.0,1,RC,4452.259038844217,109.14986345066066,0.0,3.0,0.4900536844802227
340d43a0-35ff-4738-b11b-849434a662a4,0.6158329271,0.1277059059,0.0261148908,0.3841670728999999,0.4881270212,0.1015910151,0.0261148908,Earthquake+Tsunami,0.0,1998,W1,0.0,96.15352911940204,,,
