,Z,S,K,rmv,l,repair,dislocated,numprec,prdis,d_ijk,b,Q_t_hat
0,0003c653-233c-455b-a71e-d8f4a28ef8b5,W2,0,184363.0,49842.73298140953,189.5641196838804,0.0,4.0,0.5457494427089475,2.18299777083579,1,0.04051381057573849
1,0003c653-233c-455b-a71e-d8f4a28ef8b5,W2,1,184363.0,37709.20966760335,131.08088908047034,0.0,4.0,0.5043602058779759,2.0174408235119037,0,0.028014723034937024
2,0003c653-233c-455b-a71e-d8f4a28ef8b5,W2,2,184363.0,49842.73298140953,189.5641196838804,0.0,4.0,0.5457494427089475,2.18299777083579,0,0.04051381057573849
3,0003c653-233c-455b-a71e-d8f4a28ef8b5,W2,3,184363.0,49842.73298140953,94.7820598419402,0.0,4.0,0.5457494427089475,2.18299777083579,0,0.020256905287869244
4,0004321a-e6dc-48af-80bd-f06f376110a7,W2,0,36330.0,32658.326184287835,814.795508491784,1.0,2.0,0.8337631152928183,1.6675262305856366,1,0.1741388135267758
5,0004321a-e6dc-48af-80bd-f06f376110a7,W2,1,36330.0,32649.45047746848,814.5766813485311,1.0,2.0,0.8336524398746723,1.6673048797493446,0,0.17409204559703592
6,0004321a-e6dc-48af-80bd-f06f376110a7,W2,2,36330.0,12261.775456816304,249.75144606813183,1.0,2.0,0.5479764006806419,1.0959528013612838,0,0.05337709896732888
7,0004321a-e6dc-48af-80bd-f06f376110a7,W2,3,36330.0,32658.326184287835,407.397754245892,1.0,2.0,0.8337631152928183,1.6675262305856366,0,0.0870694067633879
8,0015aa86-c214-407c-b879-d0a5f90627c6,W1,0,77153.0,69423.7532267576,815.6760761628108,1.0,4.0,0.8371338613637871,3.3485354454551484,1,0.1743270092247939
9,0015aa86-c214-407c-b879-d0a5f90627c6,W1,1,77153.0,69417.82632956396,815.5964249322515,1.0,4.0,0.83709740402682,3.34838961610728,0,0.1743099860936635
10,0015aa86-c214-407c-b879-d0a5f90627c6,W1,2,77153.0,47526.00297862132,516.0862969155197,1.0,4.0,0.6997413649346569,2.7989654597386275,0,0.11029841780626623
11,0015aa86-c214-407c-b879-d0a5f90627c6,W1,3,77153.0,69423.7532267576,407.8380380814054,1.0,4.0,0.8371338613637871,3.3485354454551484,0,0.08716350461239696
12,00383daa-2b5e-4a5b-8495-cf5442692171,RC,0,232071.0,153624.06399008608,548.7260166532868,0.0,0.0,0.0,0.0,1,0.11727420744887515
13,00383daa-2b5e-4a5b-8495-cf5442692171,RC,1,232071.0,140733.57357793231,488.7968298005844,0.0,0.0,0.0,0.0,0,0.10446608886526702
14,00383daa-2b5e-4a5b-8495-cf5442692171,RC,2,232071.0,128632.76296070812,444.7107672747661,0.0,0.0,0.0,0.0,0,0.09504397676314728
15,00383daa-2b5e-4a5b-8495-cf5442692171,RC,3,232071.0,153624.06399008608,274.3630083266434,0.0,0.0,0.0,0.0,0,0.058637103724437575
16,00430e85-d86b-4ee0-b6fc-ffe715ebf348,W1,0,87259.0,78533.08066025744,815.866652259343,0.0,0.0,0.852635155214965,0.0,1,0.17436773931595279
17,00430e85-d86b-4ee0-b6fc-ffe715ebf348,W1,1,87259.0,78533.07244153444,815.8665546003987,0.0,0.0,0.8526351060883236,0.0,0,0.17436771844419718
18,00430e85-d86b-4ee0-b6fc-ffe715ebf348,W1,2,87259.0,53751.26688413305,516.0862969155197,0.0,0.0,0.7127453719814337,0.0,0,0.11029841780626623
19,00430e85-d86b-4ee0-b6fc-ffe715ebf348,W1,3,87259.0,78533.08066025744,407.9333261296715,0.0,0.0,0.852635155214965,0.0,0,0.08718386965797639
20,0044af29-0512-485e-87d8-1f23568f1641,RC,0,309880.0,251455.9594771453,713.8842187633743,0.0,0.0,0.0,0.0,1,0.15257196383059934
21,0044af29-0512-485e-87d8-1f23568f1641,RC,1,309880.0,244164.8228315648,686.9810706120813,0.0,0.0,0.0,0.0,0,0.1468221993186752
22,0044af29-0512-485e-87d8-1f23568f1641,RC,2,309880.0,174174.1093973075,452.333322254278,0.0,0.0,0.0,0.0,0,0.0966730759252571
23,0044af29-0512-485e-87d8-1f23568f1641,RC,3,309880.0,251455.9594771453,356.94210938168715,0.0,0.0,0.0,0.0,0,0.07628598191529967
24,004a85d6-030b-48d4-9f37-d1973e20ce24,W1,0,0.0,0.0,814.782307906771,1.0,2.0,0.8411865730279412,1.6823731460558824,1,0.17413599228612334
25,004a85d6-030b-48d4-9f37-d1973e20ce24,W1,1,0.0,0.0,814.3253439893388,1.0,2.0,0.8409593370637873,1.6819186741275747,0,0.17403832955531925
26,004a85d6-030b-48d4-9f37-d1973e20ce24,W1,2,0.0,0.0,520.4933273591503,1.0,2.0,0.7024699215697512,1.4049398431395024,0,0.1112402922332016
27,004a85d6-030b-48d4-9f37-d1973e20ce24,W1,3,0.0,0.0,407.3911539533855,1.0,2.0,0.8411865730279412,1.6823731460558824,0,0.08706799614306167
28,00773410-b137-4179-b4aa-57c8513ae387,RC,0,790937.0,515287.3083184308,556.9924021762133,1.0,0.0,0.6170790860368103,0.0,1,0.11904090664163568
29,00773410-b137-4179-b4aa-57c8513ae387,RC,1,790937.0,484593.5761828982,518.2270456848444,1.0,0.0,0.5981660837387563,0.0,0,0.11075594051823988
30,00773410-b137-4179-b4aa-57c8513ae387,RC,2,790937.0,295126.19443396,279.1136589600531,1.0,0.0,0.477526462819046,0.0,0,0.05965241696090043
31,00773410-b137-4179-b4aa-57c8513ae387,RC,3,790937.0,515287.3083184308,278.49620108810666,1.0,0.0,0.6170790860368103,0.0,0,0.05952045332081784
32,00893cfa-e3e9-4a4d-8347-01510f3fe791,W1,0,338227.0,304403.8112342909,815.8653683241095,0.0,2.0,0.8502366985452717,1.7004733970905435,1,0.1743674649121841
33,00893cfa-e3e9-4a4d-8347-01510f3fe791,W1,1,338227.0,304403.7182245392,815.8650801698325,0.0,2.0,0.8502365624343197,1.7004731248686393,0,0.1743674033275983
34,00893cfa-e3e9-4a4d-8347-01510f3fe791,W1,2,338227.0,189408.7210688704,458.7429171906272,0.0,2.0,0.6856649850618329,1.3713299701236659,0,0.09804294019889447
35,00893cfa-e3e9-4a4d-8347-01510f3fe791,W1,3,338227.0,304403.8112342909,407.9326841620547,0.0,2.0,0.8502366985452717,1.7004733970905435,0,0.08718373245609205
36,00933c34-8cac-49ee-a2c4-88ce42717bd8,W1,0,0.0,0.0,463.5325739152804,0.0,0.0,0.0,0.0,1,0.09906658985152392
37,00933c34-8cac-49ee-a2c4-88ce42717bd8,W1,1,0.0,0.0,396.0439829547124,0.0,0.0,0.0,0.0,0,0.08464286876570046
38,00933c34-8cac-49ee-a2c4-88ce42717bd8,W1,2,0.0,0.0,463.5325739152804,0.0,0.0,0.0,0.0,0,0.09906658985152392
39,00933c34-8cac-49ee-a2c4-88ce42717bd8,W1,3,0.0,0.0,231.7662869576402,0.0,0.0,0.0,0.0,0,0.04953329492576196
40,00a27a64-e1ec-4489-93aa-8560945aadad,W2,0,129243.0,106783.48693645048,742.5428509841464,0.0,0.0,0.0,0.0,1,0.158696911943609
41,00a27a64-e1ec-4489-93aa-8560945aadad,W2,1,129243.0,105741.39483364932,735.2827844018876,0.0,0.0,0.0,0.0,0,0.157145284120942
42,00a27a64-e1ec-4489-93aa-8560945aadad,W2,2,129243.0,35290.55376281346,192.77534024777168,0.0,0.0,0.0,0.0,0,0.041200115462229465
43,00a27a64-e1ec-4489-93aa-8560945aadad,W2,3,129243.0,106783.48693645048,371.2714254920732,0.0,0.0,0.0,0.0,0,0.0793484559718045
44,00a3bf08-2c22-45ed-9bd9-53e0ae68b6bc,W2,0,93033.0,83432.87699686724,812.6558033457258,1.0,2.0,0.8319733438483179,1.6639466876966358,1,0.1736815138588856
45,00a3bf08-2c22-45ed-9bd9-53e0ae68b6bc,W2,1,93033.0,83364.7556102253,811.9999449320081,1.0,2.0,0.8316107294380504,1.6632214588761007,0,0.17354134322120285
46,00a3bf08-2c22-45ed-9bd9-53e0ae68b6bc,W2,2,93033.0,31399.662980291527,249.75144606813183,1.0,2.0,0.5563109890836693,1.1126219781673385,0,0.05337709896732888
47,00a3bf08-2c22-45ed-9bd9-53e0ae68b6bc,W2,3,93033.0,83432.87699686724,406.3279016728629,1.0,2.0,0.8319733438483179,1.6639466876966358,0,0.0868407569294428
48,00c99a85-ddec-4338-a36f-8301605a54e5,RC,0,29976.0,26276.40532180763,790.4638240796563,0.0,0.0,0.0,0.0,1,0.16893862450943714
49,00c99a85-ddec-4338-a36f-8301605a54e5,RC,1,29976.0,25853.710376139406,775.5523347414326,0.0,0.0,0.0,0.0,0,0.16575172787805784
50,00c99a85-ddec-4338-a36f-8301605a54e5,RC,2,29976.0,14851.856376700322,396.1891166347002,0.0,0.0,0.0,0.0,0,0.084673886863582
51,00c99a85-ddec-4338-a36f-8301605a54e5,RC,3,29976.0,26276.40532180763,395.23191203982816,0.0,0.0,0.0,0.0,0,0.08446931225471857
52,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,RC,0,180017.0,146449.9717405129,716.2491694642754,0.0,0.0,0.0,0.0,1,0.15307740317680602
53,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,RC,1,180017.0,142297.9960715764,689.8648328916005,0.0,0.0,0.0,0.0,0,0.14743851953229334
54,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,RC,2,180017.0,101182.07258091876,452.333322254278,0.0,0.0,0.0,0.0,0,0.0966730759252571
55,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,RC,3,180017.0,146449.9717405129,358.1245847321377,0.0,0.0,0.0,0.0,0,0.07653870158840301
56,00cf7030-9e9f-4c7f-85b8-624d5c8a079b,W2,0,74563.0,66499.08291737121,807.6653050732116,1.0,5.0,0.8669635248891655,4.334817624445828,1,0.1726149401738003
57,00cf7030-9e9f-4c7f-85b8-624d5c8a079b,W2,1,74563.0,66359.63375817823,805.99014556359,1.0,5.0,0.8657445357080925,4.328722678540463,0,0.17225692360837572
58,00cf7030-9e9f-4c7f-85b8-624d5c8a079b,W2,2,74563.0,25165.834389942032,249.75144606813183,1.0,5.0,0.5809343039452992,2.904671519726496,0,0.05337709896732888
59,00cf7030-9e9f-4c7f-85b8-624d5c8a079b,W2,3,74563.0,66499.08291737121,403.8326525366058,1.0,5.0,0.8669635248891655,4.334817624445828,0,0.08630747008690015
60,00d27b6b-3768-457d-bbef-5c76a5265a3a,W1,0,54809.0,49327.97467869708,815.8644726745906,0.0,0.0,0.0,0.0,1,0.1743672734931803
61,00d27b6b-3768-457d-bbef-5c76a5265a3a,W1,1,54809.0,49327.92142146934,815.863465175667,0.0,0.0,0.0,0.0,0,0.1743670581696232
62,00d27b6b-3768-457d-bbef-5c76a5265a3a,W1,2,54809.0,33762.16993837253,516.0862969155197,0.0,0.0,0.0,0.0,0,0.11029841780626623
63,00d27b6b-3768-457d-bbef-5c76a5265a3a,W1,3,54809.0,49327.97467869708,407.9322363372953,0.0,0.0,0.0,0.0,0,0.08718363674659015
64,00d8556d-9ccf-43ee-a5e2-bb96730723a4,RC,0,73238.0,64190.01684318229,788.5993304060125,0.0,0.0,0.0,0.0,1,0.1685401432797633
65,00d8556d-9ccf-43ee-a5e2-bb96730723a4,RC,1,73238.0,62681.51587327768,764.8198899719379,0.0,0.0,0.0,0.0,0,0.16345798033168152
66,00d8556d-9ccf-43ee-a5e2-bb96730723a4,RC,2,73238.0,48398.31345600795,555.6390268896671,0.0,0.0,0.0,0.0,0,0.11875166208370744
67,00d8556d-9ccf-43ee-a5e2-bb96730723a4,RC,3,73238.0,64190.01684318229,394.2996652030063,0.0,0.0,0.0,0.0,0,0.08427007163988166
68,00dab1f9-c5d6-466b-a23b-c5efbd388b86,RC,0,209403.0,184624.8455846356,794.6258297759824,0.0,0.0,0.0,0.0,1,0.16982813203162694
69,00dab1f9-c5d6-466b-a23b-c5efbd388b86,RC,1,209403.0,181182.77582990288,775.6256115130678,0.0,0.0,0.0,0.0,0,0.16576738865421412
70,00dab1f9-c5d6-466b-a23b-c5efbd388b86,RC,2,209403.0,138381.05945859296,555.6390268896671,0.0,0.0,0.0,0.0,0,0.11875166208370744
71,00dab1f9-c5d6-466b-a23b-c5efbd388b86,RC,3,209403.0,184624.8455846356,397.3129148879912,0.0,0.0,0.0,0.0,0,0.08491406601581347
72,00f96602-b295-48d7-bdf1-c2281c219ba7,W2,0,177881.0,48090.317392677,189.5641196838804,0.0,2.0,0.5307291427917523,1.0614582855835046,1,0.04051381057573849
73,00f96602-b295-48d7-bdf1-c2281c219ba7,W2,1,177881.0,36383.39539323482,131.08088908047034,0.0,2.0,0.4905575545001909,0.9811151090003818,0,0.028014723034937024
74,00f96602-b295-48d7-bdf1-c2281c219ba7,W2,2,177881.0,48090.317392677,189.5641196838804,0.0,2.0,0.5307291427917523,1.0614582855835046,0,0.04051381057573849
75,00f96602-b295-48d7-bdf1-c2281c219ba7,W2,3,177881.0,48090.317392677,94.7820598419402,0.0,2.0,0.5307291427917523,1.0614582855835046,0,0.020256905287869244
76,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,0,107645.0,96880.31237645606,815.8650463946823,1.0,0.0,0.847423893885887,0.0,1,0.17436739610914348
77,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,1,107645.0,96880.23264292652,815.8642783879262,1.0,0.0,0.847423513371079,0.0,0,0.17436723197006332
78,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,2,107645.0,66308.97814256985,516.0862969155197,1.0,0.0,0.7056128156431982,0.0,0,0.11029841780626623
79,00ffb041-2c13-40a3-a11e-60d7a5ddf6e0,W1,3,107645.0,96880.31237645606,407.93252319734114,1.0,0.0,0.847423893885887,0.0,0,0.08718369805457174
80,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,0,122300.0,98642.8569561148,708.2984076182302,0.0,0.0,0.0,0.0,1,0.1513781593541847
81,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,1,122300.0,95631.91104917762,680.1803503139881,0.0,0.0,0.0,0.0,0,0.1453687433883283
82,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,2,122300.0,68741.1048770192,452.333322254278,0.0,0.0,0.0,0.0,0,0.0966730759252571
83,01008fe9-e56d-4a84-909b-93a5bbe9e523,RC,3,122300.0,98642.8569561148,354.1492038091151,0.0,0.0,0.0,0.0,0,0.07568907967709235
84,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,0,110462.0,99372.88566702334,815.4547831572813,0.0,4.0,0.8007693060238339,3.2030772240953356,1,0.17427971428879704
85,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,1,110462.0,99362.28681653956,815.3582260617319,0.0,4.0,0.8007130535450173,3.2028522141800693,0,0.1742590780213148
86,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,2,110462.0,63566.38926546778,471.607742245253,0.0,4.0,0.6311331976660249,2.5245327906640997,0,0.10079242193743386
87,010eb54b-4602-44ab-a5ca-48502cb2387b,W1,3,110462.0,99372.88566702334,407.7273915786407,0.0,4.0,0.8007693060238339,3.2030772240953356,0,0.08713985714439854
88,012722f6-6103-46cf-9f85-589399695d8e,W1,0,183423.0,165080.61644849516,815.8664053900276,1.0,1.0,0.7638661869166182,0.7638661869166182,1,0.1743676865548253
89,012722f6-6103-46cf-9f85-589399695d8e,W1,1,183423.0,165080.5809419898,815.8662046786225,1.0,1.0,0.7638660721609631,0.7638660721609631,0,0.17436764365860707
90,012722f6-6103-46cf-9f85-589399695d8e,W1,2,183423.0,112987.98548789622,516.0862969155197,1.0,1.0,0.5912699592012981,0.5912699592012981,0,0.11029841780626623
91,012722f6-6103-46cf-9f85-589399695d8e,W1,3,183423.0,165080.61644849516,407.9332026950138,1.0,1.0,0.7638661869166182,0.7638661869166182,0,0.08718384327741265
92,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,0,82781.0,74436.79755896064,815.0632161049176,1.0,2.0,0.8449885670878853,1.6899771341757706,1,0.17419602823357933
93,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,1,82781.0,74421.62693573908,814.8990678030448,1.0,2.0,0.8449031426667647,1.6898062853335294,0,0.17416094631396553
94,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,2,82781.0,27939.499974971382,249.75144606813183,0.0,2.0,0.580457245651484,1.160914491302968,0,0.05337709896732888
95,013ace75-ffbf-4ced-960d-ca09663d6e12,W2,3,82781.0,74436.79755896064,407.5316080524588,1.0,2.0,0.8449885670878853,1.6899771341757706,0,0.08709801411678966
96,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,0,221176.0,198772.9890380212,814.5725771325069,1.0,1.0,0.7857088140365316,0.7857088140365316,1,0.17409116844037337
97,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,1,221176.0,198711.33360284983,814.3254008377551,1.0,1.0,0.7855404071922213,0.7855404071922213,0,0.17403834170501284
98,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,2,221176.0,71138.35297402133,235.76275611438257,0.0,1.0,0.4619270286243336,0.4619270286243336,0,0.050387423832952034
99,01536663-2db4-4ff8-a131-fa0f1fc941ca,W2,3,221176.0,198772.9890380212,407.2862885662535,1.0,1.0,0.7857088140365316,0.7857088140365316,0,0.08704558422018668
100,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,0,34082.0,30051.869914769133,796.4890892636253,1.0,2.0,0.8317605805892061,1.6635211611784122,1,0.1702263494899819
101,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,1,34082.0,29896.711539719392,791.9002428180706,1.0,2.0,0.8292749650447728,1.6585499300895457,0,0.16924561718702086
102,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,2,34082.0,19779.471171678524,476.4266550712868,1.0,2.0,0.6769127749675745,1.353825549935149,0,0.10182232422981125
103,0153ab0b-1665-4d4e-8dac-0fb457fc8d90,W1,3,34082.0,30051.869914769133,398.24454463181263,1.0,2.0,0.8317605805892061,1.6635211611784122,0,0.08511317474499094
104,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,0,31293.0,28163.69733558405,815.8667963338942,1.0,2.0,0.8611663008600107,1.7223326017200213,1,0.1743677701076927
105,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,1,31293.0,28163.69620329924,815.866758817042,1.0,2.0,0.8611662823029331,1.7223325646058663,0,0.174367762089558
106,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,2,31293.0,19276.38862014435,516.0862969155197,1.0,2.0,0.7251123940473643,1.4502247880947285,0,0.11029841780626623
107,01544e47-9564-449e-8f9e-a62b2c140c2d,W1,3,31293.0,28163.69733558405,407.9333981669471,1.0,2.0,0.8611663008600107,1.7223326017200213,0,0.08718388505384635
108,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,0,100007.0,90006.07569563173,815.864518720889,1.0,1.0,0.830560793033306,0.830560793033306,1,0.17436728333423573
109,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,1,100007.0,90005.9803740181,815.8635304434083,1.0,1.0,0.8305603794751745,0.8305603794751745,0,0.17436707211870237
110,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,2,100007.0,61603.9943992195,516.0862969155197,1.0,1.0,0.6923027193438541,0.6923027193438541,0,0.11029841780626623
111,01569caf-9daf-4640-aa20-6c0e55a35c77,W1,3,100007.0,90006.07569563173,407.9322593604445,1.0,1.0,0.830560793033306,0.830560793033306,0,0.08718364166711787
112,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,0,125161.0,79932.84252233455,543.5912042021021,1.0,2.0,0.731381075763637,1.462762151527274,1,0.11617679081045139
113,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,1,125161.0,74702.67962733499,501.8508824888936,1.0,2.0,0.7092630236811313,1.4185260473622625,0,0.10725601250029784
114,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,2,125161.0,47901.216546383286,287.7282413637248,1.0,2.0,0.5986582181489661,1.1973164362979323,0,0.06149353309761163
115,01591c2f-7af2-48a1-825c-15a24cb9d943,RC,3,125161.0,79932.84252233455,271.79560210105103,1.0,2.0,0.731381075763637,1.462762151527274,0,0.058088395405225694
116,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,0,83731.0,75169.92324489522,813.4952562884854,1.0,2.0,0.8403854828281109,1.6807709656562217,1,0.17386092248097573
117,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,1,83731.0,75089.3866491074,812.49602064323,1.0,2.0,0.8399855941184404,1.6799711882368809,0,0.17364736495901475
118,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,2,83731.0,51946.421389183466,520.4933273591503,1.0,2.0,0.7195474701701072,1.4390949403402145,0,0.1112402922332016
119,01800b9e-c682-42e6-bef9-1d68ff1eebfd,W1,3,83731.0,75169.92324489522,406.7476281442427,1.0,2.0,0.8403854828281109,1.6807709656562217,0,0.08693046124048787
120,0180337c-52a7-450f-bc36-c2db307944eb,W1,0,149803.0,84617.06638031726,463.5325739152804,1.0,2.0,0.6948110759455692,1.3896221518911385,1,0.09906658985152392
121,0180337c-52a7-450f-bc36-c2db307944eb,W1,1,149803.0,74991.89967975681,396.0439829547124,1.0,2.0,0.6607633047251582,1.3215266094503164,0,0.08464286876570046
122,0180337c-52a7-450f-bc36-c2db307944eb,W1,2,149803.0,84617.06638031726,463.5325739152804,1.0,2.0,0.6948110759455692,1.3896221518911385,0,0.09906658985152392
123,0180337c-52a7-450f-bc36-c2db307944eb,W1,3,149803.0,84617.06638031726,231.7662869576402,1.0,2.0,0.6948110759455692,1.3896221518911385,0,0.04953329492576196
124,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,0,50111.0,45099.83303566131,815.8654756505081,1.0,3.0,0.8592533858808261,2.5777601576424782,1,0.17436748785007652
125,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,1,50111.0,45099.80457812893,815.8648868311459,1.0,3.0,0.859253155702356,2.577759467107068,0,0.17436736200708397
126,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,2,50111.0,30868.216858212807,516.0862969155197,0.0,3.0,0.7440703267090085,2.2322109801270256,0,0.11029841780626623
127,0188ebe3-8d63-43ac-89e3-74999d3e5050,W1,3,50111.0,45099.83303566131,407.9327378252541,1.0,3.0,0.8592533858808261,2.5777601576424782,0,0.08718374392503828
128,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,0,316800.0,279804.8816874059,796.4185957805244,1.0,0.0,0.7532606007350625,0.0,1,0.17021128356070195
129,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,1,316800.0,274997.71156608325,778.8722872465737,1.0,0.0,0.7431692686628226,0.0,0,0.16646127105077446
130,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,2,316800.0,209352.8728646784,555.6390268896671,1.0,0.0,0.6170719005602341,0.0,0,0.11875166208370744
131,018a5270-1dc4-4a32-abe2-ce907f6d94ab,RC,3,316800.0,279804.8816874059,398.2092978902622,1.0,0.0,0.7532606007350625,0.0,0,0.08510564178035097
132,0199389e-f518-4658-9013-84efc2963dac,RC,0,70480.0,41634.91992104533,485.2557750335736,1.0,1.0,0.6984891604985329,0.6984891604985329,1,0.10370929152245643
133,0199389e-f518-4658-9013-84efc2963dac,RC,1,70480.0,32539.43201817528,352.14553302233344,1.0,1.0,0.6428364524599709,0.6428364524599709,0,0.07526085339224908
134,0199389e-f518-4658-9013-84efc2963dac,RC,2,70480.0,41634.56076483988,485.2514497545219,1.0,1.0,0.6984872272462561,0.6984872272462561,0,0.10370836712000896
135,0199389e-f518-4658-9013-84efc2963dac,RC,3,70480.0,41634.91992104533,242.6278875167868,1.0,1.0,0.6984891604985329,0.6984891604985329,0,0.05185464576122822
136,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,0,68682.0,61813.785323756245,815.8666606531996,1.0,0.0,0.8543380058772998,0.0,1,0.1743677411098952
137,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,1,68682.0,61813.77908685925,815.8665664981642,1.0,0.0,0.8543379588084488,0.0,0,0.1743677209869981
138,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,2,68682.0,42307.893880700285,516.0862969155197,0.0,0.0,0.715986926344168,0.0,0,0.11029841780626623
139,01a2f7bf-7a0b-4b49-97d1-a1e9c56d2788,W1,3,68682.0,61813.785323756245,407.9333303265998,1.0,0.0,0.8543380058772998,0.0,0,0.0871838705549476
140,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,0,62805.0,55514.090025854974,799.8467082848367,1.0,5.0,0.8716687551396409,4.358343775698205,1,0.17094394278367958
141,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,1,62805.0,55406.54850707428,798.3197336805969,1.0,5.0,0.8706297522579903,4.353148761289952,0,0.17061759642671445
142,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,2,62805.0,17267.958326730328,193.4494533333901,1.0,5.0,0.5833486025304968,2.916743012652484,0,0.04134418750446465
143,01bd8f8a-3dc6-4391-ad74-07f24c81f149,W2,3,62805.0,55514.090025854974,399.9233541424184,1.0,5.0,0.8716687551396409,4.358343775698205,0,0.0854719713918398
144,01c207eb-b528-481e-a131-7fea792606b2,W1,0,159250.0,143322.54737568204,815.8506295264505,1.0,2.0,0.8734360736779063,1.7468721473558126,1,0.17436431492337048
145,01c207eb-b528-481e-a131-7fea792606b2,W1,1,159250.0,143321.50509501004,815.8438433811124,1.0,2.0,0.8734327201738842,1.7468654403477684,0,0.17436286458241343
146,01c207eb-b528-481e-a131-7fea792606b2,W1,2,159250.0,98097.49425615912,516.0862969155197,1.0,2.0,0.7473405429667739,1.4946810859335478,0,0.11029841780626623
147,01c207eb-b528-481e-a131-7fea792606b2,W1,3,159250.0,143322.54737568204,407.9253147632252,1.0,2.0,0.8734360736779063,1.7468721473558126,0,0.08718215746168523
148,01caa447-5f93-4d40-8828-65362e526b9a,W2,0,215572.0,73649.23770727927,260.47983060309406,0.0,0.0,0.4109429708961324,0.0,1,0.05566997875680574
149,01caa447-5f93-4d40-8828-65362e526b9a,W2,1,215572.0,61068.18630313293,208.61860471812025,0.0,0.0,0.3824178221222491,0.0,0,0.04458615189530247
150,01caa447-5f93-4d40-8828-65362e526b9a,W2,2,215572.0,58280.11929871186,189.5641196838804,0.0,0.0,0.3696963602779449,0.0,0,0.04051381057573849
151,01caa447-5f93-4d40-8828-65362e526b9a,W2,3,215572.0,73649.23770727927,130.23991530154703,0.0,0.0,0.4109429708961324,0.0,0,0.02783498937840287
152,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,0,149780.0,134055.64411045046,810.0831452053227,0.0,0.0,0.0,0.0,1,0.17313168309581592
153,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,1,149780.0,133333.2288038069,804.492271111525,0.0,0.0,0.0,0.0,0,0.17193679656155697
154,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,2,149780.0,96078.76664057118,535.9347285442311,0.0,0.0,0.0,0.0,0,0.11454044209109449
155,01d7119c-4d5b-46e6-a302-85f7fe94b529,RC,3,149780.0,134055.64411045046,405.04157260266135,0.0,0.0,0.0,0.0,0,0.08656584154790796
156,02053cf7-3983-4902-bafd-2087e758414b,RC,0,24893.0,15950.019581880157,526.7418571802335,0.0,0.0,0.0,0.0,1,0.11257573352858165
157,02053cf7-3983-4902-bafd-2087e758414b,RC,1,24893.0,14429.05849566618,461.6791612940451,0.0,0.0,0.0,0.0,0,0.09867047687412804
158,02053cf7-3983-4902-bafd-2087e758414b,RC,2,24893.0,13797.740210456745,444.7107672747661,0.0,0.0,0.0,0.0,0,0.09504397676314728
159,02053cf7-3983-4902-bafd-2087e758414b,RC,3,24893.0,15950.019581880157,263.3709285901168,0.0,0.0,0.0,0.0,0,0.05628786676429084
