Economic_loss,Dislocation,Functionality,S
178652016.8,2223.303906,129.432933,144
180067057,2216.432645,131.225975,145
181482097.1,2210.554976,131.6086936,146
182897137.2,2205.24486,131.7513989,147
184312177.3,2200.513533,132.9956928,148
185727217.4,2196.22635,134.4514298,149
187142257.5,2192.901231,136.5469512,150
188557297.7,2190.167579,138.3447711,151
189972337.8,2187.815936,140.7284331,152
191387377.9,2185.674562,143.0878722,153
192802418,2183.695965,145.6955109,154
194217458.1,2181.868048,147.950275,155
195632498.2,2180.389494,148.8207329,156
197047538.4,2179.11409,150.3140971,157
198462578.5,2177.98308,151.3913757,158
199877618.6,2177.02041,151.9312811,159
172991856.4,2379.94636,141.9766758,160
174406896.5,2272.331698,130.5131419,161
175821936.6,2247.129888,130.3530161,162
177236976.7,2232.689444,130.3530161,163
178652016.8,2223.337227,130.3530161,164
180067057,2216.432645,131.225975,165
181482097.1,2210.554976,131.6086936,166
182897137.2,2205.24486,131.7513989,167
184312177.3,2200.513533,132.9956928,168
185727217.4,2196.22635,134.4514298,169
187142257.5,2192.901231,136.5469512,170
188557297.7,2190.167579,138.3447711,171
189972337.8,2187.815936,140.7284331,172
191387377.9,2185.674562,143.0878722,173
192802418,2183.695965,145.6955109,174
194217458.1,2181.868048,147.950275,175
195632498.2,2180.389494,148.8207329,176
197047538.4,2179.11409,150.3140971,177
198462578.5,2177.98308,151.3913757,178
199877618.6,2177.02041,151.9312811,179
172991856.4,2379.94636,141.9766758,180
174406896.5,2272.879042,132.1736105,181
175821936.6,2248.692157,132.1736105,182
177236976.7,2234.145151,132.1736105,183
178652016.8,2223.707897,132.1736105,184
180067057,2216.452501,132.1736105,185
181482097.1,2210.561522,132.1736105,186
182897137.2,2205.251008,132.1736105,187
184312177.3,2200.513533,132.9956928,188
185727217.4,2196.22635,134.4514298,189
187142257.5,2192.901231,136.5469512,190
188557297.7,2190.167579,138.3447711,191
189972337.8,2187.815936,140.7284331,192
191387377.9,2185.674562,143.0878722,193
192802418,2183.695965,145.6955109,194
194217458.1,2181.868048,147.950275,195
195632498.2,2180.389494,148.8207329,196
197047538.4,2179.11409,150.3140971,197
198462578.5,2177.98308,151.3913757,198
199877618.6,2177.02041,151.9312811,199
172991856.4,2379.94636,141.9766758,200
174406896.5,2274.838138,133.9942049,201
175821936.6,2250.776105,133.9942049,202
177236976.7,2235.851373,133.9942049,203
178652016.8,2224.776725,133.9942049,204
180067057,2216.724407,133.9942049,205
181482097.1,2210.64123,133.9942049,206
182897137.2,2205.347033,133.9942049,207
184312177.3,2200.538805,133.9942049,208
185727217.4,2196.22635,134.4514298,209
187142257.5,2192.901231,136.5469512,210
188557297.7,2190.167579,138.3447711,211
189972337.8,2187.815936,140.7284331,212
191387377.9,2185.674562,143.0878722,213
192802418,2183.695965,145.6955109,214
194217458.1,2181.868048,147.950275,215
195632498.2,2180.389494,148.8207329,216
197047538.4,2179.11409,150.3140971,217
198462578.5,2177.98308,151.3913757,218
199877618.6,2177.02041,151.9312811,219
172991856.4,2379.946361,141.8755589,220
174406896.5,2278.135737,135.8147993,221
175821936.6,2253.449725,135.8147993,222
177236976.7,2237.819754,135.8147993,223
178652016.8,2226.474603,135.8147993,224
180067057,2217.563636,135.8147993,225
181482097.1,2210.974452,135.8147993,226
182897137.2,2205.602852,135.8147993,227
184312177.3,2200.758573,135.8147993,228
185727217.4,2196.326849,135.8147993,229
187142257.5,2192.901231,136.5469512,230
188557297.7,2190.167579,138.3447711,231
189972337.8,2187.815936,140.7284331,232
191387377.9,2185.674562,143.0878722,233
192802418,2183.695965,145.6955109,234
194217458.1,2181.868048,147.950275,235
195632498.2,2180.389494,148.8207329,236
197047538.4,2179.11409,150.3140971,237
198462578.5,2177.98308,151.3913757,238
199877618.6,2177.02041,151.9312811,239
172991856.4,2379.946361,141.8755589,240
174406896.5,2282.089955,137.6353936,241
175821936.6,2256.619303,137.6353936,242
177236976.7,2240.021194,137.6353936,243
178652016.8,2228.456394,137.6353936,244
180067057,2219.077217,137.6353936,245
181482097.1,2211.722246,137.6353936,246
182897137.2,2206.114481,137.6353936,247
184312177.3,2201.196559,137.6353936,248
185727217.4,2196.715068,137.6353936,249
187142257.5,2192.94,137.6353936,250
188557297.7,2190.167579,138.3447711,251
189972337.8,2187.815936,140.7284331,252
191387377.9,2185.674562,143.0878722,253
192802418,2183.695965,145.6955109,254
194217458.1,2181.868048,147.950275,255
195632498.2,2180.389494,148.8207329,256
197047538.4,2179.11409,150.3140971,257
198462578.5,2177.98308,151.3913757,258
199877618.6,2177.02041,151.9312811,259
172991856.4,2379.946359,142.2605779,260
174406896.5,2286.664573,139.455988,261
175821936.6,2260.42847,139.455988,262
177236976.7,2242.888283,139.455988,263
178652016.8,2230.602584,139.455988,264
180067057,2221.065488,139.455988,265
181482097.1,2213.118863,139.455988,266
182897137.2,2206.88692,139.455988,267
184312177.3,2201.802715,139.455988,268
185727217.4,2197.265549,139.455988,269
187142257.5,2193.254121,139.455988,270
188557297.7,2190.185651,139.455988,271
189972337.8,2187.815936,140.7284331,272
191387377.9,2185.674562,143.0878722,273
192802418,2183.695965,145.6955109,274
194217458.1,2181.868048,147.950275,275
195632498.2,2180.389494,148.8207329,276
197047538.4,2179.11409,150.3140971,277
198462578.5,2177.98308,151.3913757,278
199877618.6,2177.02041,151.9312811,279
172991856.4,2379.946361,141.9787337,280
174406896.5,2291.851128,141.2765824,281
175821936.6,2264.569074,141.2765824,282
177236976.7,2246.426383,141.2765824,283
178652016.8,2233.273325,141.2765824,284
180067057,2223.322697,141.2765824,285
181482097.1,2215.11302,141.2765824,286
182897137.2,2208.245763,141.2765824,287
184312177.3,2202.76686,141.2765824,288
185727217.4,2198.073338,141.2765824,289
187142257.5,2193.966861,141.2765824,290
188557297.7,2190.361632,141.2765824,291
189972337.8,2187.823261,141.2765824,292
191387377.9,2185.673645,142.8786376,293
192802418,2183.695965,145.6955109,294
194217458.1,2181.868048,147.950275,295
195632498.2,2180.389494,148.8207329,296
197047538.4,2179.11409,150.3140971,297
198462578.5,2177.98308,151.3913757,298
199877618.6,2177.02041,151.9312811,299
172991856.4,2386.676822,143.0971767,300
174406896.5,2297.791914,143.0971767,301
175821936.6,2269.104975,143.0971767,302
177236976.7,2250.402387,143.0971767,303
178652016.8,2236.559835,143.0971767,304
180067057,2225.921304,143.0971767,305
181482097.1,2217.335799,143.0971767,306
182897137.2,2210.165591,143.0971767,307
184312177.3,2204.097916,143.0971767,308
185727217.4,2199.10531,143.0971767,309
187142257.5,2194.855925,143.0971767,310
188557297.7,2191.016546,143.0971767,311
189972337.8,2187.939618,143.0971767,312
191387377.9,2185.673516,143.0971767,313
192802418,2183.69377,145.8925264,314
194217458.1,2181.86543,148.0379612,315
195632498.2,2180.389494,148.8207329,316
197047538.4,2179.11409,150.3140971,317
198462578.5,2177.98308,151.3913757,318
199877618.6,2177.02041,151.9312811,319
174406896.5,2304.658836,144.9177711,320
175821936.6,2274.049604,144.9177711,321
177236976.7,2254.700062,144.9177711,322
178652016.8,2240.355781,144.9177711,323
180067057,2229.174229,144.9177711,324
181482097.1,2219.855662,144.9177711,325
182897137.2,2212.335642,144.9177711,326
184312177.3,2206.019342,144.9177711,327
185727217.4,2200.560092,144.9177711,328
187142257.5,2195.989028,144.9177711,329
188557297.7,2192.051037,144.9177711,330
189972337.8,2188.436876,144.9177711,331
191387377.9,2185.746667,144.9177711,332
192802418,2183.692223,145.9235941,333
194217458.1,2181.869697,147.7442179,334
195632498.2,2180.389496,149.1280809,335
197047538.4,2179.11409,150.3140971,336
198462578.5,2177.983235,151.2879497,337
199877618.6,2177.02041,151.9312811,338
174406896.5,2312.549608,146.7383655,339
175821936.6,2279.694803,146.7383655,340
177236976.7,2259.436671,146.7383655,341
178652016.8,2244.501794,146.7383655,342
180067057,2232.944923,146.7383655,343
181482097.1,2223.170155,146.7383655,344
182897137.2,2214.846385,146.7383655,345
184312177.3,2208.179842,146.7383655,346
185727217.4,2202.544006,146.7383655,347
187142257.5,2197.629136,146.7383655,348
188557297.7,2193.345397,146.7383655,349
189972337.8,2189.586248,146.7383655,350
191387377.9,2186.221488,146.7383655,351
192802418,2183.741454,146.7383655,352
194217458.1,2181.86512,147.8036432,353
195632498.2,2180.389026,148.8754824,354
197047538.4,2179.112382,149.844653,355
198462578.5,2177.9837,151.1938529,356
199877618.6,2177.02041,151.9312811,357
174406896.5,2321.943651,148.5589598,358
175821936.6,2286.272229,148.5589598,359
177236976.7,2264.646827,148.5589598,360
178652016.8,2248.997024,148.5589598,361
180067057,2236.999918,148.5589598,362
181482097.1,2226.975718,148.5589598,363
182897137.2,2218.154504,148.5589598,364
184312177.3,2210.796597,148.5589598,365
185727217.4,2204.768668,148.5589598,366
187142257.5,2199.579878,148.5589598,367
188557297.7,2195.066714,148.5589598,368
189972337.8,2191.05959,148.5589598,369
191387377.9,2187.487161,148.5589598,370
192802418,2184.278187,148.5589598,371
194217458.1,2181.937218,148.5589598,372
195632498.2,2180.387959,149.3319193,373
197047538.4,2179.112553,150.3494366,374
198462578.5,2177.982732,151.3929813,375
199877618.6,2177.020056,151.9257479,376
174406896.5,2332.715817,150.3795542,377
175821936.6,2293.95901,150.3795542,378
177236976.7,2270.623748,150.3795542,379
178652016.8,2254.015892,150.3795542,380
180067057,2241.345468,150.3795542,381
181482097.1,2231.007873,150.3795542,382
182897137.2,2222.085823,150.3795542,383
184312177.3,2214.230142,150.3795542,384
185727217.4,2207.536568,150.3795542,385
187142257.5,2201.840914,150.3795542,386
188557297.7,2197.026663,150.3795542,387
189972337.8,2192.887327,150.3795542,388
191387377.9,2189.109829,150.3795542,389
192802418,2185.694695,150.3795542,390
194217458.1,2182.738562,150.3795542,391
195632498.2,2180.476557,150.3795542,392
197047538.4,2179.11674,150.3795542,393
198462578.5,2177.985175,151.215877,394
199877618.6,2177.022457,151.9554544,395
