"guid","LS_0","LS_1","LS_2","LS_3","DS_0","DS_1","DS_2","DS_3","DS_4","hazard","failure_probability"
"2048ed28-395e-4521-8fc5-44322534592e","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","Earthquake+Tsunami","0.0"
"d6ab5a29-1ca1-4096-a3c3-eb93b2178dfe","0.9941953463","0.9324191031","0.4325511765","0.1221602587","0.005804653700000051","0.06177624319999997","0.49986792659999996","0.31039091780000005","0.1221602587","Earthquake+Tsunami","1.0"
"8d22fef3-71b6-4618-a565-955f4efe00bf","0.9999998368187633","0.9999789667658096","0.9934043194731654","0.7558156312105189","1.6318123674530227e-07","2.0870052953703144e-05","0.00657464729264412","0.23758868826264656","0.7558156312105189","Earthquake+Tsunami","1.0"
"cfe182a2-c39c-4734-bcd5-3d7cadab8aff","0.9957676884","0.947922179","0.4724433767","0.1395389264","0.004232311600000038","0.047845509399999986","0.4754788023","0.33290445029999993","0.1395389264","Earthquake+Tsunami","1.0"
