"guid","failure"
"2048ed28-395e-4521-8fc5-44322534592e","1,1,1,1,1,1,1,1,1,1"
"d6ab5a29-1ca1-4096-a3c3-eb93b2178dfe","0,0,0,0,0,0,0,0,0,0"
"8d22fef3-71b6-4618-a565-955f4efe00bf","0,0,0,0,0,0,0,0,0,0"
"cfe182a2-c39c-4734-bcd5-3d7cadab8aff","0,0,0,0,0,0,0,1,1,0"
