"guid","sample_damage_states"
"2048ed28-395e-4521-8fc5-44322534592e","DS_0,DS_0,DS_0,DS_0,DS_0,DS_0,DS_0,DS_0,DS_0,DS_0"
"d6ab5a29-1ca1-4096-a3c3-eb93b2178dfe","DS_4,DS_4,DS_3,DS_2,DS_2,DS_3,DS_2,DS_2,DS_2,DS_4"
"8d22fef3-71b6-4618-a565-955f4efe00bf","DS_4,DS_3,DS_4,DS_3,DS_3,DS_4,DS_4,DS_3,DS_4,DS_4"
"cfe182a2-c39c-4734-bcd5-3d7cadab8aff","DS_3,DS_3,DS_2,DS_3,DS_3,DS_4,DS_2,DS_2,DS_2,DS_3"
