guid,LS_0,LS_1,LS_2,DS_0,DS_1,DS_2,DS_3,hazard,rmv,year_built,struct_typ,econ_loss,repair,dislocated,numprec,prdis
fba4c73f-9b1b-4942-b7fb-bc276a4e0a4e,0.9995610132721412,0.996962086496282,0.9928023572913718,0.0004389867278588,0.0025989267758591,0.0041597292049102,0.9928023572913718,Earthquake+Tsunami,0.0,1968,W1,0.0,811.868407430235,,,
65d6e370-c05b-4b2f-bd17-d914d1d056c7,0.9599768934,0.7178136655,0.378064822,0.0400231065999999,0.2421632279,0.3397488435,0.378064822,Earthquake+Tsunami,0.0,1992,W1,0.0,463.5325739152804,,,
dad76485-9694-409e-ac7f-c64c7bd5c32c,0.9995610132721412,0.996962086496282,0.9928023572913718,0.0004389867278588,0.0025989267758591,0.0041597292049102,0.9928023572913718,Earthquake+Tsunami,0.0,1974,W1,0.0,811.868407430235,1.0,2.0,0.806384982161278
6f57cfb6-d244-40d5-96f5-03aeddd5e30a,0.9994582062694152,0.9961800369867132,0.9915808489421308,0.0005417937305849,0.0032781692827018,0.0045991880445822,0.9915808489421308,Earthquake+Tsunami,0.0,1984,W1,0.0,811.0973283779838,1.0,2.0,0.7924781651203067
929f1040-6224-409d-b4e3-58946daf3b91,0.9945244417482156,0.96210757342341,0.9102225433583148,0.0054755582517843,0.0324168683248055,0.0518850300650954,0.9102225433583148,Earthquake+Tsunami,0.0,1964,W1,0.0,765.9931609281037,0.0,4.0,0.8042089718254256
9020fc6c-4b0e-4e5b-b8be-fa58141b57b5,0.9769601417,0.7455482677,0.3837539963,0.0230398582999999,0.2314118739999999,0.3617942714,0.3837539963,Earthquake+Tsunami,11578.0,2007,W1,6719.286345451968,476.4266550712868,0.0,1.0,0.6987962698430568
3dcc3d59-dddf-4bc7-88cf-eacfe0b76ef0,0.9999999893265092,0.9999999272620304,0.9999998292763266,1.0673490868917668e-08,6.206447877854515e-08,9.798570377306248e-08,0.9999998292763266,Earthquake+Tsunami,67088.0,1941,W1,60379.19395632335,815.866791117712,,,
050589e0-041f-4ac6-83f8-420ac509cdde,0.9818283586051876,0.9365767452014456,0.8155833475076874,0.0181716413948124,0.045251613403742,0.1209933976937581,0.8155833475076874,Earthquake+Tsunami,8211.0,1990,RC,6631.829604776429,717.8516028156629,,,
09c131b1-089b-4f1a-a14b-b705be8f5520,0.9999458099295764,0.999630704168332,0.9991332238001104,5.419007042373192e-05,0.0003151057612443,0.0004974803682216,0.9991332238001104,Earthquake+Tsunami,0.0,1970,W1,0.0,815.3841054874086,1.0,3.0,0.7598370859134429
44656106-10fc-423d-bc34-f37a947493e3,0.9995610132721412,0.996962086496282,0.9928023572913718,0.0004389867278588,0.0025989267758591,0.0041597292049102,0.9928023572913718,Earthquake+Tsunami,0.0,1975,W1,0.0,811.868407430235,1.0,1.0,0.8386399597829961
0b4073d3-7d7e-439d-b9ef-1373291f37cc,0.9599768934,0.7178136655,0.378064822,0.0400231065999999,0.2421632279,0.3397488435,0.378064822,Earthquake+Tsunami,11820.0,1992,W1,6676.593423465151,463.5325739152804,0.0,4.0,0.643257889073119
bef20397-d546-475e-8dfd-b58a422019d8,0.9758340953,0.739240189,0.3773838511,0.0241659047,0.2365939063,0.3618563379,0.3773838511,Earthquake+Tsunami,0.0,2006,W1,0.0,471.607742245253,0.0,2.0,0.6854357153728214
f5e2c264-da77-4971-99d8-0c3d7562b986,0.9999992499469708,0.9999947116869984,0.9999883446237966,7.500530292414709e-07,4.538259972375336e-06,6.367063201784262e-06,0.9999883446237966,Earthquake+Tsunami,0.0,1988,W1,0.0,815.8602832869353,0.0,4.0,0.8398971081923229
d8ffb229-86e0-4907-97a5-84eb9ac248e6,0.999999982943277,0.9999998837614222,0.9999997271758196,1.7056723033981314e-08,9.918185472912457e-08,1.5658560259534937e-07,0.9999997271758196,Earthquake+Tsunami,109813.0,1959,W1,98831.68419118768,815.8667342493343,,,
0bf34a44-f8fe-41b4-a241-7c71ed06aa20,0.9902670251670606,0.9618576644930932,0.8728642447456783,0.0097329748329394,0.0284093606739673,0.0889934197474149,0.8728642447456783,Earthquake+Tsunami,25411.0,1,RC,21319.227189020803,750.3814614129293,1.0,3.0,0.8390953052779011
340d43a0-35ff-4738-b11b-849434a662a4,0.9769601417,0.7455482677,0.3837539963,0.0230398582999999,0.2314118739999999,0.3617942714,0.3837539963,Earthquake+Tsunami,0.0,1998,W1,0.0,476.4266550712868,,,
